RY.TO,TD.TO,CNR.TO,ENB.TO,CP.TO,BAM.TO,CNQ.TO,BMO.TO,BNS.TO,TRI.TO,ATD.TO,BCE.TO,NTR.TO,TRP.TO,SU.TO,CM.TO,CVE.TO,WCN.TO,MFC.TO,CSU.TO,IMO.TO,T.TO,ABX.TO,L.TO,FNV.TO,SLF.TO,IFC.TO,RCI-B.TO,NA.TO,AEM.TO
90.13441467285156,57.259124755859375,125.63448333740234,29.987506866455078,80.5087661743164,,11.527615547180176,79.27648162841797,41.25508117675781,92.90518188476562,41.69075012207031,40.372642517089844,54.54511642456055,46.8172721862793,16.82899284362793,43.41645431518555,5.846429824829102,129.79873657226562,17.773643493652344,1592.4002685546875,20.146156311035156,19.179946899414062,27.770326614379883,59.44062805175781,162.90953063964844,47.31740188598633,133.08895874023438,50.60293197631836,61.274627685546875,79.2087631225586
89.58707427978516,57.315799713134766,125.39744567871094,30.757173538208008,80.02676391601562,,11.662374496459961,79.94178009033203,41.984981536865234,93.16651916503906,42.766910552978516,40.50220489501953,53.94009780883789,47.26430892944336,17.26557159423828,43.30628967285156,6.090407371520996,127.83455657958984,17.9497013092041,1592.0040283203125,20.199451446533203,19.22603988647461,27.887311935424805,59.384552001953125,165.54168701171875,47.45001220703125,134.52947998046875,50.661964416503906,60.573665618896484,79.42227172851562
89.1239242553711,57.226741790771484,125.35187530517578,31.164203643798828,80.48369598388672,,11.82408332824707,80.29496002197266,42.14366149902344,93.24761199951172,43.23857116699219,40.84050369262695,54.050865173339844,47.23179626464844,17.578596115112305,43.40858840942383,6.1988420486450195,126.66777038574219,18.117755889892578,1598.3511962890625,20.6169376373291,19.487194061279297,27.347383499145508,59.851844787597656,163.32745361328125,46.97758102416992,137.0843963623047,51.51364517211914,60.14809799194336,79.03080749511719
88.54291534423828,57.41297912597656,126.71015167236328,31.55644416809082,82.17652130126953,,12.37851619720459,80.53314971923828,42.841819763183594,93.84236907958984,42.73804473876953,41.23637771606445,55.12456130981445,47.84140396118164,18.921289443969727,43.5935173034668,6.533181667327881,125.94821166992188,18.64592170715332,1573.4677734375,21.549636840820312,19.54864501953125,27.00542640686035,59.37519836425781,159.83831787109375,47.375423431396484,142.21226501464844,51.49677658081055,59.94783020019531,78.4436264038086
89.03131103515625,57.52635192871094,126.9562759399414,31.526840209960938,82.59490203857422,,12.228357315063477,79.99107360839844,42.66411590576172,93.21158599853516,42.88241958618164,41.41632843017578,54.61327362060547,47.29682540893555,18.847152709960938,44.02241897583008,6.533181667327881,127.28032684326172,18.453861236572266,1613.2435302734375,21.567398071289062,19.702268600463867,27.59035301208496,59.06678771972656,165.1199188232422,47.45001220703125,139.50335693359375,50.822174072265625,59.705841064453125,82.19807434082031
89.09867095947266,57.915042877197266,127.6382064819336,31.674854278564453,83.19065856933594,,12.257625579833984,80.20460510253906,43.292449951171875,93.10344696044922,42.988304138183594,41.63946533203125,54.68144989013672,46.97983169555664,19.250789642333984,43.92010498046875,6.750051021575928,128.35964965820312,18.525882720947266,1612.8770751953125,21.860532760620117,19.63313865661621,27.563350677490234,59.7957763671875,167.9476318359375,47.38370895385742,140.6630096435547,50.7715950012207,60.09803009033203,83.24793243408203
89.46916961669922,58.60335159301758,129.72525024414062,31.837669372558594,83.99850463867188,,12.156160354614258,80.76313018798828,43.38765335083008,93.29267120361328,43.03642272949219,42.02814865112305,54.71553039550781,47.06111526489258,18.98719024658203,43.975196838378906,6.786195755004883,127.23170471191406,18.525882720947266,1626.6209716796875,22.00265884399414,19.96343231201172,26.924436569213867,61.515445709228516,166.58651733398438,47.5826301574707,139.52145385742188,51.8854866027832,60.707176208496094,80.64114379882812
89.62918853759766,58.587158203125,128.24237060546875,32.22990036010742,83.35453796386719,,12.468358039855957,80.08961486816406,43.343231201171875,92.3194580078125,42.52627182006836,42.07852554321289,53.36915588378906,47.37810516357422,19.712081909179688,43.9791374206543,7.111499309539795,126.20100402832031,18.413846969604492,1636.67138671875,22.695510864257812,19.878694534301758,26.438501358032227,60.94533920288086,160.43263244628906,47.30082702636719,138.3889923095703,51.664398193359375,60.415130615234375,80.40094757080078
89.57022094726562,58.20655822753906,128.9014129638672,32.22990036010742,83.37190246582031,,12.472261428833008,79.7857437133789,43.609798431396484,93.10344696044922,42.516639709472656,42.143306732177734,53.42881774902344,47.093624114990234,19.563806533813477,43.884700775146484,7.14764404296875,126.79413604736328,18.25379753112793,1606.0447998046875,22.446794509887695,19.956436157226562,26.303518295288086,61.20701599121094,160.59555053710938,47.11847686767578,138.108154296875,51.57087707519531,60.27326965332031,79.72477722167969
88.29872131347656,58.05270767211914,127.81214904785156,31.47503662109375,82.44258117675781,,12.202993392944336,78.94794464111328,43.260719299316406,92.48165893554688,43.315582275390625,41.26929473876953,53.16465377807617,45.85004425048828,19.011905670166016,43.577789306640625,6.957883834838867,125.58842468261719,17.925695419311523,1651.801025390625,21.78058433532715,19.800952911376953,25.75459098815918,61.249290466308594,158.88934326171875,46.902992248535156,135.73057556152344,51.103206634521484,60.40678024291992,77.98987579345703
