RY.TO,TD.TO,CNR.TO,ENB.TO,CP.TO,BAM.TO,CNQ.TO,BMO.TO,BNS.TO,TRI.TO,ATD.TO,BCE.TO,NTR.TO,TRP.TO,SU.TO,CM.TO,CVE.TO,WCN.TO,MFC.TO,CSU.TO,IMO.TO,T.TO,ABX.TO,L.TO,FNV.TO,SLF.TO,IFC.TO,RCI-B.TO,NA.TO,AEM.TO
126.69537353515625,78.56765747070312,161.75755310058594,43.763519287109375,104.27977752685547,50.32653045654297,40.722110748291016,121.4668197631836,57.81635665893555,188.7744140625,76.92205810546875,47.052154541015625,71.27471160888672,45.278812408447266,40.11052322387695,59.443870544433594,20.93459701538086,196.43470764160156,27.29703140258789,3244.82763671875,74.13331604003906,21.508323669433594,23.148569107055664,126.039794921875,146.495361328125,64.15912628173828,197.89971923828125,58.2127685546875,95.10835266113281,70.05485534667969
126.34540557861328,77.90750885009766,161.66079711914062,44.08025360107422,104.25009155273438,49.3349723815918,41.92597198486328,120.48943328857422,57.25946807861328,188.25318908691406,77.15853881835938,47.46305465698242,71.12470245361328,45.65937423706055,42.49091339111328,58.88457107543945,21.512426376342773,195.38351440429688,27.071897506713867,3296.287109375,76.66976165771484,21.553361892700195,22.478300094604492,125.3515853881836,147.98439025878906,64.10283660888672,197.39468383789062,58.53199768066406,94.69200134277344,68.2560806274414
126.52513122558594,78.52180480957031,162.59933471679688,44.152652740478516,104.85355377197266,49.937686920166016,41.358909606933594,120.62904357910156,57.59725570678711,189.31532287597656,78.14383697509766,47.47179412841797,69.87772369384766,45.91020584106445,42.17227554321289,59.08032989501953,20.745140075683594,195.35377502441406,27.10003662109375,3318.723388671875,75.68016052246094,21.49932098388672,22.536584854125977,124.45692443847656,146.55455017089844,64.26232147216797,195.7825164794922,58.37238693237305,94.9001693725586,68.30470275878906
127.33853912353516,78.92523193359375,162.78317260742188,44.39698791503906,104.01266479492188,49.82102966308594,41.647090911865234,121.40164947509766,57.8893928527832,189.08914184570312,78.00589752197266,47.629154205322266,70.3746337890625,46.19562530517578,42.32221984863281,59.39726257324219,20.877761840820312,194.07449340820312,27.334548950195312,3342.087646484375,75.51683044433594,21.571374893188477,22.70172119140625,124.64373016357422,144.99649047851562,64.24356079101562,196.08358764648438,58.69161605834961,95.2597427368164,68.40192413330078
127.9722671508789,79.66790771484375,161.82530212402344,44.95806121826172,104.24019622802734,50.404296875,40.64310073852539,122.59314727783203,58.60148620605469,191.8133087158203,78.84339141845703,47.751556396484375,69.74645233154297,46.420509338378906,41.3569450378418,59.71419906616211,20.603050231933594,194.6298065185547,27.437734603881836,3430.445068359375,73.76822662353516,21.805553436279297,22.954286575317383,125.44990539550781,143.97096252441406,64.46871948242188,198.7155303955078,59.17985534667969,96.13030242919922,68.1102523803711
128.00062561035156,77.07015228271484,160.33522033691406,44.505584716796875,104.0225601196289,50.43346405029297,40.5594367980957,120.87107849121094,58.08110046386719,190.3479461669922,78.44928741455078,47.55922317504883,66.90559387207031,45.84965515136719,41.05705261230469,59.4159049987793,20.508325576782227,195.71078491210938,27.071897506713867,3445.6259765625,74.8635025024414,21.850584030151367,22.662864685058594,124.44709777832031,141.22958374023438,64.01841735839844,196.4720458984375,59.358253479003906,95.3543701171875,67.1865463256836
127.34799194335938,75.98466491699219,161.00283813476562,44.659423828125,104.44795227050781,51.11394500732422,40.13645553588867,118.91627502441406,58.06285095214844,190.4167938232422,79.17839813232422,47.838985443115234,66.8493423461914,45.892906188964844,40.66344451904297,58.79136276245117,20.451492309570312,197.26773071289062,27.137561798095703,3470.826904296875,74.41193389892578,22.030723571777344,22.556013107299805,125.44007110595703,139.93780517578125,64.24356079101562,199.10400390625,59.630531311035156,95.65717315673828,67.70186614990234
126.0995101928711,74.96410369873047,161.35116577148438,44.41508865356445,102.16271209716797,50.307090759277344,40.49435806274414,118.06920623779297,57.27772521972656,189.90541076660156,78.61678314208984,47.64664077758789,66.41806030273438,45.61613464355469,40.991458892822266,57.84056091308594,20.1578369140625,196.76197814941406,26.98747444152832,3480.128173828125,75.20938110351562,21.81455421447754,22.3228759765625,127.63251495361328,139.89834594726562,64.0840835571289,199.13311767578125,59.527259826660156,95.40167999267578,67.25460052490234
125.04014587402344,74.6764907836914,163.7313690185547,44.659423828125,102.6969223022461,50.686214447021484,40.63844680786133,117.68756103515625,57.43292236328125,191.70510864257812,76.872802734375,47.92640686035156,64.40226745605469,45.7631721496582,41.18825149536133,57.51430130004883,19.816822052001953,197.95199584960938,26.83738899230957,3563.04638671875,74.90193176269531,21.886611938476562,22.964000701904297,127.22941589355469,144.96690368652344,64.1216049194336,199.02627563476562,59.649314880371094,94.37026977539062,68.52833557128906
125.27661895751953,75.5949935913086,163.14117431640625,44.74087142944336,102.89478302001953,50.832035064697266,41.13580322265625,118.45086669921875,57.46031188964844,193.47535705566406,77.02059936523438,48.49467086791992,63.314674377441406,46.15237808227539,41.14139938354492,57.52362060546875,20.006275177001953,197.72389221191406,26.846769332885742,3608.787353515625,75.43997192382812,22.183837890625,22.954286575317383,129.15635681152344,145.42051696777344,64.11222839355469,197.68605041503906,60.128170013427734,94.72985076904297,68.10051727294922
