RY.TO,TD.TO,CNR.TO,ENB.TO,CP.TO,BAM.TO,CNQ.TO,BMO.TO,BNS.TO,TRI.TO,ATD.TO,BCE.TO,NTR.TO,TRP.TO,SU.TO,CM.TO,CVE.TO,WCN.TO,MFC.TO,CSU.TO,IMO.TO,T.TO,ABX.TO,L.TO,FNV.TO,SLF.TO,IFC.TO,RCI-B.TO,NA.TO,AEM.TO
54.77389907836914,37.761085510253906,64.98054504394531,29.24378776550293,33.54819107055664,,11.641236305236816,55.67335510253906,25.21405601501465,38.94345474243164,26.392534255981445,33.3986701965332,,38.15758514404297,24.804576873779297,31.448991775512695,16.164432525634766,51.806068420410156,12.065200805664062,478.1889343261719,32.303775787353516,12.493119239807129,20.607975006103516,48.30549621582031,78.25267028808594,29.842527389526367,74.7499771118164,35.823001861572266,31.066438674926758,49.55592727661133
53.71661376953125,37.889869689941406,65.30062866210938,29.012136459350586,33.39371109008789,,11.409428596496582,55.33247756958008,24.540855407714844,38.8380241394043,26.069931030273438,33.284759521484375,,37.690208435058594,24.365379333496094,30.938865661621094,15.9129056930542,52.51836395263672,11.822190284729004,479.8699951171875,32.1761474609375,12.352007865905762,20.066112518310547,48.34725570678711,78.025634765625,29.259822845458984,73.63778686523438,35.823001861572266,29.796432495117188,49.07462692260742
53.343048095703125,37.80174255371094,63.961246490478516,28.78614616394043,33.382659912109375,,11.412604331970215,55.26429748535156,24.223596572875977,39.34251403808594,25.714603424072266,33.66067123413086,,37.639076232910156,23.828577041625977,30.65407943725586,15.829073905944824,53.10344314575195,11.868165016174316,482.4396057128906,32.20804214477539,12.436676025390625,19.335023880004883,48.9250602722168,75.82828521728516,29.33612632751465,70.77674102783203,36.13730239868164,29.67780303955078,47.59699249267578
53.343048095703125,37.713626861572266,64.02023315429688,28.430208206176758,33.13802719116211,,11.384026527404785,54.930240631103516,23.94890594482422,39.18439865112305,25.80343246459961,33.6322021484375,,37.69750213623047,23.11748504638672,30.735441207885742,15.81230354309082,53.306968688964844,11.992956161499023,477.21343994140625,32.03253173828125,12.427268981933594,19.782278060913086,48.21499252319336,79.532958984375,29.391616821289062,69.16488647460938,36.03495788574219,29.447528839111328,48.88042449951172
53.632041931152344,37.65263748168945,64.56778717041016,28.63924217224121,32.98352813720703,,11.35227108001709,54.916587829589844,24.037893295288086,39.447940826416016,25.845508575439453,33.7631950378418,,37.55875015258789,23.591541290283203,30.801162719726562,15.979978561401367,53.981082916259766,12.052068710327148,477.82196044921875,32.96598815917969,12.521347045898438,20.49616050720215,47.94349670410156,82.25698852539062,29.363874435424805,70.51882934570312,35.97649383544922,29.09862518310547,50.23141860961914
53.300758361816406,37.51707077026367,63.94443130493164,28.20985221862793,32.58990478515625,,11.377673149108887,54.86884689331055,23.867647171020508,39.73407745361328,25.83616065979004,33.68914794921875,,37.354270935058594,23.17325210571289,30.954519271850586,15.560781478881836,54.70609664916992,11.914141654968262,478.2083435058594,32.32773971557617,12.530753135681152,19.36942481994629,48.047916412353516,79.2060775756836,29.27368927001953,70.6880874633789,35.88877487182617,28.596208572387695,48.28091812133789
53.998558044433594,37.91021728515625,65.17430877685547,29.18729591369629,32.78669357299805,,11.733325958251953,55.56428146362305,24.11139678955078,40.29878616333008,25.999801635742188,33.996707916259766,,37.6536865234375,24.065601348876953,31.34885025024414,15.694924354553223,54.92231369018555,12.058637619018555,500.32086181640625,32.84630584716797,12.671862602233887,19.945695877075195,48.54219055175781,81.74851989746094,29.69684410095215,71.46176147460938,36.08613586425781,28.85439109802246,49.45459747314453
54.00560760498047,37.991546630859375,64.43299865722656,28.955644607543945,32.55679702758789,,11.777786254882812,55.56428146362305,24.29324722290039,39.70394515991211,25.686546325683594,33.93975830078125,,37.81435012817383,24.030744552612305,31.461503982543945,15.929676055908203,54.61705780029297,12.019229888916016,492.7666320800781,32.311767578125,12.737714767456055,20.3929443359375,48.03399658203125,81.48516845703125,29.925769805908203,71.34085083007812,36.10806655883789,29.11955451965332,50.61138916015625
54.2523193359375,38.099998474121094,64.55094146728516,29.50940704345703,32.429874420166016,,11.888923645019531,55.82333755493164,24.362882614135742,40.02771759033203,25.583694458007812,34.036582946777344,,37.81435012817383,23.779773712158203,31.602336883544922,15.971596717834473,54.73182678222656,11.986390113830566,492.72796630859375,32.0883903503418,12.78161907196045,20.01450538635254,48.36117935180664,79.35134887695312,30.210176467895508,72.21128845214844,36.21770095825195,29.538246154785156,49.589698791503906
54.146583557128906,38.01866149902344,64.04551696777344,29.51512336730957,31.797122955322266,,11.730152130126953,55.95286560058594,24.22746467590332,40.02771759033203,25.859539031982422,34.013797760009766,,37.792442321777344,23.751882553100586,31.652406692504883,15.996752738952637,55.025123596191406,11.876903533935547,486.9607238769531,32.03253173828125,12.709490776062012,20.521968841552734,48.409915924072266,79.59649658203125,30.161619186401367,71.83248138427734,35.9984245300293,29.32891082763672,50.366519927978516
