AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
41.722,83.180,209.530,139.980,111.070,87.940,100.610,86.890,115.900,165.380,55.340,45.980,34.150,166.370,55.070,99.030,47.830,175.420,144.930,154.030,101.950,244.260,136.290,46.710,95.790,258.500,230.180,133.470,219.960,67.010
42.028,84.050,211.100,139.930,110.980,88.800,100.920,86.510,115.330,162.710,55.370,45.800,34.620,168.100,55.120,98.350,47.460,172.410,145.410,153.350,102.600,246.880,136.470,47.100,95.980,262.630,232.230,134.690,216.120,66.780
43.125,84.140,212.870,140.080,111.360,89.680,101.590,86.580,114.990,164.390,56.060,45.880,34.210,168.650,55.710,98.640,47.420,173.440,144.970,151.580,102.710,244.400,136.630,46.340,96.430,261.750,232.220,133.320,213.480,66.870
43.562,84.470,212.120,139.760,111.920,88.700,101.410,86.050,117.040,164.220,55.880,45.970,34.470,170.070,56.040,100.640,45.530,170.800,145.600,150.840,102.420,243.490,137.710,46.700,96.290,264.070,230.310,133.440,210.720,65.940
43.703,84.270,212.700,139.770,112.090,88.950,100.780,86.980,117.240,163.660,55.590,45.470,34.410,170.770,55.150,101.610,45.570,173.480,146.970,151.350,102.720,239.810,138.810,46.780,95.370,266.130,230.050,133.720,213.420,67.920
44.060,84.560,210.770,141.320,112.470,90.260,98.750,87.580,116.670,164.050,56.580,45.940,34.400,170.100,55.760,101.180,45.460,173.580,146.860,151.570,105.030,241.250,137.290,46.700,95.130,265.570,229.830,133.520,212.430,68.900
43.970,84.090,211.560,140.350,112.140,90.300,97.640,87.780,117.240,163.270,56.210,46.180,34.500,167.000,56.130,102.680,45.070,174.000,145.440,150.300,103.600,240.790,135.340,46.300,93.750,262.700,228.390,134.530,210.690,69.540
43.667,83.870,211.070,139.560,111.880,90.920,97.630,88.160,117.180,164.110,55.480,46.230,34.050,165.590,56.090,104.780,44.880,172.350,145.750,149.160,105.240,240.150,136.480,45.580,93.520,260.850,227.450,135.540,209.910,70.990
43.492,83.930,212.660,139.760,111.400,90.990,97.510,89.000,117.230,165.350,55.100,46.540,33.990,167.370,55.910,104.740,44.750,171.500,146.720,148.400,105.780,240.270,136.530,45.750,93.900,262.420,228.220,133.320,211.380,70.370
42.835,84.050,211.710,139.490,111.980,91.090,97.860,88.870,116.920,168.060,54.990,46.720,33.950,168.110,55.980,103.170,44.220,170.130,147.320,148.890,106.230,237.240,137.540,45.860,93.760,261.760,229.330,133.860,205.710,70.590
42.270,82.980,209.860,139.100,110.250,89.830,97.270,88.230,116.450,165.470,54.800,47.430,34.040,167.320,56.630,103.690,44.110,169.380,146.370,147.100,105.430,237.610,134.100,45.460,93.260,262.860,227.400,133.710,206.910,70.200
42.775,83.200,211.130,138.870,111.020,99.620,98.190,89.250,114.570,167.500,55.170,46.810,34.110,168.090,57.230,103.600,44.770,170.770,146.880,149.120,107.030,239.370,136.360,45.650,93.560,263.700,229.420,130.810,212.040,71.300
42.538,82.400,209.900,138.000,109.820,97.470,98.470,88.430,114.710,167.740,55.200,46.550,35.880,166.720,59.190,103.440,45.420,170.000,146.490,148.970,107.580,238.020,136.130,44.630,93.690,262.260,229.360,129.920,212.220,71.250
42.495,82.530,210.250,137.930,109.950,97.480,98.140,88.270,114.720,170.450,54.100,45.710,35.900,166.930,59.250,102.750,46.200,168.790,147.940,150.510,107.370,238.130,136.910,44.620,93.950,264.630,231.490,129.770,212.550,70.780
43.285,83.720,212.600,138.340,111.450,96.520,99.010,88.720,115.170,172.860,54.270,45.460,36.500,168.300,59.390,103.000,46.180,169.840,149.350,151.950,108.800,238.020,137.600,44.940,94.410,266.990,234.090,130.630,213.780,71.160
43.740,83.110,211.220,137.290,110.820,96.410,98.930,88.330,115.910,172.060,54.370,45.780,36.650,169.050,59.070,102.740,47.100,169.960,148.990,151.770,106.830,236.430,138.010,44.650,93.820,265.150,231.580,130.010,211.800,71.330
43.740,83.110,211.220,137.290,110.820,96.410,98.930,88.330,115.910,172.060,54.370,45.780,36.650,169.050,59.070,102.740,47.100,169.960,148.990,151.770,106.830,236.430,138.010,44.650,93.820,265.150,231.580,130.010,211.800,71.330
43.742,83.260,212.510,138.010,111.970,96.620,98.640,88.450,116.510,172.330,54.350,45.840,36.450,169.110,59.320,102.640,47.010,170.120,149.660,151.840,107.150,235.950,137.390,44.750,93.480,265.880,231.380,129.830,213.480,70.280
43.523,83.870,212.400,138.100,112.380,96.620,98.320,88.960,115.590,174.160,54.550,45.880,36.870,168.960,59.630,102.790,47.660,169.710,150.430,151.980,106.580,235.110,137.190,44.490,93.470,265.580,234.000,130.480,210.390,69.390
43.267,84.880,216.140,140.020,113.360,96.770,101.360,89.400,116.450,176.570,54.930,45.900,37.730,171.340,59.580,103.410,48.820,170.260,152.760,152.470,106.460,239.410,138.990,44.730,95.280,267.990,235.630,133.010,213.270,72.240
42.370,83.340,222.880,139.810,109.860,97.560,103.730,89.380,117.180,177.250,55.360,45.830,37.480,170.430,60.360,105.240,49.900,172.230,153.240,153.550,103.530,241.360,138.060,43.950,96.600,269.300,238.010,134.530,215.340,71.920
42.962,84.170,228.170,139.330,112.590,97.230,104.520,89.990,118.990,179.820,55.270,45.500,37.300,171.970,60.420,104.820,50.890,175.660,155.960,153.970,104.320,247.640,141.150,44.840,97.710,276.800,243.140,135.570,215.880,72.760
