AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
32.273,43.880,114.400,103.220,69.573,83.960,61.770,85.410,105.900,116.120,58.580,43.300,30.190,100.000,49.375,105.890,49.470,159.630,104.580,160.480,68.460,191.790,83.000,33.250,82.030,153.800,170.500,107.900,148.050,83.620
32.340,43.280,112.860,102.340,68.825,83.370,61.970,85.160,105.160,116.070,58.340,43.200,29.540,99.740,48.985,106.350,49.550,158.560,104.040,161.030,66.950,191.270,82.840,34.060,81.910,155.570,168.270,107.400,147.750,83.210
32.135,43.055,113.820,101.650,68.438,82.580,62.130,84.350,105.160,114.760,57.880,42.950,29.330,100.250,48.760,105.570,49.070,159.190,103.050,159.420,64.880,189.670,81.730,34.095,80.630,154.350,167.160,106.880,148.710,83.020
31.602,43.110,114.790,102.520,68.532,83.570,62.000,84.630,104.730,115.910,57.980,42.500,29.300,99.110,49.230,105.030,48.920,159.600,103.130,161.180,65.590,190.080,81.510,34.120,81.150,154.470,167.570,107.600,146.670,83.200
31.650,42.360,112.880,100.110,67.335,82.590,60.890,82.660,103.550,114.450,56.840,42.400,28.925,97.130,48.455,103.820,48.290,154.880,101.870,158.500,64.560,186.910,80.060,33.730,80.310,153.120,164.360,105.800,143.820,82.350
31.785,42.850,114.900,100.660,67.855,82.880,61.500,83.090,103.950,115.250,57.260,41.520,29.360,97.710,48.715,105.260,48.230,155.010,103.140,160.770,65.480,187.930,80.810,33.190,80.510,154.750,166.370,106.720,143.790,83.500
31.128,42.030,112.460,99.530,66.300,82.070,59.960,81.540,102.910,112.560,56.580,41.390,28.660,96.290,48.255,103.090,47.510,153.580,101.170,157.810,63.760,182.710,79.910,32.720,79.110,152.420,162.260,104.730,141.330,82.720
30.560,41.980,112.720,98.320,66.188,80.690,60.240,81.390,103.540,113.070,56.060,40.690,28.260,94.960,47.670,102.890,47.680,152.700,100.650,156.800,63.680,184.180,79.700,31.700,79.450,151.170,161.730,105.670,140.340,82.510
31.113,41.020,114.880,99.830,67.395,81.900,61.370,82.090,102.420,116.100,56.170,40.100,28.240,96.250,48.520,107.170,48.730,154.250,102.460,157.980,64.950,189.950,80.190,32.330,81.560,152.040,164.470,107.830,142.380,84.250
30.898,41.380,115.250,99.210,66.257,81.900,61.000,81.830,101.620,114.820,56.200,40.570,27.940,96.350,47.905,106.440,48.840,154.260,101.170,154.280,64.600,189.340,79.230,30.800,80.600,151.570,162.740,106.720,141.150,83.720
31.238,41.560,118.520,101.060,67.255,83.290,61.850,83.560,103.130,116.500,57.120,39.910,28.300,97.150,48.220,107.370,49.270,163.030,102.780,157.080,66.430,191.900,79.970,30.930,81.500,153.670,166.210,108.930,141.090,86.770
31.760,41.695,117.600,99.890,66.125,82.620,61.610,82.850,103.170,115.580,56.470,40.290,28.150,96.170,48.270,106.960,48.950,163.070,102.210,156.960,67.550,190.570,78.450,30.830,81.060,154.510,164.230,108.750,139.890,86.260
32.117,42.500,119.960,101.460,66.918,82.530,61.750,83.750,106.700,116.080,57.650,40.510,28.150,97.000,48.755,107.970,49.540,166.540,103.840,159.810,68.550,192.320,81.330,30.590,81.860,155.730,166.470,109.520,142.620,87.180
31.874,42.285,120.760,101.690,66.810,81.520,61.200,83.380,104.750,115.160,58.210,40.600,28.260,95.980,49.160,107.370,49.300,169.110,103.020,159.810,68.880,189.970,80.090,30.890,81.540,154.110,165.660,109.110,140.190,87.360
31.475,42.880,119.140,102.400,67.410,83.240,61.750,84.740,107.030,117.490,58.580,40.020,28.440,97.050,50.990,108.430,49.560,170.100,105.400,162.880,67.690,193.130,81.190,30.740,82.700,154.500,166.490,109.730,141.870,88.230
31.802,42.855,119.040,102.980,67.080,83.310,61.140,84.860,105.920,116.070,58.730,40.650,28.405,98.620,50.730,108.220,49.640,166.540,104.300,164.630,67.660,191.960,81.090,31.310,82.200,152.810,166.130,109.620,141.690,87.920
31.672,42.900,118.120,101.960,67.100,83.050,60.460,83.920,104.200,116.150,58.630,40.620,28.000,99.360,50.325,107.110,49.410,166.010,104.060,163.000,67.370,191.280,80.480,31.200,81.370,151.650,166.320,109.230,141.630,88.000
30.845,41.460,116.540,100.340,65.730,81.320,59.610,83.010,105.670,113.680,58.260,40.470,27.460,98.140,49.495,105.000,48.730,160.620,101.930,159.200,65.780,187.350,79.860,30.790,80.110,148.230,162.700,107.610,140.490,85.880
31.060,41.210,116.250,100.140,65.590,81.890,59.540,82.150,105.250,112.370,57.600,40.450,27.090,97.640,49.665,105.240,48.420,160.550,102.170,160.590,65.990,187.240,79.880,29.890,78.480,148.170,162.590,106.830,140.580,84.440
30.812,40.970,118.010,100.340,65.540,81.350,59.550,82.310,104.280,113.860,57.750,40.350,27.130,96.960,49.940,105.480,48.560,162.590,102.960,160.400,66.550,188.060,79.670,30.080,77.970,148.850,163.500,107.130,143.280,85.290
31.593,40.960,121.000,101.550,65.660,82.530,60.960,82.720,106.900,114.630,58.340,40.080,27.650,97.880,50.445,106.120,49.120,164.305,104.910,162.670,66.850,191.020,81.370,32.000,78.050,152.700,166.050,109.640,146.040,85.990
31.108,40.655,118.290,100.600,65.410,82.250,60.580,81.940,104.980,113.610,57.480,40.510,27.525,97.440,50.165,104.890,48.630,159.850,104.310,160.500,66.810,187.970,80.030,31.460,78.120,150.080,164.950,108.130,143.940,84.680
