AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
73.412,157.700,293.980,145.870,187.900,118.840,139.400,124.900,120.510,218.380,90.950,55.270,47.960,197.610,101.310,144.630,61.400,241.070,177.000,134.040,162.640,229.930,147.680,59.850,124.490,325.760,176.420,136.950,64.200,58.960
75.088,160.620,292.500,145.970,191.120,118.940,141.090,123.410,121.430,219.660,92.040,55.350,48.420,200.790,102.200,148.200,61.050,240.100,180.790,135.420,166.990,234.320,150.530,60.840,125.850,333.320,180.000,137.510,63.500,59.080
74.358,158.620,289.540,144.280,189.600,117.890,138.340,122.580,121.010,218.930,91.250,54.990,47.630,200.080,101.920,146.500,60.400,238.470,178.860,134.340,166.170,231.580,148.440,60.100,124.600,332.760,178.450,137.020,62.160,59.080
74.950,159.030,291.550,144.100,189.190,117.650,138.230,122.750,120.600,219.960,91.640,54.690,47.800,202.330,101.830,145.650,60.270,240.300,177.510,134.100,173.450,233.950,148.340,59.930,124.060,333.740,178.620,137.170,61.720,59.590
74.597,157.580,289.790,144.980,188.690,116.560,135.880,121.990,119.060,218.520,89.200,54.670,47.490,202.630,101.780,145.700,59.600,238.040,177.610,134.190,176.000,235.490,146.380,58.930,123.410,337.280,177.900,135.160,60.770,59.290
75.797,160.090,295.900,144.960,191.920,116.160,136.940,122.510,117.700,221.790,88.600,54.250,47.520,205.910,101.550,145.400,59.710,238.220,177.760,135.310,177.330,237.760,147.680,58.970,125.540,331.370,180.630,136.610,61.500,55.830
77.407,162.090,294.220,145.390,193.250,117.360,137.440,123.850,117.510,225.190,89.380,54.350,47.320,208.350,101.480,144.830,58.850,238.930,179.070,136.740,179.600,242.600,147.310,59.300,127.810,336.340,181.200,137.620,60.950,54.680
77.582,161.340,295.130,145.060,193.770,116.380,136.070,123.970,116.440,224.220,89.530,55.340,47.130,207.270,100.900,144.620,58.990,238.260,178.680,136.690,180.200,242.110,146.130,58.940,127.280,329.920,180.470,135.510,59.710,54.220
79.240,163.280,285.850,145.700,195.330,115.880,137.200,124.880,116.660,223.340,89.510,55.530,47.970,206.510,102.160,143.880,59.150,236.920,181.270,136.600,183.850,245.210,146.820,59.590,128.540,330.220,180.920,136.260,60.400,54.060
78.170,162.130,288.240,146.520,196.050,116.180,138.800,124.690,116.300,222.810,89.930,56.130,47.790,207.320,102.920,145.200,59.040,240.000,180.450,135.820,182.120,245.660,146.680,59.430,128.800,332.350,181.370,136.650,60.170,54.620
77.835,163.180,296.410,147.010,199.800,115.280,136.720,125.960,116.130,224.590,91.540,56.000,48.010,209.770,102.790,144.320,59.100,241.700,180.730,136.620,181.060,245.210,145.570,58.940,129.820,329.800,179.780,137.570,61.140,54.430
78.810,166.170,300.740,148.200,200.950,115.900,137.250,126.070,116.890,228.820,91.180,56.700,49.050,210.850,103.370,145.120,59.670,240.500,182.260,137.980,182.690,249.720,147.870,59.660,130.550,332.000,181.010,138.850,61.700,54.420
