AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
52.185,137.860,234.000,128.360,180.820,114.260,109.860,120.230,117.720,227.910,86.470,55.050,46.810,217.970,84.500,137.260,58.160,208.620,164.620,135.530,156.070,203.910,119.000,47.410,120.370,364.090,161.720,146.960,67.930,51.190
51.425,136.040,230.620,128.740,179.200,114.640,108.560,121.360,116.270,224.070,86.650,55.040,46.500,217.130,84.670,136.310,58.040,205.520,163.530,134.100,152.730,198.970,117.030,46.980,117.600,354.420,158.640,147.570,67.450,50.430
52.297,137.630,226.730,128.860,181.770,115.910,109.870,123.210,117.250,224.150,86.050,55.300,47.320,218.500,86.350,137.890,58.180,206.320,167.140,136.320,152.460,201.730,119.100,48.920,118.400,356.530,160.070,150.160,68.480,51.430
53.320,140.050,229.590,128.580,184.730,115.440,112.370,122.760,117.640,228.150,86.100,55.770,48.420,219.490,88.420,138.840,58.590,207.650,170.370,140.970,153.770,207.050,122.990,50.100,120.670,360.300,164.230,151.740,68.940,52.330
53.315,139.100,229.000,128.210,185.740,114.730,112.610,122.870,118.260,231.130,86.570,55.120,48.840,220.030,88.690,139.550,59.060,207.730,171.160,140.570,151.070,207.210,122.700,50.920,120.190,363.000,163.940,152.840,69.220,52.560
53.542,137.520,230.680,126.950,181.550,116.330,115.400,122.170,119.390,232.870,83.470,55.230,48.580,217.260,88.670,138.830,58.660,202.340,169.660,142.600,149.540,211.980,127.250,51.590,119.920,358.780,165.940,149.230,70.510,55.590
54.175,136.080,232.460,129.550,176.350,116.050,116.870,119.880,121.850,233.000,81.690,54.520,49.210,209.680,86.830,135.790,59.710,196.870,169.610,145.050,149.650,215.630,130.290,51.820,117.310,369.490,168.860,146.570,71.400,56.880
55.898,136.120,234.210,131.170,174.980,116.020,117.190,121.270,121.280,232.660,82.920,54.400,50.030,210.200,86.750,136.190,60.130,195.840,171.280,143.600,154.090,216.800,133.090,52.790,118.000,382.940,168.080,146.230,71.550,58.060
55.771,137.520,230.100,130.430,177.980,116.920,117.910,122.770,121.420,233.800,83.310,54.770,49.930,212.150,87.670,137.500,60.430,194.000,168.630,143.620,154.750,218.740,131.750,53.010,119.020,375.630,170.580,148.300,71.290,55.560
54.688,137.320,233.610,130.780,177.270,117.430,120.230,122.120,121.500,233.980,82.610,55.110,50.030,209.810,87.320,138.020,59.960,195.470,167.710,143.670,152.980,219.900,133.780,52.540,119.200,379.760,171.440,146.310,73.540,55.990
54.975,136.330,234.430,129.540,176.110,115.570,119.160,119.750,124.120,230.990,82.030,54.260,49.960,207.400,87.270,135.800,59.500,194.080,166.210,142.480,153.010,217.220,133.150,52.200,117.640,378.850,169.670,146.340,72.140,55.340
55.175,137.390,232.520,129.670,176.450,116.510,118.570,121.160,123.890,230.210,82.510,53.960,49.410,209.850,87.590,136.310,59.870,196.720,166.460,142.200,152.820,215.910,132.170,51.950,119.050,384.200,168.070,147.250,71.250,54.840
55.693,138.520,230.610,130.410,175.290,117.160,119.760,121.410,124.180,230.830,83.020,54.240,49.340,210.430,88.080,136.800,59.930,195.040,167.970,142.220,152.770,217.080,131.070,51.740,118.740,386.410,167.440,146.470,71.990,54.410
55.240,141.070,232.850,130.110,175.960,117.110,119.380,121.900,123.660,228.120,83.970,54.230,49.190,210.520,87.700,133.300,59.980,195.650,166.770,142.970,153.600,215.230,130.120,51.570,117.790,384.440,167.070,146.940,71.060,54.570
54.432,139.440,232.890,131.650,174.060,116.980,118.900,122.240,124.320,224.670,85.160,54.520,49.600,209.390,86.680,132.270,60.290,196.940,168.310,141.880,155.200,213.740,128.160,50.720,116.800,379.390,166.760,146.280,71.600,55.000
54.680,139.140,228.770,131.740,174.910,117.620,118.880,123.220,124.900,226.250,84.360,53.910,49.420,211.540,87.690,132.460,60.210,197.760,167.140,142.070,154.650,213.460,128.420,50.900,118.240,377.030,166.760,146.540,70.920,54.320
54.420,137.380,225.000,131.550,174.480,118.400,117.330,123.610,123.740,225.410,83.600,54.140,49.120,212.020,87.180,131.970,60.510,196.550,165.760,141.680,152.050,207.750,125.990,49.820,118.170,381.650,164.740,146.750,70.320,53.630
55.258,139.360,222.170,130.990,175.280,118.470,118.000,123.020,123.510,228.100,83.100,54.300,49.605,212.630,90.810,133.090,60.270,196.060,166.930,143.160,152.990,210.030,126.610,51.020,119.120,386.200,164.000,146.850,70.910,54.360
54.972,139.540,215.480,128.850,175.650,118.300,117.030,124.310,120.160,229.790,83.880,54.170,48.830,212.600,92.170,131.270,60.440,195.380,167.030,143.550,152.340,208.220,126.390,50.920,118.910,386.890,163.830,148.100,70.100,54.080
54.705,137.730,215.260,128.600,174.000,118.450,117.720,124.570,118.600,229.860,82.910,54.390,48.840,213.160,92.310,129.960,60.300,194.940,168.040,143.240,148.260,208.970,126.590,50.780,118.590,382.860,164.530,148.000,70.250,54.410
55.992,139.030,217.320,129.380,172.010,118.680,117.690,124.380,118.600,232.020,84.180,54.310,49.410,214.710,93.920,130.320,60.360,193.510,169.200,145.420,148.440,207.230,126.310,51.530,118.280,380.470,164.400,148.690,71.310,55.310
