AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
25.625,45.430,86.680,103.730,53.130,75.500,59.450,83.110,129.450,93.500,60.110,41.630,24.990,93.720,39.275,89.880,49.820,139.380,95.230,192.300,59.090,179.110,109.070,34.650,89.550,126.800,144.000,94.710,160.650,60.520
25.825,45.090,86.390,103.360,53.682,75.750,59.670,82.980,127.540,91.150,59.790,41.720,24.880,92.800,39.640,90.800,49.770,137.960,95.500,191.560,59.850,179.770,108.920,34.920,89.720,125.480,144.220,94.520,160.650,60.010
24.735,44.960,86.790,103.760,53.725,76.010,59.700,82.900,127.860,89.000,60.480,41.640,25.040,93.140,39.410,90.940,49.880,138.580,95.460,191.950,59.030,179.600,108.460,34.570,90.140,125.940,143.820,94.470,161.700,60.220
24.530,45.260,87.060,103.840,53.565,76.560,59.710,83.700,126.800,89.930,60.080,41.780,24.910,93.010,39.960,90.140,49.720,138.010,94.990,190.680,59.080,180.080,108.820,34.570,89.650,125.460,143.610,94.260,162.870,62.460
24.742,45.910,87.750,104.420,53.553,77.510,59.910,83.770,127.400,91.610,61.180,41.870,25.000,93.070,41.020,90.940,49.940,137.880,95.610,191.200,59.810,179.750,108.540,34.905,89.610,124.690,144.200,94.210,164.400,63.950
24.590,46.470,87.910,104.050,53.943,76.530,59.890,83.320,126.210,90.820,61.050,41.840,24.950,92.500,41.200,90.560,49.530,139.270,95.240,190.140,60.360,180.110,107.910,35.000,88.930,127.980,144.890,93.270,162.930,62.960
24.497,46.760,88.560,103.800,53.570,76.740,59.060,82.990,125.180,88.930,60.560,41.780,24.860,91.090,40.920,89.600,48.900,137.390,94.460,189.990,59.660,177.400,107.400,35.330,87.900,128.210,144.460,92.850,160.380,62.610
25.250,46.840,87.250,104.990,54.220,76.510,59.220,83.640,124.280,89.250,60.760,41.940,24.930,93.000,41.235,89.520,48.750,139.190,94.360,191.540,60.700,179.870,105.930,34.910,88.410,128.220,144.640,93.170,160.080,63.320
25.358,47.000,87.080,104.550,53.737,76.100,59.760,83.490,123.830,89.220,60.100,42.170,25.180,92.960,40.910,89.970,49.010,138.960,94.740,191.720,61.210,181.000,105.590,35.020,88.420,127.640,144.350,92.920,158.640,63.440
25.415,46.695,86.180,104.580,53.510,75.770,60.030,83.260,122.660,88.840,59.550,41.950,25.160,93.340,40.920,89.670,48.400,137.890,94.500,191.280,59.250,183.170,105.020,35.020,87.640,126.950,143.940,92.420,158.010,62.820
25.407,46.240,86.030,104.720,53.660,75.810,59.940,83.870,124.240,89.380,59.520,41.460,25.060,93.470,40.805,90.080,48.560,137.970,94.650,191.810,57.570,183.980,104.860,34.620,87.380,126.310,144.480,93.550,159.120,62.720
25.215,46.760,87.160,105.880,54.325,76.320,59.990,84.080,124.960,90.270,59.990,41.500,25.220,93.750,40.600,90.270,48.960,139.330,94.860,192.960,57.610,184.040,104.860,34.540,88.360,127.320,144.850,93.640,160.440,63.640
25.395,46.520,86.990,106.190,53.883,76.240,60.310,84.160,124.720,91.220,59.880,41.640,25.205,93.530,40.755,90.330,49.210,140.710,95.540,192.800,57.450,184.820,103.990,34.930,89.070,127.760,145.370,93.650,162.450,63.730
25.448,46.680,87.630,107.350,54.110,76.220,61.320,84.190,124.140,92.090,60.310,41.610,25.220,93.480,40.985,90.340,49.690,142.020,96.390,193.750,57.660,187.890,104.340,34.980,90.100,128.580,146.840,94.780,160.770,63.180
25.240,47.520,87.800,107.990,54.062,76.840,61.110,84.470,124.800,92.340,60.490,41.790,25.200,94.360,40.905,90.490,50.350,144.010,96.500,194.000,58.240,186.200,102.510,35.170,89.700,129.350,146.690,94.610,160.470,62.880
25.265,47.060,87.770,107.880,53.470,76.310,60.910,84.810,123.490,91.890,60.580,42.050,24.970,93.930,40.355,89.290,50.180,142.180,94.700,193.110,57.320,185.290,100.900,34.820,88.990,128.610,145.710,94.600,158.580,60.420
25.660,46.560,86.590,107.460,53.115,75.600,60.940,84.440,123.060,91.490,60.280,42.220,24.700,93.510,40.060,88.310,49.910,140.680,93.390,191.620,56.810,185.090,99.990,34.710,88.310,127.380,144.370,93.550,158.370,61.100
25.438,47.080,88.210,108.640,53.602,77.080,61.630,85.240,122.400,93.020,60.360,41.890,24.980,95.000,40.420,89.450,50.070,142.240,93.830,192.310,57.660,187.810,101.200,34.420,88.520,128.580,144.880,94.790,160.560,61.520
24.468,46.040,86.180,107.100,52.678,76.120,60.150,84.330,120.680,91.900,59.640,42.270,24.540,94.160,39.875,88.070,49.610,139.850,92.400,189.010,55.920,184.090,99.510,34.750,86.760,127.140,142.480,93.700,159.390,60.490
25.188,46.410,86.600,107.100,52.985,76.490,60.560,84.580,121.470,92.840,59.390,41.780,25.000,94.700,44.750,88.740,49.770,141.060,93.300,190.060,56.560,185.120,100.380,34.140,88.370,128.690,142.420,94.400,160.710,60.180
25.027,46.440,86.510,106.540,52.733,76.080,60.330,84.440,120.550,92.880,59.410,42.200,25.120,96.220,44.560,88.830,49.750,140.070,93.530,189.640,57.230,183.830,99.830,34.260,87.950,128.770,142.190,93.770,160.260,59.600
25.188,46.360,86.250,106.590,53.343,76.470,60.240,83.740,119.320,91.740,59.280,42.250,25.170,94.810,44.600,89.030,49.990,140.460,93.120,189.830,57.530,183.570,99.030,34.900,87.540,127.380,141.680,93.940,157.320,59.270
