AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
16.310,31.670,73.160,93.770,44.792,78.220,56.540,81.640,126.440,78.640,48.580,40.080,25.891,99.000,32.985,65.360,50.010,109.390,84.560,195.810,45.140,167.490,84.440,23.335,75.630,106.700,118.410,84.360,106.200,51.130
16.519,31.890,72.260,94.390,46.000,78.750,56.490,81.290,124.950,80.230,48.540,40.570,26.190,99.200,33.150,66.510,50.250,109.060,84.680,195.160,45.520,167.620,84.300,23.200,75.690,107.900,118.260,84.000,108.660,50.980
16.766,31.700,73.340,93.800,46.135,78.770,56.100,81.400,123.990,79.660,48.530,40.220,26.310,99.310,33.200,66.020,50.210,107.430,84.530,195.500,45.690,168.320,83.560,23.220,75.930,107.500,117.920,83.150,109.440,50.960
16.616,31.580,73.240,93.810,45.722,77.870,55.490,81.740,123.140,80.050,48.440,40.290,26.210,98.690,33.270,67.050,50.090,105.220,84.160,190.990,45.420,164.780,82.530,22.924,75.810,107.040,117.500,82.360,108.180,50.240
16.606,32.063,72.920,93.660,45.347,77.370,55.300,81.960,123.330,78.830,48.550,40.370,26.120,98.330,32.815,65.910,49.930,112.400,83.650,188.560,44.920,163.450,82.430,22.800,75.140,106.420,117.830,81.860,108.870,49.690
16.465,32.890,73.180,93.340,45.195,77.250,54.830,82.170,123.070,80.040,48.470,40.150,26.260,98.040,33.025,65.750,49.620,110.380,83.510,187.930,45.240,162.840,83.960,22.700,76.190,105.840,118.680,82.030,110.730,49.890
16.230,32.700,72.930,92.360,44.953,76.900,54.520,81.640,122.500,78.970,48.390,40.200,26.053,97.620,33.155,64.730,49.320,109.630,83.320,187.820,45.210,162.130,84.510,22.450,75.500,105.330,118.310,82.100,114.120,49.610
16.691,32.870,72.390,92.000,44.940,77.080,54.090,81.620,121.800,79.200,48.470,40.160,26.340,97.040,33.255,63.930,49.650,108.210,83.430,189.090,45.390,161.690,86.320,22.510,75.490,104.240,118.380,82.320,112.440,50.190
17.485,32.230,73.350,93.010,44.807,76.860,54.290,81.660,122.500,79.440,48.430,39.830,26.320,96.450,32.905,63.980,49.150,107.860,83.690,188.420,45.070,163.710,86.570,22.640,76.230,106.230,118.670,81.940,113.640,50.540
17.804,32.350,72.490,90.700,44.587,76.400,54.150,81.250,122.050,77.440,48.570,39.650,26.377,96.110,32.175,63.960,48.890,106.640,83.350,187.530,44.660,163.340,85.820,22.520,75.880,104.160,117.620,82.180,113.250,50.460
17.782,31.790,71.400,89.550,43.483,74.410,53.290,80.480,120.250,75.140,47.970,39.530,24.485,95.390,31.745,62.380,48.540,105.760,82.010,185.790,43.600,160.750,85.860,22.570,74.880,102.730,115.850,81.070,111.450,49.360
17.940,31.800,71.430,89.370,43.282,74.110,53.290,79.900,119.880,75.380,47.700,39.090,24.270,95.030,31.825,62.170,47.710,104.910,81.960,185.340,43.830,160.660,85.160,22.030,75.170,103.470,115.900,81.100,110.670,48.840
18.134,31.393,71.710,90.450,43.745,73.580,51.830,79.590,118.660,75.210,47.580,39.050,24.270,95.480,32.355,61.830,47.500,104.470,81.460,184.230,43.440,158.630,84.200,21.915,74.340,104.720,115.610,80.230,109.890,48.520
17.895,31.620,72.460,89.730,43.305,73.230,52.120,79.530,118.290,74.290,47.560,38.780,24.320,95.500,32.315,61.880,47.910,105.600,81.720,184.560,43.390,159.560,83.860,22.280,74.270,104.630,115.420,80.270,110.850,48.760
17.941,31.610,71.850,88.800,44.597,73.550,51.630,79.380,117.700,73.730,47.460,38.650,24.070,95.110,32.065,61.140,47.270,104.650,80.580,184.860,43.500,157.110,82.940,22.523,73.440,103.910,113.420,79.420,111.420,48.420
17.963,32.390,71.970,88.260,44.730,73.460,52.210,79.770,118.290,74.000,47.810,38.280,24.010,95.460,32.430,61.640,47.020,106.290,80.770,185.190,43.750,159.410,84.170,22.170,73.860,105.140,114.670,80.550,111.570,48.590
17.894,34.750,72.540,88.410,44.775,73.440,52.320,80.010,119.530,73.890,47.730,38.310,23.860,95.130,32.105,61.730,47.610,105.600,81.400,185.420,43.590,158.650,83.890,22.260,73.650,105.480,114.400,80.190,116.220,48.790
17.963,34.150,72.380,87.530,43.750,73.030,51.800,78.540,118.840,75.430,47.620,38.520,23.830,95.310,31.960,61.350,46.940,113.750,81.050,184.740,43.400,157.900,83.560,22.440,73.610,105.530,114.330,80.120,115.950,48.820
17.450,33.260,71.520,86.170,43.542,72.860,50.600,77.970,118.810,74.120,47.110,38.120,23.485,94.840,31.405,60.690,46.950,109.130,79.250,182.740,42.460,153.230,82.700,22.275,71.910,103.210,112.730,79.740,112.680,47.250
17.532,33.020,71.540,86.530,43.803,72.380,50.580,76.850,121.810,75.030,47.090,38.150,23.445,96.080,31.685,60.810,46.560,109.200,79.450,182.160,42.780,152.970,82.450,22.191,72.010,103.270,113.000,79.890,112.350,47.070
17.561,33.550,72.440,86.570,43.843,72.430,50.700,77.310,120.370,75.050,47.100,38.350,23.450,94.860,31.740,61.080,47.820,108.860,80.060,182.640,43.650,153.630,82.530,22.285,72.220,104.930,113.320,80.250,112.560,47.580
17.401,33.400,71.740,86.410,43.605,72.980,50.530,77.890,120.430,74.490,47.290,38.100,23.310,94.360,31.410,60.830,47.380,108.940,79.570,182.270,49.130,152.130,82.540,22.060,71.910,103.920,113.580,79.900,112.200,48.070
