AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,PEP,CSCO,DIS,IBM,MCD,AMGN,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,HON,NKE,WBA
268.7894287109375,516.0641479492188,333.7900085449219,185.08485412597656,336.2340087890625,101.58999633789062,309.3500061035156,148.02000427246094,152.33860778808594,378.3500061035156,82.48999786376953,67.97000122070312,143.60000610351562,74.44999694824219,112.12000274658203,303.0590515136719,296.3699951171875,294.2016296386719,261.3399963378906,785.52001953125,570.5900268554688,39.5,361.6199951171875,204.5500030517578,161.49606323242188,267.6600036621094,34.51408767700195,196.59251403808594,62.650001525878906,
269.7784729003906,513.3692016601562,330.8299865722656,185.6810760498047,339.62725830078125,102.2699966430664,309.25,147.1699981689453,151.69578552246094,383.0799865722656,83.86000061035156,68.66000366210938,142.89999389648438,72.31999969482422,111.47000122070312,299.2003173828125,299.2099914550781,294.59881591796875,254.44000244140625,790.8300170898438,547.5800170898438,37.029998779296875,360.489990234375,198.0500030517578,159.9029083251953,277.2799987792969,37.568519592285156,195.29031372070312,61.22999954223633,
269.8783874511719,506.2125549316406,327.739990234375,184.8264923095703,339.3677978515625,101.47000122070312,311.67999267578125,145.7899932861328,150.97386169433594,373.8399963378906,84.38999938964844,68.51000213623047,142.86000061035156,72.0999984741211,111.36000061035156,305.0878601074219,305.6700134277344,317.59478759765625,252.67999267578125,793.0900268554688,569.1500244140625,38.380001068115234,365.79998779296875,197.6199951171875,163.61695861816406,276.6499938964844,39.429039001464844,195.87680053710938,62.11000061035156,
269.50872802734375,496.1713562011719,321.55999755859375,185.79037475585938,336.29388427734375,101.68000030517578,313.4200134277344,146.1300048828125,151.25076293945312,369.07000732421875,85.77999877929688,69.05999755859375,141.5800018310547,71.04000091552734,110.48999786376953,310.7068786621094,298.4100036621094,313.35504150390625,239.27000427246094,787.5800170898438,569.780029296875,37.2400016784668,365.7300109863281,196.5,163.1489715576172,276.260009765625,38.951473236083984,194.74359130859375,61.88999938964844,
268.2099914550781,495.8918762207031,324.2099914550781,185.39291381835938,335.3557434082031,102.58999633789062,314.2099914550781,146.97999572753906,153.30780029296875,371.1099853515625,86.27999877929688,70.55000305175781,142.9499969482422,71.06999969482422,110.73999786376953,304.70001220703125,299.6600036621094,317.9324035644531,239.8800048828125,786.3400268554688,563.0999755859375,38.130001068115234,368.5400085449219,194.61000061035156,164.1347198486328,279.80999755859375,39.598175048828125,192.91455078125,61.09000015258789,
269.42999267578125,505.0547180175781,321.5799865722656,187.22129821777344,334.18804931640625,102.41999816894531,316.8900146484375,145.5,153.9308319091797,370.42999267578125,86.75,70.5199966430664,142.6199951171875,72.08999633789062,112.23999786376953,309.1300048828125,299.1000061035156,321.3678894042969,241.7100067138672,797.2000122070312,570.8499755859375,38.45000076293945,367.8800048828125,194.80999755859375,166.95262145996094,282.3900146484375,40.035945892333984,194.9026336669922,60.79999923706055,
275.25,507.7297058105469,327.45001220703125,192.6071014404297,338.2500305175781,103.44000244140625,315.6199951171875,148.5399932861328,154.51431274414062,374.239990234375,90.94999694824219,71.61000061035156,145.0800018310547,71.70999908447266,114.8499984741211,313.7200012207031,306.8299865722656,336.05316162109375,244.5,810.3099975585938,567.9299926757812,37.880001068115234,370.1600036621094,195.2100067138672,167.94833374023438,286.0199890136719,40.195133209228516,199.216796875,63.150001525878906,
273.4700012207031,510.1851501464844,339.05999755859375,193.16355895996094,338.8800048828125,103.44000244140625,320.4100036621094,148.00999450683594,151.62657165527344,371.1300048828125,91.44999694824219,71.51000213623047,144.38999938964844,73.95999908447266,116.6500015258789,314.9800109863281,306.94000244140625,333.89849853515625,246.02000427246094,838.969970703125,573.02001953125,37.88999938964844,372.7699890136719,195.5,170.3480224609375,286.1300048828125,40.58315658569336,200.38975524902344,64.19999694824219,
272.95001220703125,502.34979248046875,332.5199890136719,194.0181427001953,336.0799865722656,102.54000091552734,309.4800109863281,147.9600067138672,153.86160278320312,368.07000732421875,92.93000030517578,71.06999969482422,145.02000427246094,77.37999725341797,107.61000061035156,304.8599853515625,307.5799865722656,333.6204833984375,240.42999267578125,805.5,553.5499877929688,35.90999984741211,364.7300109863281,194.5800018310547,169.88998413085938,287.4200134277344,40.39411544799805,198.67999267578125,66.02999877929688,
272.4100036621094,509.2268981933594,321.8599853515625,194.69384765625,330.0199890136719,102.4800033569336,303.6099853515625,147.6699981689453,155.8790740966797,362.3599853515625,92.91999816894531,71.16000366210938,145.85000610351562,78.0,105.80000305175781,305.69000244140625,307.0299987792969,334.3552551269531,243.66000366210938,790.9099731445312,554.030029296875,35.52000045776367,357.17999267578125,194.52000427246094,167.5800018310547,287.2900085449219,39.508628845214844,199.0399932861328,64.16999816894531,
267.4599914550781,506.54193115234375,320.5199890136719,198.32081604003906,325.75,102.94999694824219,300.3699951171875,145.82000732421875,153.11000061035156,358.0299987792969,92.86000061035156,70.68000030517578,147.8300018310547,77.77999877929688,105.69000244140625,297.1700134277344,304.8999938964844,339.2900390625,237.02999877929688,775.5599975585938,552.0499877929688,34.709999084472656,341.25,191.80999755859375,165.38999938964844,284.510009765625,38.45400619506836,196.0800018310547,62.900001525878906,
267.44000244140625,492.8675537109375,313.5799865722656,198.73817443847656,321.17999267578125,101.38999938964844,299.4100036621094,146.99000549316406,153.6199951171875,336.4800109863281,96.43000030517578,71.22000122070312,148.77000427246094,77.37000274658203,106.27999877929688,289.95001220703125,304.5899963378906,341.55389404296875,233.5,776.2999877929688,546.8800048828125,34.33000183105469,340.6600036621094,189.6300048828125,165.7899932861328,286.8500061035156,38.503753662109375,191.4499969482422,62.4900016784668,
268.55999755859375,486.2099914550781,309.0899963378906,201.23233032226562,324.1199951171875,100.61000061035156,303.2699890136719,146.99000549316406,151.6999969482422,334.5,95.05000305175781,71.11000061035156,147.11000061035156,78.38999938964844,104.66999816894531,288.5299987792969,302.739990234375,339.97515869140625,227.8800048828125,785.989990234375,553.1099853515625,35.11000061035156,344.6400146484375,185.6999969482422,166.5800018310547,285.4700012207031,37.68791198730469,190.57000732421875,62.63999938964844,
266.25,478.42999267578125,311.5400085449219,201.78880310058594,323.7699890136719,107.11000061035156,298.3800048828125,148.19000244140625,150.30999755859375,332.3800048828125,94.97000122070312,71.20999908447266,146.10000610351562,75.44000244140625,102.69999694824219,290.3999938964844,304.1600036621094,333.69000244140625,225.3699951171875,773.7000122070312,546.1300048828125,33.619998931884766,343.79998779296875,179.3800048828125,164.61000061035156,287.8500061035156,36.9317626953125,188.13999938964844,61.43000030517578,
271.489990234375,472.1199951171875,319.9700012207031,202.61355590820312,327.9800109863281,105.31999969482422,298.0199890136719,150.9199981689453,149.97999572753906,343.32000732421875,97.76000213623047,72.94999694824219,146.3300018310547,76.0999984741211,104.27999877929688,297.44000244140625,309.3500061035156,337.5400085449219,227.11000061035156,774.030029296875,550.4299926757812,34.5,352.8900146484375,179.6999969482422,168.08999633789062,290.07000732421875,38.344566345214844,190.02000427246094,62.79999923706055,
275.9200134277344,474.0,319.04998779296875,204.75,329.29998779296875,104.05999755859375,298.0,146.97999572753906,149.75,336.5799865722656,100.4000015258789,72.58999633789062,145.5,76.23999786376953,101.94000244140625,304.1199951171875,304.8999938964844,334.29998779296875,226.82000732421875,790.7100219726562,559.5999755859375,35.790000915527344,355.92999267578125,179.1199951171875,169.55999755859375,290.8399963378906,38.27492141723633,188.66000366210938,61.93000030517578,
276.9700012207031,476.989990234375,326.2799987792969,206.6699981689453,334.5299987792969,107.0,303.0,148.49000549316406,148.52999877929688,351.07000732421875,105.66000366210938,72.61000061035156,146.11000061035156,76.31999969482422,103.30999755859375,304.4800109863281,310.45001220703125,341.1099853515625,234.1199951171875,802.3200073242188,566.6099853515625,35.83000183105469,362.6400146484375,182.44000244140625,171.5399932861328,293.70001220703125,38.58334732055664,191.02000427246094,63.68000030517578,
277.54998779296875,485.5,329.7099914550781,207.55999755859375,333.7900085449219,109.0999984741211,307.6400146484375,148.25,149.50999450683594,355.4700012207031,104.62999725341797,72.87999725341797,147.97999572753906,76.06999969482422,103.43000030517578,303.2099914550781,312.3999938964844,344.57000732421875,228.14999389648438,816.010009765625,573.72998046875,36.810001373291016,363.9700012207031,186.9199981689453,170.8000030517578,294.5199890136719,39.23999786376953,189.99000549316406,64.33000183105469,
