AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
26.512,56.580,143.510,125.400,78.260,73.780,63.800,86.410,99.110,138.770,58.660,43.630,30.730,118.010,55.410,95.540,54.500,174.160,115.880,161.450,81.020,158.180,81.950,34.860,64.130,133.210,178.290,116.810,160.950,79.270
26.120,56.580,143.170,124.850,78.280,73.130,63.650,86.760,99.590,137.220,58.330,43.450,30.620,117.700,54.920,95.010,54.000,174.150,115.450,160.580,80.500,156.060,81.240,34.850,63.470,131.600,178.360,117.030,159.390,78.950
26.448,56.970,142.880,123.900,78.710,72.940,64.660,85.970,100.610,137.060,57.650,43.530,30.720,117.520,54.750,96.090,53.900,173.430,116.010,160.670,80.410,158.340,82.030,34.560,63.830,131.870,178.380,117.980,160.290,79.600
26.468,57.390,142.710,123.860,79.480,73.300,64.560,86.050,100.390,136.050,57.840,43.640,30.800,118.300,54.790,95.160,53.930,172.670,115.950,161.550,80.560,158.050,81.770,34.250,63.940,131.210,177.810,117.880,160.470,79.850
26.870,57.960,142.990,124.240,80.140,73.760,66.300,85.780,100.510,136.910,63.860,43.510,31.040,119.210,55.850,95.830,53.640,173.660,116.370,163.500,81.330,162.090,82.560,34.580,65.520,131.730,178.570,118.580,160.920,80.530
27.093,58.060,142.130,123.650,79.950,73.340,66.100,85.760,101.200,136.210,62.860,43.480,31.010,118.290,55.980,95.750,53.590,172.340,116.040,162.040,81.170,162.830,83.440,34.980,65.830,132.190,178.580,118.150,160.800,80.630
27.203,58.200,141.820,123.430,80.060,73.540,65.870,85.990,101.320,136.110,62.490,43.440,30.940,118.310,55.770,96.670,53.660,172.080,116.260,161.770,81.180,163.440,82.830,35.040,65.390,132.620,178.390,118.180,160.170,80.890
27.000,58.020,142.190,123.360,79.680,73.950,65.280,86.310,100.140,135.600,62.640,43.470,30.850,118.800,55.130,97.860,53.810,171.230,116.030,162.080,80.240,162.190,82.650,34.920,64.740,132.280,178.820,118.230,160.350,82.500
26.983,58.300,142.630,123.770,80.120,73.800,65.460,86.730,101.400,137.040,63.630,43.610,30.950,119.380,56.730,97.770,53.860,172.430,116.370,163.530,81.480,163.860,83.240,34.530,65.480,133.000,181.000,118.600,160.920,82.910
27.045,57.940,142.880,123.220,80.020,73.890,65.320,87.040,102.160,136.570,63.350,43.750,30.870,119.520,56.450,96.840,53.650,173.020,116.100,161.950,81.630,163.250,83.000,34.680,65.380,133.100,180.270,118.510,156.990,83.320
27.370,58.120,141.620,122.310,80.910,73.320,65.720,87.020,102.770,137.060,63.320,44.030,31.190,118.520,56.770,97.100,53.610,174.580,116.840,161.880,78.920,165.550,84.150,34.570,65.630,134.660,180.560,118.350,158.370,83.610
27.345,57.440,141.080,120.330,80.810,72.890,65.710,86.580,102.620,136.230,63.040,44.240,31.120,117.940,56.880,96.880,52.760,172.160,116.230,160.700,77.960,165.650,84.290,34.910,65.300,135.000,179.250,116.980,157.080,82.800
27.305,57.560,141.710,121.310,80.840,72.930,65.890,86.960,102.220,136.150,63.290,43.830,30.720,117.100,56.860,96.870,53.170,174.310,115.780,160.440,76.320,165.670,84.410,35.210,65.680,134.720,179.870,117.420,157.920,82.520
27.270,57.600,142.170,120.720,80.270,74.300,65.950,87.440,103.550,134.800,63.630,44.060,30.480,117.130,57.210,96.650,52.870,174.750,115.860,161.360,76.910,166.060,83.380,35.020,65.630,135.000,179.180,117.820,159.690,82.650
27.340,57.620,142.040,119.920,80.470,72.810,65.860,87.310,102.320,135.460,63.360,44.100,30.520,115.010,58.900,96.390,52.450,173.620,116.110,160.040,77.480,166.230,83.840,34.970,65.530,134.440,179.610,117.470,160.260,82.590
27.128,57.670,142.090,119.130,81.060,72.700,65.800,86.850,101.940,135.340,63.550,43.920,30.630,115.420,58.660,95.870,52.550,174.350,116.580,160.000,77.250,166.260,83.590,35.240,65.360,134.990,179.070,116.950,160.500,82.740
27.212,57.890,142.010,119.440,80.800,71.970,65.770,87.400,101.680,136.220,63.580,43.740,30.980,115.190,59.620,95.970,52.630,174.400,117.010,160.260,78.020,166.080,84.010,35.360,65.680,134.140,179.770,116.630,161.340,82.380
27.008,57.950,139.870,118.710,80.290,72.230,65.950,87.310,102.200,135.060,62.730,43.850,31.060,114.870,60.220,95.820,52.530,170.840,116.760,159.050,77.820,165.300,83.150,35.400,65.160,133.290,179.410,117.110,160.830,81.470
26.892,58.170,137.300,118.570,80.320,71.220,66.070,87.900,101.890,135.430,62.320,43.850,31.290,115.430,59.240,95.550,52.750,170.230,116.770,158.630,80.160,165.900,82.840,35.150,65.000,132.980,179.580,117.750,162.060,80.180
26.735,58.030,136.620,119.040,80.570,71.140,66.220,87.580,101.320,134.360,62.850,43.670,31.350,114.440,59.000,95.210,52.070,171.970,116.750,158.320,80.030,165.970,82.660,35.090,64.790,132.230,179.410,117.140,160.890,79.390
26.705,58.100,137.270,119.920,80.870,71.400,66.950,88.300,102.050,135.240,63.010,43.320,31.580,115.410,58.630,94.870,52.500,171.510,117.170,159.720,79.920,166.870,83.100,35.260,65.520,132.900,180.500,118.480,162.390,80.350
26.500,57.890,136.870,119.470,81.170,71.310,67.500,87.540,101.700,134.100,62.710,43.540,31.540,115.360,58.000,94.860,52.270,170.760,117.020,159.400,79.830,169.370,82.480,35.550,65.450,130.810,180.150,118.470,161.970,80.520
26.525,57.460,136.050,119.340,80.900,71.440,67.500,87.310,100.580,134.120,62.790,43.240,31.440,115.660,57.640,94.460,52.330,170.060,116.710,158.880,79.420,169.460,81.950,35.700,65.580,129.450,179.240,118.710,160.920,80.710
