AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
24.032,42.860,81.490,99.900,52.953,73.540,56.480,79.650,127.900,79.750,56.800,39.290,25.000,94.300,38.390,85.380,49.830,125.550,91.570,189.150,53.480,170.250,100.520,33.890,86.470,120.380,140.110,89.610,152.910,70.530
23.898,43.370,82.270,100.160,53.040,73.540,56.650,79.220,128.170,80.030,57.060,39.290,25.165,94.310,38.580,87.240,50.210,128.650,91.360,189.640,54.900,171.690,101.810,33.745,86.930,119.930,140.750,89.900,155.040,72.110
23.780,43.080,80.990,99.820,52.635,73.340,56.060,79.410,124.960,80.030,56.030,39.400,24.970,93.430,38.460,86.750,49.660,127.880,91.240,187.100,54.300,169.420,101.500,34.050,86.360,121.270,139.780,89.120,153.300,69.120
23.740,42.740,81.500,100.710,52.672,74.200,56.230,81.090,125.730,80.520,55.930,39.180,24.930,93.470,38.570,86.590,49.130,127.090,90.560,185.970,53.890,169.740,101.490,32.820,86.400,118.340,139.550,89.700,154.470,59.210
23.620,43.230,79.260,99.930,52.260,73.950,55.910,80.140,125.650,80.470,55.640,39.920,24.860,93.310,38.175,85.510,48.650,125.750,90.960,184.300,53.750,169.100,101.940,32.845,86.020,119.840,139.130,89.900,153.960,60.870
23.685,43.200,80.120,101.080,52.615,74.670,56.340,80.950,127.860,82.430,56.550,39.350,25.030,93.550,38.530,86.850,48.700,126.950,92.710,186.630,54.440,172.260,103.280,32.680,87.470,120.630,140.850,90.480,156.840,60.700
23.997,43.200,79.870,101.160,52.645,74.360,56.320,81.480,127.710,82.880,56.660,39.450,25.230,93.530,38.530,87.500,48.670,127.320,93.160,187.470,54.870,172.460,104.500,32.600,86.950,120.800,140.580,90.660,155.400,61.990
23.992,43.520,80.220,100.630,52.575,74.220,56.350,81.420,127.090,82.920,57.030,39.570,25.150,93.560,38.365,87.210,48.840,126.320,92.910,187.340,52.750,172.330,104.330,33.020,87.080,120.470,140.880,91.090,155.400,62.160
24.310,44.080,81.510,101.740,52.858,74.030,56.720,81.480,127.600,83.120,57.850,39.680,25.200,93.960,38.625,87.600,48.920,127.340,94.270,187.950,52.820,172.370,105.160,33.130,87.400,121.980,141.800,91.270,157.500,62.450
24.375,44.270,81.820,102.020,53.130,74.390,56.980,81.950,126.960,83.860,58.780,39.940,24.540,93.660,38.650,88.610,49.000,131.860,94.390,187.880,53.510,172.730,105.660,34.100,87.270,124.110,142.340,92.220,156.390,62.250
24.495,44.790,81.470,101.170,52.547,73.900,56.750,81.780,126.100,83.690,58.610,40.180,24.430,93.790,38.565,89.280,48.800,132.800,94.230,187.380,53.630,171.900,105.740,33.940,86.600,123.160,141.920,92.130,156.060,61.750
24.790,45.110,82.340,102.700,53.580,74.490,57.230,82.440,126.300,83.590,58.420,40.880,24.630,94.250,39.275,89.970,48.780,133.220,95.260,189.360,54.380,174.550,106.980,34.170,87.160,124.980,144.120,92.990,158.640,62.070
25.133,45.330,83.470,102.960,53.750,74.880,57.560,82.690,127.630,88.230,58.910,41.350,24.640,94.450,39.255,90.090,48.700,133.020,94.720,190.070,54.960,173.960,107.300,34.410,88.120,125.580,144.250,92.910,159.240,62.150
25.142,44.950,83.430,103.210,54.050,74.960,57.640,82.810,127.490,90.750,59.480,41.260,24.710,94.190,39.455,89.840,48.820,132.680,95.770,190.100,55.390,174.030,107.700,34.340,88.490,127.350,144.600,93.110,159.900,62.000
25.145,45.220,83.770,104.190,53.938,75.550,58.500,83.280,127.930,91.150,58.850,41.250,24.890,94.530,39.470,90.380,48.870,132.530,95.940,191.230,55.710,175.150,107.970,34.500,89.140,127.500,144.500,93.940,159.210,61.070
25.330,45.150,83.780,103.100,54.023,75.730,58.490,83.390,127.110,91.030,59.170,41.410,24.650,94.450,39.645,90.490,48.640,132.820,95.560,190.410,59.800,175.470,107.310,35.150,88.880,127.460,144.130,93.750,159.330,61.050
25.385,45.170,84.240,103.230,54.005,75.690,59.340,83.540,127.840,91.200,59.730,41.120,24.700,94.440,40.005,90.380,49.150,134.790,95.810,191.160,59.230,177.870,107.970,34.940,89.590,128.330,144.700,94.290,159.390,60.790
25.222,45.005,85.120,103.440,54.182,75.520,59.740,83.380,128.250,91.630,60.200,41.410,24.810,94.110,39.740,90.020,49.250,137.270,95.510,192.990,59.640,177.900,108.060,34.810,89.150,128.600,144.600,94.200,159.300,60.930
25.532,44.870,86.380,103.220,54.282,75.850,59.590,83.310,128.640,91.870,60.280,41.600,24.800,94.650,39.860,90.370,49.430,137.830,95.570,192.250,59.580,177.810,108.550,34.800,89.240,128.200,143.940,94.760,160.920,60.530
25.562,44.880,86.340,102.950,53.650,75.900,59.160,83.030,128.750,92.510,60.000,41.600,24.850,94.140,39.410,90.230,49.410,138.690,95.300,192.000,58.290,177.650,108.650,34.790,89.020,127.110,143.980,94.340,160.920,60.470
25.625,45.430,86.680,103.730,53.130,75.500,59.450,83.110,129.450,93.500,60.110,41.630,24.990,93.720,39.275,89.880,49.820,139.380,95.230,192.300,59.090,179.110,109.070,34.650,89.550,126.800,144.000,94.710,160.650,60.520
