AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
27.497,55.570,129.920,109.190,77.590,69.060,59.870,83.530,94.260,134.850,53.700,46.390,28.690,127.020,61.590,99.070,54.010,154.160,113.230,152.520,75.730,159.820,76.790,32.350,61.100,126.960,167.530,117.400,153.420,86.700
27.780,55.430,129.490,108.590,77.830,69.100,59.200,83.210,93.430,134.850,54.400,46.830,28.140,127.570,59.970,98.680,54.420,154.660,112.550,152.070,75.690,157.770,75.720,32.450,60.620,126.340,166.400,117.560,153.210,86.310
27.453,54.560,127.040,108.950,76.970,68.640,58.360,83.160,92.670,134.580,54.240,46.890,27.580,127.380,59.670,97.000,54.090,152.950,111.780,150.000,74.580,155.350,75.240,32.000,60.190,127.030,165.810,116.130,152.220,83.360
27.740,55.120,128.030,109.420,78.210,69.040,58.810,83.810,94.840,135.440,55.630,46.530,28.000,127.520,60.310,97.480,53.520,159.660,113.060,150.020,75.580,155.190,75.220,31.900,59.880,127.930,166.810,115.930,152.790,83.690
27.135,54.460,126.870,109.270,77.580,68.220,57.320,83.240,94.790,133.870,55.420,46.710,27.600,128.140,60.300,96.160,52.000,157.380,111.670,148.250,75.320,150.410,74.170,32.080,58.860,127.000,167.160,114.500,151.320,81.300
27.165,54.420,125.680,109.100,78.030,68.060,57.740,83.200,96.330,133.620,55.360,46.360,27.690,127.960,59.420,96.420,52.180,156.460,112.120,149.350,74.850,150.280,74.350,31.550,59.500,127.880,166.630,115.230,152.310,81.370
27.255,54.310,126.330,108.970,77.820,67.400,58.200,82.730,95.240,133.010,55.050,46.870,27.620,127.560,57.920,96.270,51.610,156.390,111.940,149.250,74.160,152.200,74.630,31.630,59.800,127.910,166.590,114.780,152.280,81.150
27.610,54.650,126.800,109.600,78.520,68.800,59.280,82.830,97.510,134.380,55.340,46.440,27.640,127.610,58.550,97.350,51.950,158.600,113.030,149.630,74.270,154.310,76.100,31.670,60.680,129.470,168.030,115.190,154.860,81.310
28.010,55.350,127.760,109.870,79.710,69.150,61.790,82.460,97.600,133.840,55.960,46.650,28.230,126.890,59.580,99.480,51.290,160.060,114.740,151.230,75.950,159.850,79.130,31.860,62.160,131.140,168.590,115.960,156.630,81.080
28.025,55.360,127.980,109.840,80.330,68.800,62.590,82.010,97.980,134.370,56.450,46.040,28.250,127.510,59.490,98.630,51.360,160.120,114.520,151.160,76.150,160.910,79.050,32.130,62.510,130.850,168.160,115.360,157.080,81.260
27.462,55.650,127.330,110.180,80.080,69.060,61.870,82.300,97.230,135.010,56.140,45.830,27.900,127.780,59.500,98.590,51.350,160.130,114.630,151.720,76.310,158.520,79.170,31.800,62.140,131.130,168.780,116.230,157.110,81.440
26.870,56.460,127.810,110.930,81.450,69.860,62.270,82.830,98.700,136.800,56.510,46.100,28.190,128.850,59.570,101.480,51.730,161.700,115.460,152.530,77.270,159.020,79.250,31.460,62.590,131.970,169.550,116.010,157.620,81.250
26.727,56.390,130.500,112.680,80.750,69.770,63.320,83.280,100.500,135.440,56.860,46.220,28.330,128.860,59.560,102.640,52.080,162.100,115.800,144.000,76.190,162.650,80.390,31.650,63.570,132.680,169.650,116.270,159.150,81.840
26.782,55.590,133.930,113.580,81.150,69.210,64.240,81.550,101.690,135.190,56.580,46.600,28.440,128.550,59.620,103.270,51.750,162.760,115.180,146.110,76.140,166.980,79.740,31.600,65.020,130.570,168.940,115.800,155.820,81.130
26.492,55.780,132.960,113.570,80.790,68.470,63.600,80.800,101.400,134.600,56.600,44.370,28.240,125.790,60.080,102.910,50.030,164.350,114.920,149.300,77.150,165.320,78.660,32.000,65.610,130.740,168.660,108.790,155.940,80.560
26.420,51.780,134.130,113.320,79.110,68.720,63.970,80.950,102.010,135.660,56.740,43.660,28.150,125.500,59.430,103.770,50.550,163.190,114.170,148.500,76.480,166.750,78.320,31.970,65.930,131.050,168.660,110.840,157.830,80.140
26.270,52.110,133.780,113.510,78.140,69.470,63.600,81.410,101.510,135.650,56.220,44.540,28.230,127.460,59.210,104.570,50.760,163.460,113.250,148.810,76.510,165.090,76.790,31.640,65.700,130.750,168.380,110.340,157.620,80.390
26.087,51.440,134.240,112.910,78.530,69.300,63.930,79.550,102.290,135.340,56.040,44.710,28.450,127.710,59.540,104.890,50.440,162.850,114.800,149.080,76.210,165.840,77.650,31.390,66.200,133.240,166.180,109.970,161.010,81.310
24.455,50.940,132.800,112.770,78.760,69.420,64.110,79.890,103.850,135.750,56.310,44.530,28.640,128.300,59.270,105.280,51.690,161.000,115.440,150.470,75.690,166.920,78.680,31.400,66.230,137.080,167.760,109.530,160.800,81.560
23.707,49.900,132.070,112.480,77.680,68.910,63.600,79.760,102.400,132.730,55.740,44.680,27.960,127.920,58.540,104.030,51.020,160.560,114.620,147.070,75.380,164.290,77.750,31.750,65.840,134.800,167.000,109.130,160.260,80.345
23.435,49.870,131.680,112.080,77.240,66.870,63.200,80.120,102.180,133.890,54.840,44.630,27.490,126.490,58.940,103.260,50.940,158.300,114.270,145.940,75.800,164.110,77.720,31.110,65.430,134.800,167.380,109.900,157.830,79.280
