7203.T,6758.T,9432.T,8306.T,9984.T,9433.T,9983.T,4568.T,8035.T,4063.T,6501.T,6367.T,8058.T,8316.T,8001.T,4502.T,4519.T,8031.T,6902.T,8766.T,7267.T,2914.T,3382.T,8411.T,6954.T,4503.T,6702.T,5108.T,7733.T,9022.T
1127.800,1810.000,1444.000,554.000,3858.500,1871.000,32100,575.667,5865,5929,3735.000,6063,1859.000,4181.000,1158.000,4653.000,890.000,1462.000,4676.000,1025.667,3434.000,3318.000,4075.000,2040.000,18110,1156.000,6380,3682.000,801.250,12790
1126.200,1800.000,1439.000,566.000,3909.500,1881.000,32040,566.667,5807,5995,3760.000,6035,1860.000,4208.000,1165.000,4641.000,895.000,1463.000,4628.000,1027.000,3472.000,3340.000,4051.000,2040.000,17940,1181.000,6590,3698.000,792.500,12765
1126.200,1800.000,1439.000,566.000,3909.500,1881.000,32040,566.667,5807,5995,3760.000,6035,1860.000,4208.000,1165.000,4641.000,895.000,1463.000,4628.000,1027.000,3472.000,3340.000,4051.000,2040.000,17940,1181.000,6590,3698.000,792.500,12765
1126.200,1800.000,1439.000,566.000,3909.500,1881.000,32040,566.667,5807,5995,3760.000,6035,1860.000,4208.000,1165.000,4641.000,895.000,1463.000,4628.000,1027.000,3472.000,3340.000,4051.000,2040.000,17940,1181.000,6590,3698.000,792.500,12765
1102.200,1760.000,1413.000,548.000,3710.000,1830.333,30950,558.333,5773,5881,3610.000,5773,1819.000,4020.000,1143.000,4556.000,874.667,1463.000,4435.000,976.000,3371.000,3371.000,3963.000,2000.000,17265,1145.000,6490,3608.000,765.000,12285
1105.600,1766.000,1428.000,557.000,3649.500,1877.333,31565,567.000,5918,5964,3640.000,5835,1938.000,4086.000,1151.000,4637.000,886.000,1516.000,4451.000,992.333,3354.000,3386.000,3989.000,2000.000,17150,1175.000,6510,3636.000,775.000,12320
1112.200,1764.000,1443.500,561.000,3638.000,1895.667,31470,568.000,6037,5909,3680.000,5878,1947.000,4104.000,1149.000,4552.000,886.333,1542.000,4428.000,998.000,3337.000,3391.000,4017.000,2010.000,17115,1199.000,6570,3700.000,760.000,12470
1102.800,1754.000,1429.250,563.000,3580.500,1895.333,31580,564.333,6001,5885,3655.000,5897,1961.000,4119.000,1141.000,4557.000,878.000,1528.000,4297.000,994.333,3311.000,3400.000,3994.000,1990.000,17070,1186.000,6490,3536.000,796.250,12450
1130.000,1786.000,1437.750,578.000,3639.500,1935.000,32680,571.333,6083,6012,3550.000,5984,1974.000,4214.000,1166.000,4564.000,892.000,1551.000,4397.000,1022.000,3427.000,3452.000,4030.000,2030.000,17310,1213.000,6600,3473.000,798.750,12720
1136.000,1805.000,1469.750,574.000,3617.000,1860.333,32445,569.333,6009,6008,3545.000,5981,1989.000,4185.000,1192.000,4565.000,897.000,1570.000,4487.000,1029.333,3445.000,3442.000,4054.000,2040.000,17245,1225.000,6620,3528.000,808.750,12800
1127.000,1695.000,1477.000,580.000,3575.000,1863.333,31855,569.333,5927,5968,3515.000,5888,1988.000,4059.000,1197.000,4540.000,891.000,1565.000,4451.000,1016.333,3389.000,3396.000,3950.000,2040.000,17235,1227.000,6560,3544.000,793.750,12730
1104.400,1646.000,1442.500,563.000,3447.500,1798.000,31710,565.000,5873,5995,3455.000,5726,1979.000,3944.000,1174.000,4518.000,877.667,1568.000,4448.000,982.667,3358.000,3299.000,3861.000,2010.000,16940,1188.000,6490,3488.000,771.250,12455
1091.800,1627.000,1441.750,553.000,3383.000,1783.333,31395,559.333,6187,5949,3335.000,5630,1962.000,3909.000,1172.000,4491.000,889.000,1536.000,4338.000,973.667,3378.000,3279.000,3914.000,1990.000,16915,1201.000,6300,3405.000,761.250,12560
1093.600,1625.000,1443.250,547.000,3398.000,1813.667,31790,562.667,6191,5954,3350.000,5639,1965.000,3868.000,1161.000,4488.000,898.333,1517.000,4315.000,979.667,3402.000,3238.000,3963.000,1980.000,16855,1225.000,6490,3386.000,756.250,12755
1084.000,1614.000,1457.750,549.000,3412.000,1835.333,31450,564.667,6118,5959,3355.000,5599,1978.000,3839.000,1157.000,4466.000,911.667,1513.000,4270.000,983.667,3407.000,3232.000,3942.000,1950.000,16940,1231.000,6550,3399.000,768.750,12850
1105.200,1645.000,1469.250,557.000,3502.000,1880.333,32550,576.000,6213,6080,3440.000,5759,1992.000,3905.000,1186.000,4521.000,923.667,1534.000,4325.000,1012.333,3473.000,3319.000,3991.000,1960.000,17140,1264.000,6630,3447.000,780.000,12980
1111.400,1632.000,1492.750,570.000,3485.000,1922.667,32990,578.333,6201,6058,3430.000,5901,2004.000,3954.000,1197.000,4594.000,934.667,1546.000,4540.000,1029.667,3502.000,3342.000,4096.000,1950.000,17405,1288.000,6720,3499.000,795.000,13025
1119.800,1683.000,1501.000,579.000,3559.000,1929.000,33555,580.333,6275,6098,3455.000,5967,2018.000,4023.000,1213.000,4589.000,940.000,1565.000,4670.000,1026.000,3565.000,3372.000,4123.000,1990.000,17525,1303.000,6920,3575.000,808.750,13130
1117.000,1685.000,1484.750,577.000,3572.000,1927.000,33825,580.000,6276,6129,3455.000,6017,2024.000,4075.000,1213.000,4596.000,942.000,1572.000,4642.000,1029.000,3569.000,3387.000,4107.000,1970.000,17690,1300.000,6900,3589.000,826.250,13250
1122.600,1654.000,1505.000,573.000,3596.000,1960.333,34040,583.000,6299,6108,3435.000,6029,2014.000,4094.000,1209.000,4622.000,947.000,1587.000,4691.000,1041.667,3526.000,3409.000,4096.000,1970.000,17540,1296.000,6990,3583.000,812.500,13320
1132.600,1636.000,1496.000,577.000,3617.000,1976.333,34015,580.667,6236,6063,3400.000,6057,2013.000,4102.000,1208.000,4622.000,933.333,1556.000,4713.000,1053.000,3534.000,3441.000,4082.000,1980.000,17480,1294.000,7020,3614.000,816.250,13475
1152.200,1627.000,1510.500,573.000,3672.500,2017.667,33590,574.667,6113,6049,3420.000,6065,2009.000,4105.000,1203.000,4607.000,907.333,1542.000,4663.000,1072.000,3563.000,3444.000,4068.000,1980.000,17320,1304.000,6890,3676.000,818.750,13480
