7203.T,6758.T,9432.T,8306.T,9984.T,9433.T,9983.T,4568.T,8035.T,4063.T,6501.T,6367.T,8058.T,8316.T,8001.T,4502.T,4519.T,8031.T,6902.T,8766.T,7267.T,2914.T,3382.T,8411.T,6954.T,4503.T,6702.T,5108.T,7733.T,9022.T
1088.400,2666.500,2446.500,504.100,2914.000,3149.000,27945,846.167,7105,6123,2437.500,8758,1779.500,3280.000,1354.500,5104.000,1211.667,1315.000,3912.000,1210.667,2873.500,4467.000,4435.000,1628.000,16045,1445.500,3841,3964.000,1051.250,18850
1088.400,2666.500,2446.500,504.100,2914.000,3149.000,27945,846.167,7105,6123,2437.500,8758,1779.500,3280.000,1354.500,5104.000,1211.667,1315.000,3912.000,1210.667,2873.500,4467.000,4435.000,1628.000,16045,1445.500,3841,3964.000,1051.250,18850
1088.400,2666.500,2446.500,504.100,2914.000,3149.000,27945,846.167,7105,6123,2437.500,8758,1779.500,3280.000,1354.500,5104.000,1211.667,1315.000,3912.000,1210.667,2873.500,4467.000,4435.000,1628.000,16045,1445.500,3841,3964.000,1051.250,18850
1088.400,2666.500,2446.500,504.100,2914.000,3149.000,27945,846.167,7105,6123,2437.500,8758,1779.500,3280.000,1354.500,5104.000,1211.667,1315.000,3912.000,1210.667,2873.500,4467.000,4435.000,1628.000,16045,1445.500,3841,3964.000,1051.250,18850
1095.600,2563.500,2454.000,492.700,2859.000,3191.000,28020,862.167,7115,6066,2413.500,8677,1764.000,3258.000,1344.000,5131.000,1210.000,1303.000,3998.000,1199.667,2951.000,4481.000,4500.000,1606.000,15845,1450.000,3809,3995.000,1002.500,19145
1110.800,2603.500,2445.500,495.800,2897.000,3148.000,28610,880.000,7146,6061,2418.500,8622,1767.000,3276.000,1378.000,5207.000,1196.667,1309.500,3999.000,1191.000,2997.000,4523.000,4720.000,1612.000,16000,1443.000,3851,4013.000,998.750,19255
1135.400,2681.500,2516.500,508.800,2996.000,3274.000,28895,913.000,7150,6215,2401.000,8822,1798.000,3358.000,1382.000,5289.000,1226.667,1284.500,4122.000,1237.667,3045.000,4593.000,4763.000,1658.000,16200,1478.500,3884,4138.000,1043.750,19450
1126.800,2730.000,2565.500,507.000,3052.000,3346.000,28750,908.333,7275,6253,2377.500,9018,1820.000,3329.000,1380.000,5030.000,1233.333,1295.500,4081.000,1232.667,3040.000,4572.000,4709.000,1658.000,16205,1456.500,3899,4113.000,1040.000,19190
1110.600,2850.000,2556.500,510.100,3031.500,3407.000,29020,853.833,7300,6238,2424.000,9224,1858.500,3360.000,1398.500,5011.000,1221.667,1292.500,4058.000,1224.000,3022.000,4560.000,4736.000,1670.000,16275,1475.000,3899,3873.000,1067.500,19240
1090.800,2897.000,2496.000,498.900,2919.000,3299.000,28500,849.667,7255,6173,2380.500,9085,1822.500,3298.000,1359.500,4872.000,1216.667,1278.500,3996.000,1206.667,2956.500,4511.000,4699.000,1641.000,15965,1466.000,3810,3754.000,1042.500,18960
1093.400,2860.000,2516.000,497.500,2910.500,3301.000,28150,849.000,7390,6238,2468.000,9220,1835.500,3289.000,1368.500,4787.000,1216.667,1276.000,4037.000,1221.667,2945.000,4480.000,4718.000,1629.000,16215,1466.000,3829,3687.000,1062.500,18940
1106.600,2863.500,2440.000,504.100,2964.000,3185.000,28660,873.833,7440,6312,2494.500,9300,1867.000,3332.000,1383.500,4796.000,1240.000,1296.000,4107.000,1228.333,2975.000,4514.000,4759.000,1642.000,16385,1500.000,3891,3705.000,1080.000,19335
1107.400,2944.000,2379.500,525.500,3005.000,3117.000,28585,877.500,7557,6317,2540.000,9170,1920.000,3446.000,1404.000,4734.000,1240.000,1321.000,4077.000,1236.667,2938.000,4499.000,4749.000,1686.000,16265,1503.500,3945,3710.000,1072.500,19465
1098.800,2882.500,2380.000,529.800,2996.500,3138.000,28475,880.667,7658,6297,2480.000,9208,1888.000,3449.000,1390.000,4711.000,1270.000,1302.000,4107.000,1241.000,2949.500,4489.000,4709.000,1686.000,16265,1489.500,3972,3744.000,1088.750,19360
