7203.T,6758.T,9432.T,8306.T,9984.T,9433.T,9983.T,4568.T,8035.T,4063.T,6501.T,6367.T,8058.T,8316.T,8001.T,4502.T,4519.T,8031.T,6902.T,8766.T,7267.T,2914.T,3382.T,8411.T,6954.T,4503.T,6702.T,5108.T,7733.T,9022.T
1266.200,6228.000,2486.000,399.800,3675.000,3043.000,41950,2333.667,19560,10190,3075.000,12770,2193.500,2595.500,2140.000,3225.000,4030.000,1444.500,3365.000,1590.333,2296.500,1974.500,3463.000,1208.000,13690,1606.500,9459,3172.000,1463.500,16790
1257.400,6322.000,2457.500,391.500,3768.000,3040.000,40940,2287.000,19430,10070,2957.500,12540,2133.500,2558.500,2069.500,3142.000,4025.000,1431.500,3280.000,1610.000,2222.500,1928.000,3516.000,1170.000,13930,1590.000,9560,3117.000,1460.000,16445
1239.000,6260.000,2503.000,386.800,3732.000,3099.000,41570,2256.333,19605,9850,2935.500,12900,2139.000,2550.000,2071.500,3168.000,4140.000,1436.500,3253.000,1635.333,2135.500,1911.500,3520.000,1171.000,13920,1612.000,9302,3094.000,1424.000,16335
1316.000,6550.000,2646.000,403.400,4016.000,3278.000,42500,2350.000,20915,10665,3064.000,13175,2195.000,2632.500,2102.500,3342.000,4290.000,1488.500,3492.000,1674.333,2293.500,1970.000,3688.000,1203.000,14200,1683.500,9635,3165.000,1531.000,16895
1323.600,6690.000,2594.500,415.600,4129.000,3251.000,43100,2357.333,22105,11165,3138.000,13720,2235.000,2724.000,2139.000,3471.000,4340.000,1504.000,3643.000,1669.000,2355.500,1990.500,3581.000,1240.000,14365,1657.000,9943,3286.000,1557.500,17545
1350.600,6702.000,2657.000,407.000,4139.000,3144.000,46420,2510.000,22620,11375,3150.000,13995,2231.500,2696.000,2155.500,3487.000,4553.333,1518.000,3702.000,1699.333,2424.500,1996.500,3544.000,1233.000,14580,1699.500,10150,3358.000,1646.500,18350
1336.000,6711.000,2568.000,408.000,4183.000,3104.000,46950,2476.333,22940,11255,3167.000,13905,2216.000,2727.000,2168.000,3480.000,4511.667,1515.500,3746.000,1695.000,2418.500,1968.000,3473.000,1226.000,14995,1680.000,10190,3370.000,1627.500,17725
1327.000,6670.000,2562.500,426.000,4347.000,3128.000,48190,2516.667,22645,11470,3128.000,13915,2234.500,2836.500,2166.500,3562.000,4566.667,1516.500,3772.000,1707.000,2412.500,1990.000,3450.000,1270.000,15045,1728.500,10185,3327.000,1621.500,17825
1305.000,6507.000,2562.500,420.800,4200.000,3100.000,46350,2477.333,21790,11125,3079.000,13690,2185.500,2781.500,2089.000,3608.000,4521.667,1481.000,3676.000,1708.000,2336.500,1961.000,3472.000,1246.000,14595,1723.000,10040,3255.000,1569.000,17475
1350.000,6616.000,2560.000,427.900,4420.000,3148.000,48790,2501.667,22655,11530,3161.000,13935,2244.000,2833.000,2118.000,3631.000,4635.000,1517.000,3742.000,1716.667,2390.500,1974.000,3665.000,1276.000,15145,1769.500,10295,3295.000,1665.500,17810
