7203.T,6758.T,9432.T,8306.T,9984.T,9433.T,9983.T,4568.T,8035.T,4063.T,6501.T,6367.T,8058.T,8316.T,8001.T,4502.T,4519.T,8031.T,6902.T,8766.T,7267.T,2914.T,3382.T,8411.T,6954.T,4503.T,6702.T,5108.T,7733.T,9022.T
1663.000,3628.500,2030.250,842.200,3740.000,2856.500,47590,698.333,6590,7389,4094.000,8111,2589.000,5165.000,1500.000,6193.000,1236.667,1674.500,6010.000,1624.833,4099.500,4362.500,5145.000,2263.000,26560,1875.000,6510,5006.000,1080.000,21290
1663.000,3628.500,2030.250,842.200,3740.000,2856.500,47590,698.333,6590,7389,4094.000,8111,2589.000,5165.000,1500.000,6193.000,1236.667,1674.500,6010.000,1624.833,4099.500,4362.500,5145.000,2263.000,26560,1875.000,6510,5006.000,1080.000,21290
1663.000,3628.500,2030.250,842.200,3740.000,2856.500,47590,698.333,6590,7389,4094.000,8111,2589.000,5165.000,1500.000,6193.000,1236.667,1674.500,6010.000,1624.833,4099.500,4362.500,5145.000,2263.000,26560,1875.000,6510,5006.000,1080.000,21290
1663.000,3628.500,2030.250,842.200,3740.000,2856.500,47590,698.333,6590,7389,4094.000,8111,2589.000,5165.000,1500.000,6193.000,1236.667,1674.500,6010.000,1624.833,4099.500,4362.500,5145.000,2263.000,26560,1875.000,6510,5006.000,1080.000,21290
1642.800,3609.500,2030.250,836.400,3614.500,2847.000,47105,691.500,6584,7410,4076.500,7930,2561.500,5121.000,1489.500,6171.000,1228.333,1661.000,5971.000,1643.833,4089.000,4257.000,5159.000,2266.000,25625,1825.000,6633,4898.000,1062.500,21140
1655.800,3623.000,2031.750,882.800,3677.000,2821.500,47120,685.000,6739,7488,4114.500,7986,2562.000,5357.000,1488.500,6113.000,1230.000,1684.000,5926.000,1662.000,4183.500,4240.000,5121.000,2341.000,25050,1832.000,6781,4898.000,1055.000,21355
1647.000,3727.000,2042.500,872.000,3700.000,2868.500,48450,693.833,7082,7459,4121.500,8035,2643.000,5380.000,1541.500,6207.000,1250.000,1694.500,5999.000,1665.333,4210.500,4268.000,5146.000,2335.000,25475,1813.000,6702,4911.500,1021.250,21330
1656.800,3833.000,2040.250,864.700,3674.500,2856.000,48335,693.833,7228,7291,4123.500,7974,2683.000,5400.000,1556.000,6220.000,1255.000,1692.000,6078.000,1662.167,4171.000,4302.500,5169.000,2353.000,25800,1755.500,6891,4749.500,1055.000,21425
1639.200,3881.000,2025.750,865.200,3665.000,2786.500,49515,700.000,7307,7372,4159.000,8361,2693.000,5258.000,1569.000,6215.000,1250.000,1703.000,6214.000,1641.333,4191.000,4334.000,5205.000,2347.000,26245,1755.000,6899,4650.500,1065.000,21250
1635.800,3816.000,2000.500,844.000,3630.000,2688.000,48275,728.000,7301,7247,4191.500,8654,2681.000,5110.000,1564.500,6170.000,1243.333,1690.000,6211.000,1632.667,4188.000,4380.000,5083.000,2297.000,25885,1719.000,6744,4632.500,1058.750,20395
1659.200,3892.000,2068.500,871.900,3623.000,2746.500,48565,738.167,7198,7387,4199.000,8626,2674.000,5140.000,1544.500,6226.000,1253.333,1698.000,6254.000,1652.833,4178.000,4370.500,5244.000,2346.000,25970,1760.000,6803,4641.000,1056.250,20970
1670.400,3900.000,2102.500,911.800,3660.000,2819.000,49035,758.833,7232,7390,4263.000,8871,2739.500,5322.000,1580.500,6067.000,1278.333,1717.000,6364.000,1700.000,4236.500,4458.500,5285.000,2457.000,25450,1775.000,6796,4703.000,1055.000,21215
1672.800,3957.000,2104.250,899.100,3635.000,2834.000,50010,769.667,7285,7415,4250.000,8855,2738.500,5313.000,1581.000,6047.000,1295.000,1718.000,6270.000,1710.667,4180.500,4532.500,5271.000,2464.000,25665,1785.000,6696,4722.500,1050.000,21635
1681.000,3906.500,2128.750,898.700,3623.500,2859.500,50200,785.500,7399,7485,4236.500,8924,2712.000,5345.000,1602.500,5998.000,1298.333,1709.000,6413.000,1646.667,4183.500,4548.000,5244.000,2461.000,25805,1819.000,6700,4825.000,1068.750,22035
1684.600,3853.500,2167.500,906.800,3607.500,2828.500,50100,785.167,7327,7530,4243.500,9056,2737.000,5405.000,1617.500,6004.000,1278.333,1710.500,6360.000,1640.667,4155.000,4639.000,5215.000,2488.000,26055,1821.500,6694,4798.500,1063.750,21935
1669.200,3842.000,2178.750,899.500,3676.000,2854.500,50300,778.333,7508,7557,4250.000,9275,2766.000,5395.000,1660.000,5975.000,1270.000,1714.000,6313.000,1634.167,4124.000,4650.500,5214.000,2484.000,25935,1821.000,6636,4857.000,1053.750,21860
1691.800,3929.500,2181.750,905.400,3702.000,2870.500,50670,788.333,7541,7581,4230.500,9468,2806.000,5446.000,1686.000,6004.000,1283.333,1720.000,6373.000,1667.667,4180.500,4700.500,5247.000,2511.000,26040,1817.500,6740,4868.500,1042.500,22070
1690.200,3908.000,2175.250,900.800,3703.500,2873.500,50880,777.167,7682,7582,4176.500,9390,2825.000,5445.000,1729.500,6011.000,1271.667,1738.000,6336.000,1684.333,4184.000,4694.000,5193.000,2500.000,26105,1815.000,7005,4909.000,1043.750,22025
1699.200,3828.500,2139.250,896.600,3702.000,2842.500,50930,773.333,7681,7559,4226.000,9442,2811.000,5522.000,1697.500,5953.000,1263.333,1744.500,6410.000,1685.667,4210.500,4651.500,5221.000,2560.000,26690,1816.000,6895,5001.000,1051.250,21810
1727.400,3837.000,2123.750,917.300,3682.000,2819.000,50970,782.667,7847,7680,4241.500,9631,2789.000,5675.000,1673.000,6048.000,1275.000,1750.500,6478.000,1743.667,4281.000,4597.500,5200.000,2711.000,27020,1820.000,6816,5133.000,1055.000,21900
1720.800,3862.000,2167.250,921.200,3723.500,2811.000,51300,782.167,7947,7598,4250.000,9541,2787.000,5670.000,1680.000,6040.000,1240.000,1745.500,6511.000,1714.667,4261.000,4540.000,5157.000,2746.000,27540,1812.000,6970,5176.000,1061.250,21625
