RY.TO,TD.TO,CNR.TO,ENB.TO,CP.TO,BAM-A.TO,CNQ.TO,BMO.TO,BNS.TO,TRI.TO,ATD.TO,BCE.TO,NTR.TO,TRP.TO,SU.TO,CM.TO,CVE.TO,WCN.TO,MFC.TO,CSU.TO,IMO.TO,T.TO,ABX.TO,L.TO,FNV.TO,SLF.TO,IFC.TO,RCI-B.TO,NA.TO,AEM.TO
127.300,87.670,160.840,52.920,100.950,42.580,75.190,122.660,66.340,160.235,59.500,59.490,98.850,53.980,42.950,54.770,26.270,179.480,24.150,2113.960,65.950,26.130,23.210,119.720,184.570,62.850,194.910,63.370,91.230,70.360
128.030,87.670,162.880,53.330,102.360,43.160,71.290,124.460,65.190,163.565,60.140,60.230,97.900,53.300,41.280,55.400,24.950,180.030,24.350,2129.320,63.300,26.320,24.370,120.330,188.830,63.440,195.780,64.040,91.680,73.200
129.170,88.810,163.050,53.620,103.360,44.370,70.470,126.220,66.410,164.935,60.080,60.530,97.010,53.070,40.180,55.980,24.430,178.650,24.630,2165.400,62.110,26.640,25.450,119.500,191.390,64.050,196.770,64.370,93.040,74.810
128.790,86.410,160.520,53.790,101.210,43.580,70.620,125.990,66.520,161.688,60.820,60.790,101.190,52.330,41.130,55.850,24.980,174.650,24.440,2159.480,63.300,26.610,25.500,118.360,189.850,63.320,196.510,63.840,92.650,74.050
130.430,86.370,164.440,54.460,104.220,44.740,73.290,127.870,67.190,162.756,61.870,61.620,103.980,54.240,42.160,56.560,25.370,178.490,24.680,2194.140,64.900,27.020,25.620,120.210,187.940,63.770,199.810,63.980,93.970,74.320
131.400,86.100,164.810,54.880,104.030,45.370,73.880,127.720,67.290,161.387,62.080,61.370,102.910,54.790,42.190,56.820,25.460,177.160,24.650,2220.700,64.150,26.960,25.410,120.060,190.110,63.130,197.860,63.840,94.250,73.240
132.900,86.000,163.140,55.040,102.640,45.220,74.370,127.650,67.610,161.211,62.570,61.450,99.800,54.770,41.660,56.930,25.160,176.140,24.770,2242.560,64.180,26.990,26.060,119.090,193.340,62.940,199.190,63.390,95.250,74.170
132.770,86.460,164.330,55.480,103.800,46.460,74.760,129.020,67.740,162.642,62.110,61.180,99.470,55.810,42.130,57.270,24.790,177.420,25.190,2223.310,63.650,27.210,25.800,117.750,193.630,63.960,196.990,64.070,97.110,73.260
133.450,88.200,164.550,56.050,104.180,46.960,76.090,130.000,68.560,161.636,62.280,62.040,101.980,56.470,43.160,57.850,25.830,171.010,25.330,2255.190,64.490,27.830,25.990,116.120,196.920,64.670,196.930,64.100,97.790,73.820
134.280,88.840,165.640,55.920,105.960,47.650,76.820,131.180,69.190,163.669,62.980,62.480,100.660,57.310,43.420,58.500,25.880,174.790,25.390,2262.490,65.770,28.150,26.300,115.820,196.480,64.720,199.380,64.700,98.110,74.920
134.690,89.100,165.990,55.760,105.530,48.060,76.800,131.750,69.580,164.281,63.320,63.050,100.660,57.410,43.550,58.580,25.750,176.140,25.390,2270.500,65.800,28.290,26.100,118.090,194.720,64.790,199.200,65.070,97.660,74.890
135.300,89.950,166.650,55.830,107.390,47.780,78.250,132.010,69.650,164.240,63.070,62.930,102.130,57.680,44.040,58.890,25.660,176.260,25.460,2275.100,66.500,28.550,25.120,118.260,190.270,64.990,198.640,65.370,97.950,73.060
134.570,89.030,165.850,55.620,105.730,48.080,78.630,131.330,69.220,164.043,62.960,62.540,104.450,57.730,43.700,58.390,25.010,173.150,25.240,2294.780,66.070,28.380,24.850,117.330,193.980,64.640,198.960,64.980,97.670,73.400
134.470,88.570,163.800,55.740,104.810,48.010,80.070,131.360,68.960,163.472,62.930,62.160,102.680,57.910,44.590,57.980,25.380,171.510,25.130,2275.110,68.340,28.230,25.220,117.740,196.960,64.650,196.910,64.770,97.330,74.760
