7203.T,6758.T,9432.T,8306.T,9984.T,9433.T,9983.T,4568.T,8035.T,4063.T,6501.T,6367.T,8058.T,8316.T,8001.T,4502.T,4519.T,8031.T,6902.T,8766.T,7267.T,2914.T,3382.T,8411.T,6954.T,4503.T,6702.T,5108.T,7733.T,9022.T
1256.800,3300.000,2285.500,574.000,3433.500,3074.000,35940,805.333,9448,7454,2472.000,9645,2163.500,3675.000,1244.500,4664.000,1091.667,1372.500,4313.000,1339.000,3204.000,4033.000,4490.000,1814.000,17415,1602.000,5270,3582.000,860.000,16965
1253.200,3350.000,2335.500,575.500,3434.500,3118.000,35700,806.000,9468,7405,2481.000,9597,2146.500,3697.000,1247.500,4710.000,1131.667,1362.000,4308.000,1379.333,3185.000,4106.000,4454.000,1813.000,17325,1629.000,5280,3580.000,857.500,17140
1252.800,3401.000,2341.500,567.100,3469.000,3127.000,37120,813.333,9273,7371,2506.500,9523,2219.500,3669.000,1263.000,4756.000,1151.667,1389.000,4315.000,1385.000,3177.000,4100.000,4488.000,1821.000,17435,1608.500,5356,3603.000,843.750,17145
1247.000,3435.000,2376.500,567.200,3449.000,3166.000,36860,817.000,9287,7396,2519.500,9600,2200.500,3716.000,1275.500,4734.000,1136.667,1388.000,4312.000,1400.667,3179.000,4107.000,4522.000,1837.000,17355,1580.000,5363,3607.000,846.250,17120
1236.800,3437.000,2375.000,551.300,3442.000,3183.000,36390,809.167,9298,7501,2495.000,9583,2197.000,3648.000,1278.000,4708.000,1136.667,1379.500,4233.000,1374.333,3169.000,4045.000,4496.000,1808.000,17310,1598.000,5322,3581.000,852.500,17165
1238.000,3411.000,2359.000,544.000,3422.500,3129.000,36410,793.333,9282,7245,2459.500,9426,2207.500,3600.000,1279.000,4680.000,1143.333,1382.500,4293.000,1364.333,3167.000,3985.000,4481.000,1795.000,17135,1586.000,5291,3589.000,858.750,17405
1234.200,3389.000,2314.500,546.200,3449.500,3097.000,36330,799.167,9205,7240,2449.500,9494,2216.000,3592.000,1275.000,4710.000,1141.667,1394.500,4330.000,1346.333,3136.000,3966.000,4460.000,1801.000,17250,1578.000,5332,3606.000,882.500,17185
1218.600,3287.000,2295.500,532.300,3345.500,3074.000,35470,784.667,9071,7046,2389.000,9297,2176.000,3520.000,1256.000,4668.000,1141.667,1369.000,4279.000,1314.667,3090.000,3950.000,4416.000,1780.000,16735,1569.000,5281,3541.000,865.000,17125
1221.800,3337.000,2287.500,524.100,3293.500,3074.000,35750,793.167,9100,7082,2386.500,9279,2139.500,3443.000,1251.000,4713.000,1155.000,1378.000,4254.000,1293.667,3111.000,3993.000,4398.000,1751.000,16965,1591.000,5281,3587.000,870.000,17105
1210.000,3319.000,2273.000,507.500,3250.500,3050.000,35080,788.667,9123,6999,2365.000,9265,2098.500,3409.000,1232.500,4640.000,1140.000,1354.000,4222.000,1314.667,3071.000,3970.000,4366.000,1733.000,16910,1594.000,5224,3570.000,861.250,17165
