7203.T,6758.T,9432.T,8306.T,9984.T,9433.T,9983.T,4568.T,8035.T,4063.T,6501.T,6367.T,8058.T,8316.T,8001.T,4502.T,4519.T,8031.T,6902.T,8766.T,7267.T,2914.T,3382.T,8411.T,6954.T,4503.T,6702.T,5108.T,7733.T,9022.T
1938.000,10940.000,2880.000,599.900,7726.000,3451.000,83830,2394.500,47940,18825,6347.000,20920,3005.000,3839.000,3201.000,3738.000,4383.000,2476.500,7583.000,1704.333,3561.000,2115.000,5217.000,1587.500,26830,1916.500,20480,5048.000,2172.000,16930
1964.000,11340.000,2880.500,607.100,7812.000,3444.000,83080,2382.000,46930,18855,6480.000,20970,3059.000,3885.000,3239.000,3753.000,4400.000,2517.000,7633.000,1722.000,3610.000,2125.500,5197.000,1603.500,26910,1924.000,20845,5170.000,2153.000,17030
1954.400,11240.000,2862.000,600.900,7391.000,3420.000,81500,2346.000,46930,18850,6556.000,20740,3059.000,3845.000,3208.000,3712.000,4331.000,2535.000,7559.000,1709.000,3591.000,2104.000,5197.000,1583.500,26960,1921.000,21255,5092.000,2152.000,17220
1958.800,11240.000,2860.000,603.800,7465.000,3420.000,81870,2323.500,46930,18825,6536.000,21275,3098.000,3873.000,3222.000,3698.000,4278.000,2610.500,7619.000,1705.667,3596.000,2111.000,5232.000,1590.500,27065,1904.500,20990,5125.000,2200.500,17600
1946.800,11125.000,2836.000,591.800,7419.000,3413.000,80960,2280.000,46740,18210,6445.000,21175,3053.000,3802.000,3197.000,3685.000,4225.000,2528.500,7467.000,1684.000,3560.000,2088.500,5175.000,1560.500,26805,1887.000,20925,5038.000,2180.500,17305
1935.000,10975.000,2844.000,586.700,7380.000,3466.000,79900,2271.000,45670,18015,6479.000,21950,3066.000,3749.000,3188.000,3650.000,4215.000,2528.000,7399.000,1698.000,3471.000,2080.500,5124.000,1559.500,26585,1865.500,20850,5004.000,2191.000,17165
1930.000,11055.000,2849.500,586.800,7327.000,3450.000,79680,2237.500,45840,17690,6558.000,21300,3063.000,3716.000,3184.000,3644.000,4124.000,2519.500,7397.000,1692.667,3448.000,2090.500,5018.000,1560.000,25830,1871.000,21080,4956.000,2200.000,17325
1963.000,11485.000,2882.000,593.100,7540.000,3492.000,80610,2309.000,46710,18310,6729.000,22025,3104.000,3769.000,3245.000,3698.000,4238.000,2562.500,7519.000,1713.000,3565.000,2120.000,5088.000,1586.500,27535,1918.500,21165,4960.000,2226.000,17185
1973.000,11565.000,2912.000,602.000,7635.000,3515.000,80840,2339.500,46400,18330,6826.000,22170,3133.000,3813.000,3278.000,3725.000,4256.000,2591.500,7571.000,1741.333,3587.000,2156.000,5152.000,1607.500,28075,1922.000,21140,4988.000,2264.000,17005
1973.800,11605.000,2903.000,596.800,7626.000,3530.000,80490,2326.000,46380,18025,6620.000,22260,3115.000,3780.000,3277.000,3790.000,4220.000,2570.000,7403.000,1747.667,3577.000,2153.000,5085.000,1588.500,27565,1932.000,20690,4795.000,2260.000,16795
1966.400,11405.000,2884.000,589.600,7534.000,3522.000,79600,2250.000,46250,17865,6386.000,22090,3072.000,3748.000,3269.000,3757.000,4120.000,2540.000,7335.000,1739.000,3514.000,2155.500,5068.000,1579.500,26840,1924.000,20510,4718.000,2226.500,16385
1973.200,11155.000,2875.000,589.600,7481.000,3480.000,77520,2214.500,45500,17885,6539.000,22075,3077.000,3764.000,3251.000,3736.000,4067.000,2540.000,7330.000,1732.000,3516.000,2161.500,5042.000,1593.000,26785,1905.000,20330,4717.000,2196.500,16200
1948.000,10930.000,2858.500,579.900,7342.000,3466.000,76660,2227.000,44550,17530,6340.000,22205,3066.000,3712.000,3255.000,3739.000,4149.000,2523.500,7166.000,1730.667,3457.000,2147.000,5005.000,1571.000,25760,1910.000,20160,4681.000,2165.000,16010
