RY.TO,TD.TO,CNR.TO,ENB.TO,CP.TO,BAM-A.TO,CNQ.TO,BMO.TO,BNS.TO,TRI.TO,ATD.TO,BCE.TO,NTR.TO,TRP.TO,SU.TO,CM.TO,CVE.TO,WCN.TO,MFC.TO,CSU.TO,IMO.TO,T.TO,ABX.TO,L.TO,FNV.TO,SLF.TO,IFC.TO,RCI-B.TO,NA.TO,AEM.TO
130.940,82.680,160.020,52.380,103.660,43.370,79.400,121.520,67.400,182.384,67.490,60.870,99.480,53.290,44.300,57.720,25.500,187.150,24.950,2519.110,72.860,26.970,25.230,123.830,202.040,63.520,196.720,61.420,97.330,70.540
130.460,81.410,161.760,52.320,103.820,42.810,79.440,120.080,67.070,183.100,66.430,62.310,98.300,53.770,43.550,57.140,25.050,186.160,24.790,2578.470,72.660,27.550,26.390,125.780,208.140,63.170,196.180,63.550,97.060,74.470
130.330,79.410,157.630,52.830,102.020,42.490,79.340,119.500,67.500,182.716,66.730,63.190,96.130,54.560,43.080,56.830,24.720,184.570,24.970,2562.330,72.570,28.010,26.490,125.910,206.910,63.070,197.630,64.540,96.280,75.300
130.550,79.650,159.840,52.570,102.420,42.500,78.930,119.520,67.480,182.975,67.100,62.950,91.680,54.940,42.650,57.040,23.980,185.860,25.070,2583.960,72.240,27.980,26.590,126.000,207.730,63.190,197.150,64.170,97.080,76.270
130.550,79.650,159.840,52.570,102.420,42.500,78.930,119.520,67.480,182.975,67.100,62.950,91.680,54.940,42.650,57.040,23.980,185.860,25.070,2583.960,72.240,27.980,26.590,126.000,207.730,63.190,197.150,64.170,97.080,76.270
131.170,80.000,159.080,52.770,102.380,42.550,79.260,120.540,67.610,182.270,67.580,62.890,96.120,55.080,43.010,57.280,23.990,186.800,25.250,2609.670,72.850,28.100,26.290,125.680,206.340,63.610,194.590,65.760,97.710,75.930
131.780,81.310,160.110,53.370,102.920,42.980,79.910,120.470,68.070,180.278,67.930,63.130,98.680,55.560,43.520,57.730,24.260,188.670,25.390,2628.370,73.770,28.210,26.170,126.690,207.230,63.840,196.860,65.620,97.060,76.520
131.870,80.500,162.280,53.370,103.640,43.070,80.270,121.020,68.030,181.523,67.470,63.240,97.080,56.490,43.830,57.680,24.260,191.440,25.420,2613.440,74.220,28.250,26.390,125.990,208.840,64.000,198.510,65.700,97.100,77.590
132.090,80.870,161.970,53.420,103.830,43.870,81.920,121.230,68.470,181.575,67.720,64.110,97.240,56.760,43.530,57.700,23.820,191.880,25.530,2627.890,73.890,28.440,26.760,125.130,209.280,63.950,199.430,65.720,97.300,79.060
132.790,81.300,163.570,53.560,104.440,43.420,82.850,121.580,68.460,180.091,67.950,63.550,97.460,56.550,43.600,57.960,23.430,191.300,25.610,2654.320,74.610,28.310,26.290,126.160,208.670,64.110,198.470,65.840,98.100,78.010
133.530,82.010,163.900,53.640,105.290,43.860,82.230,122.900,68.720,180.527,66.760,64.080,100.300,56.680,43.320,57.960,23.700,192.780,25.820,2627.970,74.360,28.340,25.940,124.140,207.520,64.540,197.570,65.350,98.110,77.000
134.290,83.280,164.280,53.520,106.680,43.980,81.840,123.530,69.050,181.118,66.450,63.810,99.000,55.850,42.410,58.140,24.020,191.460,26.180,2603.790,73.180,28.370,26.020,122.790,207.290,64.940,199.470,65.340,98.960,76.710
134.690,83.530,164.790,53.520,107.910,44.600,81.900,123.870,69.010,181.658,66.620,63.800,98.420,56.040,41.550,58.440,23.910,192.390,26.220,2601.330,72.470,28.500,25.890,123.080,204.840,65.140,199.250,65.270,98.860,75.780
134.750,83.500,165.280,53.070,108.820,44.780,80.540,123.940,68.790,183.909,66.790,63.950,97.110,56.040,41.240,58.190,23.900,193.810,26.170,2607.350,71.770,28.410,25.870,122.920,206.140,65.320,200.420,65.120,98.980,76.480
135.300,83.550,166.530,53.230,110.060,45.080,80.990,123.460,68.190,186.450,67.700,64.440,95.600,55.780,41.200,57.700,23.690,196.360,26.190,2644.630,71.940,28.730,25.810,124.910,206.310,65.270,203.440,65.120,99.220,76.170
133.470,82.730,168.270,53.350,110.060,45.180,81.810,123.260,67.650,186.357,67.450,64.480,96.410,54.890,41.430,57.340,24.180,192.550,26.250,2652.100,71.960,28.800,25.840,125.740,205.740,65.310,204.510,64.410,99.030,76.020
131.760,81.120,161.630,53.490,108.120,43.300,80.560,120.720,66.410,185.724,66.580,64.680,94.770,55.510,40.710,55.510,23.180,192.690,25.840,2634.980,70.490,28.510,26.140,125.730,208.310,65.120,203.880,64.640,97.960,76.800
132.230,81.140,159.240,53.380,105.710,42.260,80.270,121.550,66.570,184.106,66.660,64.460,94.230,54.990,39.940,55.990,22.320,191.300,25.900,2658.460,69.390,28.500,25.890,127.500,206.580,65.260,204.150,66.370,98.030,76.280
133.790,82.070,160.850,53.430,105.990,43.480,80.890,121.750,67.340,185.268,67.540,65.200,93.750,55.130,41.290,56.660,21.890,186.160,26.410,2654.670,69.500,28.680,26.050,127.890,208.590,66.080,204.000,66.760,100.240,76.920
134.510,82.070,161.500,53.870,106.800,43.960,82.560,122.130,67.630,184.822,67.620,65.120,93.990,56.310,42.420,56.800,22.740,188.460,26.750,2651.820,69.060,28.720,25.760,127.430,205.580,66.460,204.940,66.940,101.030,76.860
