7203.T,6758.T,9432.T,8306.T,9984.T,9433.T,9983.T,4568.T,8035.T,4063.T,6501.T,6367.T,8058.T,8316.T,8001.T,4502.T,4519.T,8031.T,6902.T,8766.T,7267.T,2914.T,3382.T,8411.T,6954.T,4503.T,6702.T,5108.T,7733.T,9022.T
1628.000,3472.000,2205.250,888.000,3583.000,2937.500,56610,757.500,7928,7477,4003.000,9050,2682.000,5423.000,1621.500,5870.000,1411.667,1655.500,6050.000,1695.000,3901.000,4248.000,5324.000,2653.000,25245,1754.500,6783,4502.000,1061.250,21840
1630.600,3514.500,2249.000,892.700,3576.000,2946.500,57870,777.000,8089,7538,4012.000,9172,2727.500,5470.000,1621.500,5997.000,1448.333,1664.000,6063.000,1727.667,4038.500,4194.500,5319.000,2653.000,25200,1783.500,6850,4541.500,1073.750,21980
1636.400,3503.500,2241.250,903.500,3582.500,2960.500,55740,779.833,8203,7565,4022.000,9106,2742.500,5594.000,1612.500,5983.000,1458.333,1666.500,6070.000,1715.667,4039.000,4296.500,5333.000,2717.000,25545,1791.000,6850,4606.500,1100.000,21925
1613.400,3422.500,2196.000,876.300,3530.500,2900.500,54810,774.833,7966,7452,3959.000,8923,2697.000,5416.000,1558.000,5948.000,1453.333,1648.500,5882.000,1650.000,3965.000,4264.000,5267.000,2635.000,24965,1775.500,6741,4538.000,1092.500,21485
1623.200,3451.500,2230.750,880.200,3573.000,2982.000,56250,795.667,8128,7630,4000.000,8841,2679.000,5461.000,1547.000,6064.000,1481.667,1627.500,5953.000,1694.667,3950.000,4326.000,5393.000,2654.000,25065,1807.000,6729,4576.500,1117.500,21865
1586.200,3322.000,2175.000,840.500,3467.000,2942.500,55180,795.000,7750,7311,3875.000,8523,2579.000,5230.000,1404.000,5929.000,1455.000,1570.000,5778.000,1616.667,3835.000,4237.000,5291.000,2533.000,23930,1771.000,6492,4492.000,1102.500,21070
1579.600,3398.500,2153.500,838.200,3449.500,2935.000,57460,782.167,7866,7307,3822.500,8487,2590.000,5215.000,1439.500,5940.000,1446.667,1590.000,5777.000,1643.167,3832.000,4216.000,5268.000,2552.000,24085,1749.500,6598,4451.000,1111.250,20540
1585.000,3420.000,2232.750,857.300,3462.000,3001.000,54010,806.833,7727,7271,3782.500,8489,2616.000,5268.000,1466.000,5934.000,1441.667,1588.500,5775.000,1628.833,3831.500,4327.500,5170.000,2583.000,23765,1780.000,6694,4407.000,1112.500,20730
1622.600,3526.500,2238.000,872.000,3462.500,3060.500,54530,829.667,7698,7375,3836.500,8496,2650.500,5346.000,1495.000,6058.000,1476.667,1605.500,5862.000,1669.333,3875.000,4383.000,5373.000,2620.000,23995,1815.500,6860,4515.500,1122.500,21375
1640.200,3485.000,2267.250,885.300,3504.500,3089.500,55530,841.833,8045,7449,3905.500,8609,2711.500,5440.000,1531.000,6161.000,1483.333,1622.500,5973.000,1726.667,3935.500,4429.000,5473.000,2656.000,24275,1830.500,6901,4646.000,1132.500,22050
