7203.T,6758.T,9432.T,8306.T,9984.T,9433.T,9983.T,4568.T,8035.T,4063.T,6501.T,6367.T,8058.T,8316.T,8001.T,4502.T,4519.T,8031.T,6902.T,8766.T,7267.T,2914.T,3382.T,8411.T,6954.T,4503.T,6702.T,5108.T,7733.T,9022.T
1884.600,10830.000,2875.000,625.300,8162.000,3663.000,88900,2465.000,48680,18940,5852.000,21700,2984.500,3976.000,3260.000,3657.000,4116.000,2439.500,7685.000,1740.333,3365.000,2167.000,4683.000,1688.000,26260,1793.500,17915,4842.000,2366.000,16300
1925.600,10805.000,2858.000,633.700,8109.000,3635.000,88770,2425.000,48340,19440,5860.000,21300,3070.000,4022.000,3320.000,3600.000,4103.000,2533.000,7736.000,1751.000,3518.000,2164.500,4852.000,1706.500,25995,1850.000,18150,4921.000,2298.000,17200
1958.000,10855.000,2921.500,634.100,8208.000,3702.000,85100,2472.500,49240,19475,5940.000,21505,3067.000,4075.000,3312.000,3669.000,4176.000,2543.000,7876.000,1752.667,3591.000,2192.000,4938.000,1708.000,26390,1892.500,18355,5016.000,2282.500,17590
1989.800,10920.000,2912.000,636.400,8102.000,3686.000,85100,2441.000,48450,19455,6063.000,21250,3076.000,4070.000,3320.000,3672.000,4179.000,2551.500,7918.000,1766.667,3627.000,2205.000,4946.000,1708.500,25800,1888.000,18515,4979.000,2268.000,17775
1983.400,10850.000,2950.000,629.000,8153.000,3726.000,84120,2366.500,48550,19380,6080.000,21180,3088.000,4008.000,3344.000,3666.000,4228.000,2552.500,7857.000,1766.333,3590.000,2200.000,4984.000,1692.000,26010,1890.000,18620,4975.000,2385.000,17755
1971.200,10995.000,2912.500,634.200,8019.000,3711.000,83260,2483.000,48270,19005,6088.000,20520,3070.000,4015.000,3366.000,3702.000,4225.000,2535.500,7898.000,1736.333,3592.000,2191.500,4960.000,1690.000,25545,1905.000,18640,4941.000,2404.000,17925
1981.200,10755.000,2899.000,624.000,8073.000,3659.000,82830,2452.000,46820,18595,6154.000,19905,3079.000,3972.000,3396.000,3716.000,4223.000,2541.000,7807.000,1716.667,3591.000,2202.500,4857.000,1679.500,25935,1900.500,18635,4942.000,2390.000,18255
1973.200,10795.000,2874.500,622.300,8022.000,3632.000,83280,2497.000,47570,18535,6073.000,20245,3072.000,3951.000,3363.000,3767.000,4267.000,2552.000,7789.000,1711.333,3576.000,2188.000,4857.000,1653.500,26390,1909.500,18765,4934.000,2411.500,18255
1972.200,10860.000,2913.500,610.800,8000.000,3620.000,82500,2573.500,47880,18470,5983.000,20160,3060.000,3905.000,3363.000,3779.000,4378.000,2547.000,7717.000,1705.667,3585.000,2190.000,4899.000,1632.500,26220,1928.500,19085,4916.000,2413.000,17935
1980.000,10820.000,2898.000,604.700,8056.000,3601.000,84330,2609.000,48680,18905,6032.000,20250,3057.000,3899.000,3266.000,3737.000,4435.000,2597.000,7757.000,1713.667,3584.000,2193.000,4910.000,1618.000,27045,1911.500,19195,4981.000,2342.500,17990
