7203.T,6758.T,9432.T,8306.T,9984.T,9433.T,9983.T,4568.T,8035.T,4063.T,6501.T,6367.T,8058.T,8316.T,8001.T,4502.T,4519.T,8031.T,6902.T,8766.T,7267.T,2914.T,3382.T,8411.T,6954.T,4503.T,6702.T,5108.T,7733.T,9022.T
1585.000,11405.000,2812.000,562.000,10435.000,3288.000,107850,3095.000,44460,17845,5089.000,21405,3017.000,3790.000,3292.000,3613.000,4769.000,2289.000,6598.000,1785.667,3018.000,1929.500,4213.000,1574.000,26620,1710.500,15615,4192.000,2295.000,17380
1584.600,11345.000,2779.500,561.500,10380.000,3255.000,104700,3103.000,44130,17785,5036.000,21275,2993.500,3767.000,3313.000,3676.000,4657.000,2250.000,6606.000,1775.000,2994.000,1905.500,4096.000,1562.500,26800,1717.500,15615,4191.000,2300.000,17160
1594.200,11330.000,2763.000,566.000,10600.000,3259.000,104950,3093.000,43590,17425,5148.000,21360,3075.000,3803.000,3361.000,3793.000,4610.000,2310.500,6781.000,1792.667,3101.000,1906.000,4192.000,1561.000,26725,1733.500,15260,4309.000,2370.000,17405
1584.400,11045.000,2722.000,566.000,10050.000,3225.000,99230,3033.000,42530,17250,5154.000,21150,3035.000,3812.000,3346.000,3780.000,4453.000,2274.500,6832.000,1804.667,3052.000,1904.000,4189.000,1561.500,26040,1718.000,15340,4319.000,2330.000,17200
1593.800,11215.000,2761.500,565.000,10055.000,3278.000,95870,3095.000,41480,17490,5245.000,21815,3037.000,3831.000,3329.000,3758.000,4504.000,2286.000,6759.000,1794.000,3101.000,1935.000,4254.000,1566.000,25795,1734.000,15255,4368.000,2324.500,17250
1592.200,11020.000,2761.000,581.000,9818.000,3351.000,94280,3105.000,41010,17485,5278.000,21395,3045.000,3913.000,3383.000,3905.000,4462.000,2285.000,6793.000,1860.667,3150.000,1974.500,4288.000,1575.500,25610,1772.000,14850,4303.000,2400.000,17155
1637.800,10810.000,2788.000,591.700,10130.000,3373.000,94020,3180.000,40880,17330,5271.000,21855,3141.000,3996.000,3414.000,3949.000,4414.000,2336.000,6906.000,1900.333,3266.000,2020.000,4443.000,1598.500,25405,1836.500,15205,4439.000,2447.500,17705
1625.600,11000.000,2827.500,591.500,10120.000,3489.000,91750,3200.000,40650,17510,5230.000,21930,3145.000,3962.000,3439.000,3997.000,4505.000,2310.500,7055.000,1877.333,3218.000,2027.500,4384.000,1597.500,26255,1852.000,15695,4472.000,2399.500,17655
1618.200,11010.000,2813.000,593.300,10290.000,3468.000,94830,3161.000,40410,17535,5228.000,22045,3140.000,3985.000,3404.000,4004.000,4519.000,2331.000,7099.000,1857.000,3192.000,2007.000,4330.000,1598.000,26330,1825.500,16115,4357.000,2363.000,17225
1629.000,11330.000,2833.000,594.600,10635.000,3479.000,94700,3223.000,42220,18425,5355.000,22975,3191.000,3996.000,3475.000,4014.000,4517.000,2382.500,7246.000,1849.000,3220.000,2020.500,4335.000,1605.000,27230,1813.000,16245,4392.000,2396.000,17275
1668.000,11400.000,2846.000,619.100,10370.000,3510.000,95390,3212.000,41560,18185,5404.000,22500,3219.000,4138.000,3510.000,4102.000,4553.000,2387.500,7362.000,1840.000,3320.000,2034.000,4436.000,1650.000,27120,1827.000,16010,4405.000,2409.000,17405
1653.800,11585.000,2879.500,614.500,10620.000,3564.000,95190,3262.000,42200,18155,5389.000,22780,3205.000,4084.000,3525.000,4150.000,4540.000,2376.500,7373.000,1836.667,3337.000,2056.000,4457.000,1633.500,27180,1829.500,16115,4391.000,2361.000,17795
1661.600,11575.000,2909.000,615.300,10400.000,3523.000,96000,3320.000,42100,18330,5410.000,22980,3203.000,4092.000,3538.000,4255.000,4571.000,2382.000,7491.000,1850.333,3292.000,2064.000,4432.000,1639.500,26995,1813.000,16250,4347.000,2325.500,17565
1730.000,11630.000,2927.500,647.000,10220.000,3530.000,96930,3408.000,43250,18805,5395.000,23285,3215.000,4260.000,3555.000,4259.000,4577.000,2388.000,7750.000,1878.667,3323.000,2084.500,4418.000,1689.500,27520,1804.000,16505,4483.000,2374.500,17555
1728.800,11555.000,2936.000,659.400,9969.000,3500.000,91020,3347.000,42130,18640,5431.000,23150,3211.000,4343.000,3525.000,4274.000,4558.000,2372.000,7732.000,1891.333,3471.000,2125.500,4500.000,1713.000,26715,1804.500,16055,4444.000,2344.500,17690
1672.400,11460.000,2947.000,653.900,9864.000,3489.000,86890,3230.000,41500,18275,5408.000,22220,3277.000,4302.000,3573.000,4306.000,4456.000,2384.500,7350.000,1786.333,3345.000,2122.000,4463.000,1701.500,25870,1787.500,16235,4406.000,2358.500,17965
1660.800,11530.000,2965.500,632.700,9775.000,3506.000,86800,3244.000,42120,18270,5297.000,21580,3227.000,4203.000,3519.000,4261.000,4420.000,2379.500,7232.000,1786.667,3299.000,2109.000,4518.000,1679.500,25460,1761.000,16200,4395.000,2313.500,17415
1624.000,11225.000,2914.500,604.500,9340.000,3450.000,83740,3149.000,44250,18060,5193.000,21020,3148.000,4036.000,3441.000,4178.000,4318.000,2313.500,7105.000,1797.000,3246.000,2084.000,4316.000,1617.500,25195,1691.500,16075,4296.000,2252.000,16770
1631.400,11215.000,2971.000,619.500,9075.000,3544.000,84900,3163.000,43590,18345,5333.000,21755,3199.000,4141.000,3512.000,4169.000,4367.000,2348.000,7153.000,1820.667,3276.000,2113.000,4435.000,1650.000,26205,1688.500,16235,4383.000,2271.500,16995
1671.800,11435.000,2992.500,630.100,9238.000,3617.000,85650,3265.000,44270,18725,5397.000,21830,3237.000,4215.000,3558.000,4204.000,4461.000,2381.500,7331.000,1826.667,3304.000,2125.500,4531.000,1674.500,26435,1718.000,16315,4496.000,2330.500,17270
1693.000,11635.000,2995.000,618.500,9080.000,3606.000,86390,3298.000,45740,19060,5346.000,22440,3275.000,4170.000,3616.000,4162.000,4531.000,2389.500,7279.000,1835.667,3323.000,2164.500,4585.000,1671.000,26790,1742.500,16430,4554.000,2305.500,17270
1672.400,11495.000,2955.000,615.500,9172.000,3494.000,89130,3301.000,46550,18940,5398.000,22335,3180.000,4130.000,3577.000,4073.000,4495.000,2331.000,7285.000,1781.667,3311.000,2160.000,4584.000,1655.000,26825,1731.500,16280,4630.000,2312.000,17105
1723.200,11595.000,2842.000,591.700,9330.000,3395.000,88130,3225.000,46790,18610,5004.000,22320,3130.000,4007.000,3587.000,3985.000,4489.000,2302.000,7347.000,1755.000,3319.000,2125.000,4463.000,1599.000,26185,1702.000,16000,4475.000,2291.000,16550
