7203.T,6758.T,9432.T,8306.T,9984.T,9433.T,9983.T,4568.T,8035.T,4063.T,6501.T,6367.T,8058.T,8316.T,8001.T,4502.T,4519.T,8031.T,6902.T,8766.T,7267.T,2914.T,3382.T,8411.T,6954.T,4503.T,6702.T,5108.T,7733.T,9022.T
1479.800,6105.000,2587.000,706.000,4683.500,3127.000,48040,1528.333,19745,11260,3897.000,13255,3175.000,4581.000,2029.500,4844.000,1950.000,1905.500,5508.000,1781.333,3454.000,3128.000,4532.000,1998.000,22375,1841.000,7633,4437.000,1138.750,23100
1456.400,6117.000,2559.000,702.500,4617.500,3040.000,47320,1520.667,19760,11160,3810.000,13050,3195.000,4546.000,2007.000,4781.000,1950.000,1859.000,5524.000,1763.667,3355.000,3147.000,4504.000,1998.000,21665,1823.000,7554,4346.000,1145.000,22795
1444.000,6111.000,2590.000,693.100,4616.000,3068.000,48280,1533.333,19970,11150,3788.500,13040,3157.000,4481.000,1955.000,4759.000,1900.000,1849.500,5509.000,1753.333,3380.000,3101.000,4503.000,1975.000,21915,1814.500,7549,4323.000,1132.500,22790
1426.600,6074.000,2590.500,677.200,4716.500,3069.000,48320,1528.667,19585,11060,3781.000,13065,3184.000,4417.000,1963.000,4770.000,1900.000,1847.500,5483.000,1737.333,3392.000,3082.000,4505.000,1962.000,22140,1829.000,7592,4299.000,1126.250,22645
1429.200,6163.000,2624.500,673.100,5025.000,3101.000,47720,1540.667,19515,11030,3835.500,12975,3211.000,4400.000,1980.500,4770.000,1913.333,1875.500,5548.000,1764.667,3427.000,3143.000,4542.000,1960.000,21940,1842.000,7750,4343.000,1128.750,22810
1412.200,6095.000,2718.000,680.000,5265.000,3100.000,47480,1494.667,19645,10915,3888.500,13415,3243.000,4427.000,1977.500,4748.000,1933.333,1884.000,5534.000,1765.333,3425.000,3117.000,4536.000,1972.000,22245,1856.000,7779,4273.000,1118.750,22665
1398.000,6153.000,2700.500,676.700,5245.000,3131.000,47620,1487.000,19450,11120,3835.000,13450,3211.000,4426.000,1965.500,4741.000,1943.333,1867.000,5501.000,1766.333,3381.000,3088.000,4549.000,1970.000,22250,1860.500,7750,4289.000,1135.000,22685
1390.200,6051.000,2645.500,669.500,5060.000,3085.000,47410,1483.000,18760,10840,3759.000,13140,3179.000,4373.000,1951.500,4692.000,1946.667,1837.500,5487.000,1730.667,3368.000,3064.000,4526.000,1950.000,21710,1852.500,7709,4263.000,1107.500,22665
1361.000,5917.000,2565.500,650.900,5035.000,3057.000,46590,1437.000,18185,10550,3653.000,12770,3132.000,4280.000,1927.500,4640.000,1943.333,1808.500,5325.000,1712.333,3272.000,2993.000,4497.000,1925.000,21370,1846.000,7480,4135.000,1085.000,22300
1372.800,6024.000,2635.000,653.700,5222.500,3149.000,48460,1462.333,18590,10715,3713.500,13205,3181.000,4277.000,1936.000,4587.000,1986.667,1828.000,5400.000,1750.000,3336.000,3031.000,4548.000,1922.000,21725,1869.000,7708,4185.000,1128.750,22810
1363.000,6000.000,2671.500,650.300,5085.000,3153.000,48240,1441.000,18500,10730,3690.000,13280,3178.000,4264.000,1896.000,4540.000,2020.000,1806.000,5369.000,1741.000,3286.000,3052.000,4561.000,1914.000,21330,1862.000,7721,4159.000,1130.000,22840
1355.000,5947.000,2618.000,658.500,4992.500,3130.000,49270,1441.667,18530,10675,3661.000,13300,3121.000,4294.000,1899.000,4613.000,2016.667,1793.500,5340.000,1752.333,3292.000,3108.000,4549.000,1915.000,21545,1857.500,7714,4144.000,1113.750,22385
1360.600,6040.000,2605.000,671.000,5010.000,3137.000,48200,1430.333,18275,10530,3624.500,13475,3146.000,4348.000,1921.500,4537.000,1996.667,1811.000,5295.000,1790.333,3313.000,3093.000,4608.000,1936.000,21855,1882.500,7754,4129.000,1126.250,22470
