AZN.L,SHEL.L,ULVR.L,HSBA.L,RIO.L,DGE.L,BP.L,BATS.L,GLEN.L,GSK.L,REL.L,AAL.L,RKT.L,LSEG.L,NG.L,CPG.L,LLOY.L,PRU.L,EXPN.L,NWG.L,BA.L,VOD.L,BARC.L,CRH.L,AHT.L,FLTR.L,IMB.L,SSE.L,STAN.L,TSCO.L
3320.721435546875,2119.8076171875,2697.12939453125,749.7616577148438,3018.358642578125,2070.513916015625,455.32244873046875,3551.090576171875,289.0896911621094,1713.124267578125,851.1287841796875,1469.460693359375,4594.60400390625,1451.2642822265625,860.6516723632812,996.5161743164062,73.70581817626953,980.333984375,1238.6240234375,358.0083923339844,446.692138671875,208.2243194580078,268.0224609375,1399.665283203125,711.72021484375,2392.276123046875,2209.555908203125,1564.84619140625,1419.910888671875,466.73211669921875
3319.227783203125,2090.987060546875,2684.181396484375,750.2587890625,3016.371337890625,2068.519775390625,452.244140625,3520.80712890625,287.39239501953125,1713.124267578125,841.1563720703125,1443.6978759765625,4514.73095703125,1454.934326171875,853.0303955078125,993.758544921875,73.43692779541016,983.6376953125,1230.63916015625,346.1999816894531,450.0768737792969,207.34017944335938,262.8201904296875,1419.5894775390625,713.7167358398438,2387.143798828125,2205.58740234375,1564.84619140625,1413.9599609375,467.9927062988281
3285.362060546875,2081.546630859375,2686.17333984375,717.452880859375,3025.81005859375,2098.9248046875,452.5916442871094,3504.423828125,289.13958740234375,1705.621337890625,849.6328125,1462.0294189453125,4544.92578125,1486.1246337890625,849.2197875976562,991.5526123046875,75.38912963867188,982.8117065429688,1223.652587890625,340.7252502441406,453.3621826171875,205.9361114501953,262.8663635253906,1426.56298828125,715.2138671875,2385.855224609375,2190.70458984375,1561.865478515625,1395.19287109375,464.0848693847656
3258.968505859375,2083.533447265625,2667.24951171875,711.78662109375,2980.10791015625,2129.828125,451.2012939453125,3498.467041015625,275.2117614746094,1694.6171875,841.655029296875,1403.0726318359375,4597.52490234375,1487.95947265625,850.30859375,996.5161743164062,73.96480560302734,985.2894287109375,1227.6451416015625,341.0472717285156,451.5702209472656,206.09213256835938,261.94573974609375,1432.5404052734375,718.2086181640625,2358.90673828125,2182.76708984375,1566.8331298828125,1435.0162353515625,468.9382019042969
3209.167236328125,2051.7314453125,2561.896728515625,695.880859375,2934.40478515625,2094.93701171875,440.531982421875,3419.03564453125,270.0200500488281,1670.8287353515625,818.7835693359375,1382.2645263671875,4471.48095703125,1474.198974609375,839.9653930664062,977.765869140625,73.17794799804688,982.8117065429688,1223.652587890625,344.48248291015625,446.692138671875,205.62408447265625,259.791015625,1421.58203125,704.2337646484375,2378.15771484375,2140.10400390625,1565.8399658203125,1458.818603515625,460.1770324707031
3211.1591796875,2059.682861328125,2560.89990234375,693.4946899414062,2996.997314453125,2103.410400390625,438.7939758300781,3423.007568359375,279.95416259765625,1660.3238525390625,819.7808227539062,1441.2208251953125,4481.22216796875,1483.3726806640625,837.7880249023438,973.3541870117188,73.72576141357422,981.1598510742188,1220.6585693359375,346.62939453125,437.03558349609375,204.68798828125,264.2107238769531,1441.506103515625,687.7633666992188,2420.51318359375,2115.30078125,1570.8074951171875,1453.3258056640625,465.2823486328125
3222.115234375,2078.06787109375,2585.8017578125,705.623046875,3147.021484375,2106.401611328125,440.23406982421875,3440.3818359375,297.0270080566406,1663.825927734375,824.2686767578125,1528.41748046875,4472.4541015625,1480.6202392578125,836.1549072265625,971.69970703125,74.81143188476562,977.8561401367188,1220.6585693359375,349.5278015136719,437.9315490722656,204.58395385742188,264.3487243652344,1465.4150390625,673.788330078125,2451.31689453125,2124.22998046875,1566.8331298828125,1452.8680419921875,472.7199401855469
3257.972412109375,2061.173095703125,2577.833740234375,707.9094848632812,3171.36328125,2080.482666015625,439.88641357421875,3425.489013671875,300.92083740234375,1666.32666015625,811.8023681640625,1553.1895751953125,4428.6162109375,1441.1739501953125,825.2673950195312,965.0818481445312,75.1899185180664,1017.4993896484375,1213.671630859375,353.7144470214844,438.4292297363281,204.0639190673828,262.4152526855469,1461.43017578125,670.2946166992188,2461.580810546875,2124.22998046875,1549.9427490234375,1476.212890625,469.3163757324219
3298.311279296875,2079.061767578125,2607.71630859375,712.6812133789062,3241.90380859375,2096.432373046875,443.2135009765625,3437.40380859375,306.9612121582031,1680.833740234375,814.7943115234375,1558.1439208984375,4429.591796875,1432.00048828125,825.8118896484375,965.6334228515625,75.478759765625,1003.4590454101562,1212.674072265625,357.4716491699219,447.0902404785156,205.62408447265625,261.1722106933594,1462.42626953125,681.7741088867188,2488.529296875,2111.331298828125,1559.87841796875,1474.8394775390625,467.48846435546875
3236.637939453125,2046.04931640625,2597.754638671875,711.6871948242188,3173.380615234375,2071.30029296875,443.2135009765625,3423.50341796875,307.7100524902344,1682.3348388671875,811.3037719726562,1531.0968017578125,4421.7978515625,1443.0084228515625,815.4688110351562,961.7730712890625,76.8333740234375,1006.7627563476562,1207.6834716796875,370.0314025878906,447.8868103027344,203.12782287597656,262.8294372558594,1464.4188232421875,665.362060546875,2502.647705078125,2137.128173828125,1555.904296875,1453.3258056640625,472.0894775390625
3180.35302734375,2020.70361328125,2558.9072265625,706.81591796875,3083.451171875,2007.9901123046875,438.19793701171875,3388.256103515625,301.3202209472656,1658.3226318359375,805.3198852539062,1482.042236328125,4373.0888671875,1428.3306884765625,805.670166015625,940.2655639648438,74.75166320800781,982.8117065429688,1200.69677734375,365.6300964355469,440.51983642578125,200.5796661376953,261.7707214355469,1434.5325927734375,624.43212890625,2494.949951171875,2191.697998046875,1537.02685546875,1411.2138671875,462.6351013183594
