AZN.L,SHEL.L,ULVR.L,HSBA.L,RIO.L,DGE.L,BP.L,BATS.L,GLEN.L,GSK.L,REL.L,AAL.L,RKT.L,LSEG.L,NG.L,CPG.L,LLOY.L,PRU.L,EXPN.L,NWG.L,BA.L,VOD.L,BARC.L,CRH.L,AHT.L,FLTR.L,IMB.L,SSE.L,STAN.L,TSCO.L
3279.474609375,2084.81298828125,2497.151123046875,683.3762817382812,3163.9404296875,1973.5931396484375,481.45172119140625,3411.542724609375,331.77880859375,1650.318603515625,865.1580200195312,1446.8616943359375,4656.57373046875,1496.215576171875,849.7642822265625,985.486572265625,77.41106414794922,1061.3798828125,1244.612548828125,364.986083984375,453.7403564453125,241.81884765625,255.47048950195312,1499.4903564453125,667.3587646484375,2539.072509765625,2286.944580078125,1403.8905029296875,1378.256103515625,458.1558532714844
3275.48974609375,2087.2978515625,2520.06103515625,698.9866333007812,3268.775634765625,1984.5601806640625,485.8713684082031,3410.549560546875,334.92437744140625,1657.8226318359375,873.6350708007812,1481.0511474609375,4647.806640625,1491.6287841796875,849.7642822265625,992.6558227539062,76.73374938964844,1065.5098876953125,1255.5916748046875,356.0760498046875,453.0433349609375,239.21873474121094,254.3242645263672,1547.3140869140625,662.8663940429688,2559.615478515625,2291.9052734375,1401.9036865234375,1390.6153564453125,457.02117919921875
3278.9765625,2074.375732421875,2525.04150390625,694.0150756835938,3309.518310546875,1987.052734375,484.729248046875,3410.053466796875,341.3152770996094,1665.826171875,873.6350708007812,1522.1778564453125,4688.72314453125,1477.8682861328125,857.9298095703125,991.0012817382812,74.8612289428711,1048.990234375,1260.58203125,349.957275390625,451.3506164550781,237.39849853515625,248.19415283203125,1535.35791015625,658.3741455078125,2537.794921875,2363.342529296875,1390.974365234375,1372.763427734375,457.6516418457031
3286.44775390625,2076.861572265625,2469.4833984375,689.5408325195312,3304.05224609375,1992.5362548828125,481.21099853515625,3410.549560546875,341.4150695800781,1650.318603515625,874.63232421875,1541.502197265625,4673.1357421875,1490.7115478515625,853.0303955078125,994.861572265625,74.32339477539062,1040.7305908203125,1179.7369384765625,352.104248046875,453.83990478515625,239.84268188476562,253.83609008789062,1554.2886962890625,672.3502807617188,2517.251953125,2336.55322265625,1391.9678955078125,1359.0311279296875,458.09283447265625
3260.048583984375,2055.491455078125,2458.52490234375,685.8619995117188,3273.248291015625,1993.0345458984375,477.2376403808594,3404.0947265625,332.5277404785156,1642.3148193359375,876.128173828125,1498.39404296875,4676.05859375,1467.77734375,844.3204345703125,994.31005859375,73.57636260986328,1038.252685546875,1177.74072265625,345.4485778808594,458.2209777832031,236.93055725097656,251.89234924316406,1539.343505859375,683.8306274414062,2522.384765625,2321.671630859375,1387.9937744140625,1339.8062744140625,459.6687927246094
3265.52783203125,2042.5704345703125,2454.540771484375,691.4297485351562,3298.090576171875,1992.037841796875,474.4563293457031,3402.1103515625,330.83013916015625,1648.81787109375,882.112060546875,1479.069091796875,4690.6708984375,1475.1160888671875,842.6873168945312,1000.376220703125,74.8612289428711,1041.556884765625,1180.7349853515625,346.1999816894531,455.03485107421875,237.91864013671875,254.48402404785156,1519.416748046875,678.8392944335938,2518.54052734375,2355.4052734375,1386.0067138671875,1358.11572265625,461.4969482421875
3279.474609375,2062.448974609375,2468.487060546875,693.0208740234375,3253.374755859375,2015.966064453125,477.9328918457031,3422.466552734375,330.2809143066406,1651.3197021484375,883.1092529296875,1460.7357177734375,4714.05126953125,1483.3726806640625,847.0423583984375,995.4130249023438,76.46482849121094,1036.60107421875,1202.69287109375,364.7713317871094,449.7576599121094,236.46250915527344,256.8263854980469,1553.2923583984375,684.329833984375,2580.147705078125,2363.342529296875,1386.0067138671875,1381.0029296875,463.9552917480469
3272.00341796875,2072.88623046875,2477.45166015625,692.2254638671875,3246.418212890625,2008.4884033203125,480.6644592285156,3399.13037109375,331.0298767089844,1638.31298828125,885.6026000976562,1427.537353515625,4711.1279296875,1472.3636474609375,850.30859375,998.17041015625,75.84729766845703,1036.60107421875,1202.69287109375,355.96875,450.0563049316406,240.51881408691406,255.97914123535156,1603.109375,690.81884765625,2567.315185546875,2351.43603515625,1395.9423828125,1359.9466552734375,462.4425048828125
3254.5693359375,2016.4967041015625,2449.559814453125,679.2996826171875,3174.374755859375,1986.5543212890625,478.03228759765625,3356.4296875,324.439208984375,1609.5303955078125,871.1417236328125,1395.824951171875,4625.39990234375,1426.4959716796875,845.4093017578125,979.9716796875,74.69190216064453,1026.6893310546875,1192.712158203125,348.7765197753906,445.27691650390625,238.5946807861328,248.7025604248047,1576.2080078125,667.3587646484375,2517.251953125,2344.49072265625,1389.9808349609375,1325.6162109375,459.794921875
3273.99560546875,2039.858154296875,2454.540771484375,679.0015258789062,3208.65771484375,1994.031982421875,480.0685729980469,3355.93359375,323.7402038574219,1617.034912109375,879.1201782226562,1397.806884765625,4649.755859375,1432.00048828125,850.8530883789062,978.3173217773438,75.39908599853516,1045.6865234375,1192.712158203125,350.8159484863281,452.2467956542969,240.25877380371094,249.200927734375,1611.079833984375,673.3484497070312,2567.315185546875,2380.208251953125,1390.974365234375,1333.8553466796875,449.0155029296875
