AZN.L,SHEL.L,ULVR.L,HSBA.L,RIO.L,DGE.L,BP.L,BATS.L,GLEN.L,GSK.L,REL.L,AAL.L,RKT.L,LSEG.L,NG.L,CPG.L,LLOY.L,PRU.L,EXPN.L,NWG.L,BA.L,VOD.L,BARC.L,CRH.L,AHT.L,FLTR.L,IMB.L,SSE.L,STAN.L,TSCO.L
15022.0,3443.5,4187.0,1286.5999755859375,7118.0,1394.810302734375,576.0,4313.0,562.5,2107.0,2492.0,3344.0,5182.76025390625,8821.017578125,1294.5,29.549999237060547,97.6767578125,1083.5,2639.0,583.2000122070312,2294.75244140625,113.6500015258789,409.1000061035156,8044.0,,7728.0,3041.0,2676.0,1612.0,473.5
15316.0,3543.5,4172.5,1272.800048828125,7102.0,1391.310791015625,591.2000122070312,4407.0,563.5999755859375,2144.0,2525.0,3308.0,5186.75927734375,8919.0068359375,1323.0,29.170000076293945,97.91670227050781,1079.5,2592.0,575.4000244140625,2288.753173828125,115.05000305175781,408.75,7970.0,,7888.0,3077.0,2728.0,1590.5,487.0
14958.0,3568.0,4188.0,1268.5999755859375,7119.0,1387.0113525390625,597.5,4437.0,558.0,2096.0,2519.0,3270.0,5158.76611328125,8875.01171875,1316.4000244140625,28.360000610351562,95.70722961425781,1074.5,2572.5,569.0,2257.75634765625,115.44999694824219,405.79998779296875,7914.0,,7836.0,3142.5,2700.0,1594.199951171875,480.3999938964844
15216.0,3401.0,4297.5,1334.800048828125,7332.0,1438.00439453125,562.7000122070312,4424.0,562.7999877929688,2125.0,2542.0,3476.0,5342.72216796875,8971.0009765625,1331.5999755859375,29.135000228881836,102.1156997680664,1115.0,2678.5,608.0,2288.253173828125,117.5999984741211,436.0,8418.0,,8120.0,3139.0,2706.0,1725.0,485.6499938964844
15276.0,3448.5,4308.5,1333.5999755859375,7248.0,1446.80322265625,580.5,4336.0,560.5,2167.0,2477.0,3458.0,5180.0,8986.9990234375,1350.5999755859375,28.09000015258789,100.62000274658203,1120.5,2590.5,605.2000122070312,2268.755126953125,118.0999984741211,433.45001220703125,8494.0,,7676.0,3082.5,2757.5,1709.0,491.1499938964844
15230.0,3420.5,4313.0,1340.199951171875,7345.0,1440.8040771484375,574.0999755859375,4351.0,565.7000122070312,2176.0,2465.0,3506.5,5160.0,8967.001953125,1347.5999755859375,27.56999969482422,100.9000015258789,1111.0,2568.5,614.4000244140625,2193.76318359375,117.9000015258789,441.0,8646.0,,7614.0,3084.0,2752.5,1730.0,486.04998779296875
14988.0,3471.0,4295.0,,7316.0,1454.602294921875,579.2000122070312,4348.0,564.0999755859375,2170.0,2509.0,3506.0,5080.0,9188.9765625,1319.800048828125,27.270000457763672,100.66000366210938,1110.5,2603.5,612.5999755859375,2245.2578125,116.25,435.0,8556.0,,7790.0,3082.0,2699.5,1719.0,484.45001220703125
14918.0,3375.5,4250.0,1344.800048828125,7310.0,1489.5975341796875,565.0999755859375,4224.0,562.5999755859375,2190.0,2565.0,3575.0,5066.0,9148.9814453125,1309.199951171875,27.25,103.0,1124.5,2661.0,627.7999877929688,2231.25927734375,115.5,442.95001220703125,8698.0,,7948.0,2933.0,2720.5,1762.800048828125,470.04998779296875
14766.0,3346.0,4251.0,1339.4000244140625,7243.0,1470.800048828125,562.0999755859375,4199.0,555.2000122070312,2131.0,2636.0,3579.5,5008.0,9248.9697265625,1294.0,27.184999465942383,103.27999877929688,1120.0,2735.5,622.5999755859375,2251.257080078125,116.05000305175781,440.8500061035156,8578.0,,8200.0,2829.5,2708.5,1786.199951171875,471.8500061035156
14862.0,3384.5,4212.0,1338.199951171875,7369.0,1472.5999755859375,584.0,4152.0,557.9000244140625,2123.0,2700.0,3599.0,5008.0,9510.0,1287.199951171875,27.405000686645508,102.86000061035156,1120.0,2810.0,616.2000122070312,2216.260986328125,116.4000015258789,437.6000061035156,8462.0,,8062.0,2794.0,2644.5,1779.0,494.04998779296875
15118.0,3196.0,4299.0,1365.199951171875,7448.0,1520.199951171875,541.0,4142.0,547.0999755859375,2144.0,2720.0,3711.0,5180.0,9456.0,1274.800048828125,28.44499969482422,105.12000274658203,1132.0,2865.5,626.0,2255.256591796875,114.44999694824219,452.8500061035156,87.9000015258789,,8264.0,2776.5,2469.5,1830.0,485.20001220703125
14952.0,3274.5,4269.0,1349.5999755859375,7395.0,1519.5999755859375,556.9000244140625,4224.0,549.7000122070312,2144.0,2706.0,3642.0,5094.0,9412.0,1276.4000244140625,28.459999084472656,102.77999877929688,1117.0,2847.5,607.2000122070312,2239.25830078125,116.5999984741211,442.79998779296875,,,8046.0,2798.0,2516.5,1802.0,494.04998779296875
14560.0,3276.0,4219.0,1354.5999755859375,7290.0,1528.4000244140625,563.4000244140625,4111.0,549.0999755859375,2082.0,2779.0,3560.5,4918.0,9650.0,1253.800048828125,29.25,100.62000274658203,1125.5,2914.0,601.5999755859375,2144.7685546875,113.3499984741211,437.8500061035156,,,8110.0,2734.0,2583.5,1806.0,487.54998779296875
14536.0,3299.5,4197.5,1342.4000244140625,7458.0,1489.199951171875,572.4000244140625,4143.0,563.0,2075.0,2740.0,3629.0,4692.0,9748.0,1274.800048828125,29.625,100.26000213623047,1129.5,2881.5,592.4000244140625,2112.77197265625,114.0999984741211,434.25,,,7988.0,2753.0,2623.5,1780.0,494.8999938964844
14492.0,3293.5,4232.0,1338.0,7424.0,1475.5999755859375,570.2999877929688,4206.0,562.5,2076.0,2684.0,3777.0,4775.0,9812.0,1287.199951171875,29.790000915527344,98.87999725341797,1128.5,2779.5,584.5999755859375,2080.0,116.25,427.79998779296875,,,7896.0,2772.0,2661.5,1756.800048828125,486.45001220703125
13956.0,3307.5,4280.5,1321.0,7381.0,1469.0,571.7999877929688,4302.0,557.5,2020.0,2696.0,3695.0,4773.0,9992.0,1295.0,30.075000762939453,97.7699966430664,1126.5,2742.0,579.4000244140625,2020.5,116.30000305175781,424.1000061035156,,,8120.0,2769.0,2635.0,1742.4000244140625,490.79998779296875
13972.0,3252.5,4226.0,1320.199951171875,7347.0,1463.4000244140625,572.4000244140625,4236.0,551.5,2016.0,2711.0,3631.5,4721.0,9942.0,1293.5999755859375,29.309999465942383,97.5,1117.0,2743.5,573.5999755859375,2036.0,115.30000305175781,427.3999938964844,,,8184.0,2737.0,2610.0,1763.800048828125,480.1499938964844
13900.0,3288.0,4257.0,1332.199951171875,7308.0,1464.5999755859375,578.7999877929688,4312.0,550.9000244140625,2028.0,2673.0,3520.0,4746.0,9802.0,1300.0,28.514999389648438,98.56999969482422,1115.5,2669.5,577.5999755859375,2046.5,114.9000015258789,426.54998779296875,,,8016.0,2775.0,2618.5,1782.4000244140625,484.8500061035156
13692.0,3280.0,4214.5,1331.0,7225.0,1444.5999755859375,575.9000244140625,4259.0,553.2999877929688,1918.0,2651.0,3515.0,4643.0,9648.0,1279.800048828125,28.489999771118164,97.05000305175781,1102.5,2656.0,569.0,2001.0,114.5,431.0,,,8094.0,2771.0,2564.5,1790.0,480.75
