AZN.L,SHEL.L,ULVR.L,HSBA.L,RIO.L,DGE.L,BP.L,BATS.L,GLEN.L,GSK.L,REL.L,AAL.L,RKT.L,LSEG.L,NG.L,CPG.L,LLOY.L,PRU.L,EXPN.L,NWG.L,BA.L,VOD.L,BARC.L,CRH.L,AHT.L,FLTR.L,IMB.L,SSE.L,STAN.L,TSCO.L
8266.7548828125,1451.171142578125,4127.14208984375,395.372802734375,6202.40576171875,3596.741455078125,289.171142578125,2695.89990234375,326.6094970703125,1435.510986328125,2114.3623046875,3294.37646484375,5607.015625,7496.2421875,927.4002685546875,1518.212158203125,46.14279556274414,1321.879150390625,3211.57568359375,219.60874938964844,581.9505004882812,116.75115203857422,175.6259002685547,3612.5947265625,5365.03125,12460.0,1552.63818359375,1461.807373046875,436.166015625,233.21925354003906
8289.734375,1476.9317626953125,4149.6103515625,397.26904296875,6267.263671875,3585.25341796875,305.4884948730469,2697.89404296875,329.9075622558594,1441.3427734375,2129.350830078125,3387.218017578125,5612.0087890625,7412.28369140625,927.2005004882812,1496.7235107421875,46.756568908691406,1335.9366455078125,3211.57568359375,222.72303771972656,574.1592407226562,117.65077209472656,176.085205078125,3625.578857421875,5309.0615234375,11990.0,1572.0836181640625,1463.8043212890625,440.4607849121094,235.0163116455078
8262.7587890625,1460.5565185546875,4118.65478515625,399.6144104003906,6278.2392578125,3609.72802734375,302.3946228027344,2670.974853515625,329.1080322265625,1441.5438232421875,2171.31787109375,3438.131103515625,5654.94775390625,7456.2626953125,926.6008911132812,1502.2205810546875,47.210670471191406,1349.50927734375,3249.55908203125,225.9447479248047,575.3578491210938,116.87109375,178.56130981445312,3649.5498046875,5313.0595703125,12265.0,1556.6270751953125,1522.716064453125,444.45587158203125,232.9696502685547
8334.6943359375,1479.927001953125,4094.555419921875,402.1095275878906,6013.81982421875,3600.737548828125,305.1391296386719,2648.542236328125,323.8111572265625,1449.99072265625,2156.47119140625,3264.927001953125,5590.76025390625,7464.25830078125,933.2958984375,1525.708251953125,45.819942474365234,1347.085693359375,3225.569580078125,226.5889892578125,575.7573852539062,117.41087341308594,179.43997192382812,3625.578857421875,5351.03857421875,12360.0,1562.610107421875,1517.7235107421875,450.64825439453125,231.4721221923828
8149.857421875,1480.7257080078125,4086.566650390625,409.04595947265625,6019.80615234375,3584.254638671875,306.8357238769531,2641.5634765625,325.2102966308594,1444.3597412109375,2130.48974609375,3281.897705078125,5612.732421875,7840.0693359375,940.6903076171875,1520.7109375,46.493690490722656,1382.9559326171875,3097.62646484375,231.63629150390625,574.1592407226562,118.6103744506836,182.37539672851562,3648.551025390625,5436.9912109375,12720.0,1564.106201171875,1543.6846923828125,458.63848876953125,232.77000427246094
8187.8232421875,1468.3447265625,4119.02392578125,409.94415283203125,6076.68115234375,3587.751220703125,304.8397521972656,2649.538818359375,325.3601989746094,1456.42626953125,2137.48486328125,3307.354248046875,5622.7197265625,7802.08935546875,944.3875122070312,1511.7156982421875,46.553585052490234,1379.56298828125,3101.62451171875,233.03237915039062,568.7652587890625,119.33007049560547,184.09271240234375,3650.548583984375,5506.95263671875,12940.0,1577.0694580078125,1621.068603515625,463.4326171875,233.2691650390625
8141.86376953125,1475.333984375,4101.546875,409.1456604003906,6150.51953125,3589.249755859375,308.2828674316406,2640.06787109375,330.25738525390625,1454.0126953125,2131.489013671875,3346.787109375,5637.69970703125,7846.0673828125,950.7826538085938,1499.2220458984375,46.553585052490234,1407.1929931640625,3092.62841796875,233.24703979492188,570.363525390625,119.23011016845703,185.0911407470703,3714.47119140625,5514.9482421875,13950.0,1578.06689453125,1611.0836181640625,460.6360168457031,234.1177978515625
8172.83642578125,1488.5140380859375,4131.00732421875,411.89031982421875,6087.6572265625,3589.74853515625,311.0772399902344,2667.4853515625,341.1510314941406,1473.520263671875,2158.469970703125,3426.151611328125,5652.6806640625,8093.9423828125,947.08544921875,1499.2220458984375,46.39887237548828,1444.032958984375,3107.6220703125,236.361328125,577.755126953125,119.92982482910156,186.20938110351562,3815.347412109375,5596.90283203125,14125.0,1593.5234375,1623.065673828125,465.8296813964844,238.51063537597656
8292.390625,1467.9171142578125,4124.5166015625,409.1456604003906,5625.9013671875,3608.2294921875,306.3755798339844,2662.998779296875,339.1521911621094,1482.1683349609375,2167.46337890625,3394.2060546875,5616.72802734375,7970.00537109375,949.783447265625,1486.728515625,46.4687385559082,1452.273681640625,3127.613037109375,235.64178466796875,578.3544311523438,120.549560546875,183.9926300048828,3841.31591796875,5668.86279296875,13980.0,1588.53759765625,1594.608154296875,460.96527099609375,240.806884765625
8419.2880859375,1457.53173828125,4153.47705078125,410.69268798828125,5638.8759765625,3631.705322265625,304.778564453125,2677.953369140625,336.6536560058594,1500.0665283203125,2169.46240234375,3383.224609375,5622.7197265625,7926.0263671875,954.7796630859375,1496.7235107421875,46.14433670043945,1472.1475830078125,3135.609375,235.74920654296875,579.5531616210938,120.24968719482422,184.8314208984375,3821.340576171875,5632.8828125,14215.0,1597.0135498046875,1622.5662841796875,464.3613586425781,242.5540313720703
8470.2470703125,1423.38037109375,4124.5166015625,404.405029296875,5523.10400390625,3616.221435546875,297.44232177734375,2671.9716796875,329.5078125,1507.5076904296875,2163.466552734375,3317.836181640625,5593.75732421875,7987.99609375,956.1785888671875,1488.2279052734375,45.54545974731445,1415.4334716796875,3132.61083984375,233.60108947753906,579.3534545898438,119.45001983642578,182.65457153320312,3777.393798828125,5594.904296875,13975.0,1585.5457763671875,1618.0728759765625,455.67144775390625,241.70542907714844
8578.1611328125,1445.548828125,4157.97119140625,405.05377197265625,5468.21142578125,3622.714599609375,301.8840026855469,2694.404296875,324.3608093261719,1524.802978515625,2171.460693359375,3302.862060546875,5650.6826171875,8071.95361328125,961.9742431640625,1485.2294921875,44.90664291381836,1426.58251953125,3164.5966796875,230.3789520263672,577.755126953125,120.34964752197266,181.95556640625,3756.41943359375,5602.8994140625,14000.0,1592.0277099609375,1618.572509765625,451.57623291015625,244.8502655029297
8725.044921875,1439.357666015625,4096.0537109375,404.6545715332031,5327.48974609375,3620.71630859375,302.0836181640625,2687.924072265625,318.0644836425781,1534.255126953125,2168.463134765625,3229.986328125,5642.69384765625,8083.94775390625,968.069580078125,1499.721923828125,44.582244873046875,1435.307861328125,3168.5947265625,229.519775390625,574.558837890625,121.62910461425781,182.1353302001953,3756.41943359375,5642.876953125,13805.0,1584.548583984375,1637.044677734375,454.07330322265625,244.9001922607422
