country,dataset_name,cleaned_filename,data_type,stock_code,category
US,Q2M,2017_04-06,Train,JNJ,一般交易
US,Q2M,2017_04-06,Train,V,一般交易
US,Q2M,2017_04-06,Train,WMT,一般交易
US,Q2M,2017_04-06,Train,KO,一般交易
US,Q2M,2017_04-06,Train,MCD,一般交易
US,Q2M,2017_04-06,Train,NKE,一般交易
US,Q2M,2017_04-06,Train,VZ,一般交易
US,Q2M,2017_04-06,Train,AMGN,一般交易
US,Q2M,2017_04-06,Train,HON,一般交易
US,Q2M,2017_04-06,Train,CRM,一般交易
US,Q2M,2017_04-06,Train,CAT,一般交易
US,Q2M,2017_04-06,Train,BA,一般交易
US,Q2M,2017_04-06,Train,MMM,一般交易
US,Q2M,2017_04-06,Train,AAPL,融券交易
US,Q2M,2017_04-06,Train,PG,融券交易
US,Q2M,2017_04-06,Train,MRK,融券交易
US,Q2M,2017_04-06,Train,DIS,融券交易
US,Q2M,2017_04-06,Train,IBM,融券交易
US,Q2M,2017_04-06,Train,INTC,融券交易
US,Q2M,2017_04-06,Train,DD,融券交易
US,Q2M,2017_04-06,Train,WBA,融券交易
US,Q2M,2017_04-06,Train,JNJ,融券交易
US,Q2M,2017_04-06,Train,V,融券交易
US,Q2M,2017_04-06,Train,WMT,融券交易
US,Q2M,2017_04-06,Train,KO,融券交易
US,Q2M,2017_04-06,Train,MCD,融券交易
US,Q2M,2017_04-06,Train,NKE,融券交易
US,Q2M,2017_04-06,Train,VZ,融券交易
US,Q2M,2017_04-06,Train,AMGN,融券交易
US,Q2M,2017_04-06,Train,HON,融券交易
US,Q2M,2017_04-06,Train,CRM,融券交易
US,Q2M,2017_04-06,Train,CAT,融券交易
US,Q2M,2017_04-06,Train,BA,融券交易
US,Q2M,2017_04-06,Train,MMM,融券交易
US,Q2M,2017_04-06,Train,AAPL,融券交易
US,Q2M,2017_04-06,Train,PG,融券交易
US,Q2M,2017_04-06,Train,MRK,融券交易
US,Q2M,2017_04-06,Train,DIS,融券交易
US,Q2M,2017_04-06,Train,IBM,融券交易
US,Q2M,2017_04-06,Train,INTC,融券交易
US,Q2M,2017_04-06,Train,DD,融券交易
US,Q2M,2017_04-06,Train,WBA,融券交易
