country,dataset_name,cleaned_filename,data_type,stock_code,category
US,Y2Q,2013_Q3~2014_Q2,Train,MSFT,一般交易
US,Y2Q,2013_Q3~2014_Q2,Train,UNH,一般交易
US,Y2Q,2013_Q3~2014_Q2,Train,JNJ,一般交易
US,Y2Q,2013_Q3~2014_Q2,Train,MRK,一般交易
US,Y2Q,2013_Q3~2014_Q2,Train,KO,一般交易
US,Y2Q,2013_Q3~2014_Q2,Train,DIS,一般交易
US,Y2Q,2013_Q3~2014_Q2,Train,BA,一般交易
US,Y2Q,2013_Q3~2014_Q2,Train,MMM,一般交易
US,Y2Q,2013_Q3~2014_Q2,Train,DD,一般交易
US,Y2Q,2013_Q3~2014_Q2,Train,WBA,一般交易
US,Y2Q,2013_Q3~2014_Q2,Train,JPM,融券交易
US,Y2Q,2013_Q3~2014_Q2,Train,PG,融券交易
US,Y2Q,2013_Q3~2014_Q2,Train,HD,融券交易
US,Y2Q,2013_Q3~2014_Q2,Train,CSCO,融券交易
US,Y2Q,2013_Q3~2014_Q2,Train,MCD,融券交易
US,Y2Q,2013_Q3~2014_Q2,Train,NKE,融券交易
US,Y2Q,2013_Q3~2014_Q2,Train,VZ,融券交易
US,Y2Q,2013_Q3~2014_Q2,Train,AMGN,融券交易
US,Y2Q,2013_Q3~2014_Q2,Train,HON,融券交易
US,Y2Q,2013_Q3~2014_Q2,Train,IBM,融券交易
US,Y2Q,2013_Q3~2014_Q2,Train,TRV,融券交易
US,Y2Q,2013_Q3~2014_Q2,Train,MSFT,融券交易
US,Y2Q,2013_Q3~2014_Q2,Train,UNH,融券交易
US,Y2Q,2013_Q3~2014_Q2,Train,JNJ,融券交易
US,Y2Q,2013_Q3~2014_Q2,Train,MRK,融券交易
US,Y2Q,2013_Q3~2014_Q2,Train,KO,融券交易
US,Y2Q,2013_Q3~2014_Q2,Train,DIS,融券交易
US,Y2Q,2013_Q3~2014_Q2,Train,BA,融券交易
US,Y2Q,2013_Q3~2014_Q2,Train,MMM,融券交易
US,Y2Q,2013_Q3~2014_Q2,Train,DD,融券交易
US,Y2Q,2013_Q3~2014_Q2,Train,WBA,融券交易
US,Y2Q,2013_Q3~2014_Q2,Train,JPM,融券交易
US,Y2Q,2013_Q3~2014_Q2,Train,PG,融券交易
US,Y2Q,2013_Q3~2014_Q2,Train,HD,融券交易
US,Y2Q,2013_Q3~2014_Q2,Train,CSCO,融券交易
US,Y2Q,2013_Q3~2014_Q2,Train,MCD,融券交易
US,Y2Q,2013_Q3~2014_Q2,Train,NKE,融券交易
US,Y2Q,2013_Q3~2014_Q2,Train,VZ,融券交易
US,Y2Q,2013_Q3~2014_Q2,Train,AMGN,融券交易
US,Y2Q,2013_Q3~2014_Q2,Train,HON,融券交易
US,Y2Q,2013_Q3~2014_Q2,Train,IBM,融券交易
US,Y2Q,2013_Q3~2014_Q2,Train,TRV,融券交易
