country,dataset_name,cleaned_filename,data_type,stock_code,category
US,H2M,2021_01-06,Train,MSFT,一般交易
US,H2M,2021_01-06,Train,UNH,一般交易
US,H2M,2021_01-06,Train,V,一般交易
US,H2M,2021_01-06,Train,HD,一般交易
US,H2M,2021_01-06,Train,CSCO,一般交易
US,H2M,2021_01-06,Train,CRM,一般交易
US,H2M,2021_01-06,Train,GS,一般交易
US,H2M,2021_01-06,Train,AXP,一般交易
US,H2M,2021_01-06,Train,MMM,一般交易
US,H2M,2021_01-06,Train,AAPL,融券交易
US,H2M,2021_01-06,Train,WMT,融券交易
US,H2M,2021_01-06,Train,DIS,融券交易
US,H2M,2021_01-06,Train,VZ,融券交易
US,H2M,2021_01-06,Train,HON,融券交易
US,H2M,2021_01-06,Train,TRV,融券交易
US,H2M,2021_01-06,Train,MSFT,融券交易
US,H2M,2021_01-06,Train,UNH,融券交易
US,H2M,2021_01-06,Train,V,融券交易
US,H2M,2021_01-06,Train,HD,融券交易
US,H2M,2021_01-06,Train,CSCO,融券交易
US,H2M,2021_01-06,Train,CRM,融券交易
US,H2M,2021_01-06,Train,GS,融券交易
US,H2M,2021_01-06,Train,AXP,融券交易
US,H2M,2021_01-06,Train,MMM,融券交易
US,H2M,2021_01-06,Train,AAPL,融券交易
US,H2M,2021_01-06,Train,WMT,融券交易
US,H2M,2021_01-06,Train,DIS,融券交易
US,H2M,2021_01-06,Train,VZ,融券交易
US,H2M,2021_01-06,Train,HON,融券交易
US,H2M,2021_01-06,Train,TRV,融券交易
