country,dataset_name,cleaned_filename,data_type,stock_code,category
US,H2Q,2018_Q2-Q3,Train,AAPL,一般交易
US,H2Q,2018_Q2-Q3,Train,MSFT,一般交易
US,H2Q,2018_Q2-Q3,Train,UNH,一般交易
US,H2Q,2018_Q2-Q3,Train,JNJ,一般交易
US,H2Q,2018_Q2-Q3,Train,MRK,一般交易
US,H2Q,2018_Q2-Q3,Train,AMGN,一般交易
US,H2Q,2018_Q2-Q3,Train,HON,一般交易
US,H2Q,2018_Q2-Q3,Train,CRM,一般交易
US,H2Q,2018_Q2-Q3,Train,BA,一般交易
US,H2Q,2018_Q2-Q3,Train,KO,融券交易
US,H2Q,2018_Q2-Q3,Train,MCD,融券交易
US,H2Q,2018_Q2-Q3,Train,VZ,融券交易
US,H2Q,2018_Q2-Q3,Train,GS,融券交易
US,H2Q,2018_Q2-Q3,Train,CAT,融券交易
US,H2Q,2018_Q2-Q3,Train,INTC,融券交易
US,H2Q,2018_Q2-Q3,Train,TRV,融券交易
US,H2Q,2018_Q2-Q3,Train,AAPL,融券交易
US,H2Q,2018_Q2-Q3,Train,MSFT,融券交易
US,H2Q,2018_Q2-Q3,Train,UNH,融券交易
US,H2Q,2018_Q2-Q3,Train,JNJ,融券交易
US,H2Q,2018_Q2-Q3,Train,MRK,融券交易
US,H2Q,2018_Q2-Q3,Train,AMGN,融券交易
US,H2Q,2018_Q2-Q3,Train,HON,融券交易
US,H2Q,2018_Q2-Q3,Train,CRM,融券交易
US,H2Q,2018_Q2-Q3,Train,BA,融券交易
US,H2Q,2018_Q2-Q3,Train,KO,融券交易
US,H2Q,2018_Q2-Q3,Train,MCD,融券交易
US,H2Q,2018_Q2-Q3,Train,VZ,融券交易
US,H2Q,2018_Q2-Q3,Train,GS,融券交易
US,H2Q,2018_Q2-Q3,Train,CAT,融券交易
US,H2Q,2018_Q2-Q3,Train,INTC,融券交易
US,H2Q,2018_Q2-Q3,Train,TRV,融券交易
