country,dataset_name,cleaned_filename,data_type,stock_code,category
US,Y2M,2015_08~2016_07,Train,UNH,一般交易
US,Y2M,2015_08~2016_07,Train,JNJ,一般交易
US,Y2M,2015_08~2016_07,Train,MCD,一般交易
US,Y2M,2015_08~2016_07,Train,HON,一般交易
US,Y2M,2015_08~2016_07,Train,CRM,一般交易
US,Y2M,2015_08~2016_07,Train,INTC,一般交易
US,Y2M,2015_08~2016_07,Train,MMM,一般交易
US,Y2M,2015_08~2016_07,Train,AAPL,融券交易
US,Y2M,2015_08~2016_07,Train,PG,融券交易
US,Y2M,2015_08~2016_07,Train,MRK,融券交易
US,Y2M,2015_08~2016_07,Train,KO,融券交易
US,Y2M,2015_08~2016_07,Train,NKE,融券交易
US,Y2M,2015_08~2016_07,Train,DIS,融券交易
US,Y2M,2015_08~2016_07,Train,GS,融券交易
US,Y2M,2015_08~2016_07,Train,AXP,融券交易
US,Y2M,2015_08~2016_07,Train,BA,融券交易
US,Y2M,2015_08~2016_07,Train,WBA,融券交易
US,Y2M,2015_08~2016_07,Train,UNH,融券交易
US,Y2M,2015_08~2016_07,Train,JNJ,融券交易
US,Y2M,2015_08~2016_07,Train,MCD,融券交易
US,Y2M,2015_08~2016_07,Train,HON,融券交易
US,Y2M,2015_08~2016_07,Train,CRM,融券交易
US,Y2M,2015_08~2016_07,Train,INTC,融券交易
US,Y2M,2015_08~2016_07,Train,MMM,融券交易
US,Y2M,2015_08~2016_07,Train,AAPL,融券交易
US,Y2M,2015_08~2016_07,Train,PG,融券交易
US,Y2M,2015_08~2016_07,Train,MRK,融券交易
US,Y2M,2015_08~2016_07,Train,KO,融券交易
US,Y2M,2015_08~2016_07,Train,NKE,融券交易
US,Y2M,2015_08~2016_07,Train,DIS,融券交易
US,Y2M,2015_08~2016_07,Train,GS,融券交易
US,Y2M,2015_08~2016_07,Train,AXP,融券交易
US,Y2M,2015_08~2016_07,Train,BA,融券交易
US,Y2M,2015_08~2016_07,Train,WBA,融券交易
