country,dataset_name,cleaned_filename,data_type,stock_code,category
US,H2M,2021_08~2022_01,Train,MSFT,一般交易
US,H2M,2021_08~2022_01,Train,JPM,一般交易
US,H2M,2021_08~2022_01,Train,PG,一般交易
US,H2M,2021_08~2022_01,Train,CVX,一般交易
US,H2M,2021_08~2022_01,Train,CSCO,一般交易
US,H2M,2021_08~2022_01,Train,TRV,一般交易
US,H2M,2021_08~2022_01,Train,DD,一般交易
US,H2M,2021_08~2022_01,Train,WBA,一般交易
US,H2M,2021_08~2022_01,Train,JNJ,融券交易
US,H2M,2021_08~2022_01,Train,WMT,融券交易
US,H2M,2021_08~2022_01,Train,MCD,融券交易
US,H2M,2021_08~2022_01,Train,NKE,融券交易
US,H2M,2021_08~2022_01,Train,DIS,融券交易
US,H2M,2021_08~2022_01,Train,AMGN,融券交易
US,H2M,2021_08~2022_01,Train,HON,融券交易
US,H2M,2021_08~2022_01,Train,GS,融券交易
US,H2M,2021_08~2022_01,Train,BA,融券交易
US,H2M,2021_08~2022_01,Train,MMM,融券交易
US,H2M,2021_08~2022_01,Train,MSFT,融券交易
US,H2M,2021_08~2022_01,Train,JPM,融券交易
US,H2M,2021_08~2022_01,Train,PG,融券交易
US,H2M,2021_08~2022_01,Train,CVX,融券交易
US,H2M,2021_08~2022_01,Train,CSCO,融券交易
US,H2M,2021_08~2022_01,Train,TRV,融券交易
US,H2M,2021_08~2022_01,Train,DD,融券交易
US,H2M,2021_08~2022_01,Train,WBA,融券交易
US,H2M,2021_08~2022_01,Train,JNJ,融券交易
US,H2M,2021_08~2022_01,Train,WMT,融券交易
US,H2M,2021_08~2022_01,Train,MCD,融券交易
US,H2M,2021_08~2022_01,Train,NKE,融券交易
US,H2M,2021_08~2022_01,Train,DIS,融券交易
US,H2M,2021_08~2022_01,Train,AMGN,融券交易
US,H2M,2021_08~2022_01,Train,HON,融券交易
US,H2M,2021_08~2022_01,Train,GS,融券交易
US,H2M,2021_08~2022_01,Train,BA,融券交易
US,H2M,2021_08~2022_01,Train,MMM,融券交易
