country,dataset_name,cleaned_filename,data_type,stock_code,category
US,M2M,2018_06,Train,CVX,一般交易
US,M2M,2018_06,Train,HD,一般交易
US,M2M,2018_06,Train,MRK,一般交易
US,M2M,2018_06,Train,DIS,一般交易
US,M2M,2018_06,Train,VZ,一般交易
US,M2M,2018_06,Train,CRM,一般交易
US,M2M,2018_06,Train,DD,一般交易
US,M2M,2018_06,Train,AAPL,融券交易
US,M2M,2018_06,Train,MSFT,融券交易
US,M2M,2018_06,Train,UNH,融券交易
US,M2M,2018_06,Train,JNJ,融券交易
US,M2M,2018_06,Train,JPM,融券交易
US,M2M,2018_06,Train,IBM,融券交易
US,M2M,2018_06,Train,CAT,融券交易
US,M2M,2018_06,Train,TRV,融券交易
US,M2M,2018_06,Train,CVX,融券交易
US,M2M,2018_06,Train,HD,融券交易
US,M2M,2018_06,Train,MRK,融券交易
US,M2M,2018_06,Train,DIS,融券交易
US,M2M,2018_06,Train,VZ,融券交易
US,M2M,2018_06,Train,CRM,融券交易
US,M2M,2018_06,Train,DD,融券交易
US,M2M,2018_06,Train,AAPL,融券交易
US,M2M,2018_06,Train,MSFT,融券交易
US,M2M,2018_06,Train,UNH,融券交易
US,M2M,2018_06,Train,JNJ,融券交易
US,M2M,2018_06,Train,JPM,融券交易
US,M2M,2018_06,Train,IBM,融券交易
US,M2M,2018_06,Train,CAT,融券交易
US,M2M,2018_06,Train,TRV,融券交易
