country,dataset_name,cleaned_filename,data_type,stock_code,category
US,Q#,2012_Q1,Train,AAPL,一般交易
US,Q#,2012_Q1,Train,MSFT,一般交易
US,Q#,2012_Q1,Train,UNH,一般交易
US,Q#,2012_Q1,Train,V,一般交易
US,Q#,2012_Q1,Train,JPM,一般交易
US,Q#,2012_Q1,Train,HD,一般交易
US,Q#,2012_Q1,Train,CSCO,一般交易
US,Q#,2012_Q1,Train,MCD,一般交易
US,Q#,2012_Q1,Train,AMGN,一般交易
US,Q#,2012_Q1,Train,CRM,一般交易
US,Q#,2012_Q1,Train,GS,一般交易
US,Q#,2012_Q1,Train,AXP,一般交易
US,Q#,2012_Q1,Train,PG,融券交易
US,Q#,2012_Q1,Train,HON,融券交易
US,Q#,2012_Q1,Train,BA,融券交易
US,Q#,2012_Q1,Train,MMM,融券交易
US,Q#,2012_Q1,Train,TRV,融券交易
US,Q#,2012_Q1,Train,AAPL,融券交易
US,Q#,2012_Q1,Train,MSFT,融券交易
US,Q#,2012_Q1,Train,UNH,融券交易
US,Q#,2012_Q1,Train,V,融券交易
US,Q#,2012_Q1,Train,JPM,融券交易
US,Q#,2012_Q1,Train,HD,融券交易
US,Q#,2012_Q1,Train,CSCO,融券交易
US,Q#,2012_Q1,Train,MCD,融券交易
US,Q#,2012_Q1,Train,AMGN,融券交易
US,Q#,2012_Q1,Train,CRM,融券交易
US,Q#,2012_Q1,Train,GS,融券交易
US,Q#,2012_Q1,Train,AXP,融券交易
US,Q#,2012_Q1,Train,PG,融券交易
US,Q#,2012_Q1,Train,HON,融券交易
US,Q#,2012_Q1,Train,BA,融券交易
US,Q#,2012_Q1,Train,MMM,融券交易
US,Q#,2012_Q1,Train,TRV,融券交易
