AAPL,MSFT,AMZN,GOOG,BRK.B,FB,BABA,TCEHY,JPM,JNJ,V,XOM,WMT,BAC,PG,INTC,CSCO,MA,VZ,UNH,BRK.A,GOOGL,
205.7,136.04,1789.84,1168.39,200.9,182.39,172.41,42.33,108.56,128.74,179.2,68.56,114.64,27.05,121.36,46.98,46.5,280.11,58.04,230.62,301356,1169.55,
209.19,137.63,1800.62,1181.41,202.19,187.14,174.33,43.62,109.87,128.86,181.77,69.29,115.91,27.49,123.21,48.92,47.32,286.1,58.18,226.73,303300.01,1182.27,
213.28,140.05,1840.72,1211.38,204.24,190.9,178.94,43.71,112.37,128.58,184.73,70.27,115.44,28.12,122.76,50.1,48.42,292.08,58.59,229.59,306066,1212.19,
213.26,139.1,1833.51,1204.93,204.73,187.49,176.69,43.78,112.61,128.21,185.74,70.93,114.73,27.73,122.87,50.92,48.84,291.38,59.06,229,307260,1206.32,
214.17,137.52,1831.35,1204.41,206.62,188.76,177.78,43.76,115.4,126.95,181.55,71.49,116.33,28.63,122.17,51.59,48.58,283.36,58.66,230.68,309701.05,1205.27,
216.7,136.08,1820.55,1206,208.31,186.17,174.99,43.35,116.87,129.55,176.35,72.07,116.05,29.35,119.88,51.82,49.21,272.33,59.71,232.46,311950.05,1205.7,
223.59,136.12,1822.99,1220.17,210.91,188.49,176.09,44.13,117.19,131.17,174.98,71.93,116.02,29.46,121.27,52.79,50.03,269.95,60.13,234.21,316230,1220,
223.09,137.52,1843.55,1234.25,211.37,187.47,178.24,44.45,117.91,130.43,177.98,71.98,116.92,29.67,122.77,53.01,49.93,276.4,60.43,230.1,317182,1234.97,
218.75,137.32,1839.34,1239.56,213.61,187.19,179.17,44.59,120.23,130.78,177.27,72.64,117.43,30.17,122.12,52.54,50.03,276.32,59.96,233.61,320850,1240.03,
219.9,136.33,1807.84,1231.3,210.33,186.22,177.07,43.97,119.16,129.54,176.11,73.73,115.57,30.13,119.75,52.2,49.96,274.08,59.5,234.43,315807,1231.63,
220.7,137.39,1822.55,1229.15,210.15,188.08,179,44.14,118.57,129.67,176.45,73.17,116.51,29.94,121.16,51.95,49.41,276.25,59.87,232.52,315744,1229.88,
222.77,138.52,1817.46,1232.41,210.9,188.14,180,43.47,119.76,130.41,175.29,72.82,117.16,30,121.41,51.74,49.34,275.1,59.93,230.61,317030,1232.65,
220.96,141.07,1821.5,1238.71,209.22,190.14,180.46,43.16,119.38,130.11,175.96,72.33,117.11,29.82,121.9,51.57,49.19,275.91,59.98,232.85,315000,1238.75,
217.73,139.44,1794.16,1229.93,208.12,189.93,182.51,42.77,118.9,131.65,174.06,72.08,116.98,29.59,122.24,50.72,49.6,271.17,60.29,232.89,313700,1229.84,
218.72,139.14,1785.3,1234.03,207.96,186.82,176.98,42.87,118.88,131.74,174.91,72.13,117.62,29.52,123.22,50.9,49.42,273.15,60.21,228.77,313225,1234.69,
217.68,137.38,1741.61,1218.76,206.4,181.28,171.55,42.27,117.33,131.55,174.48,71.14,118.4,28.94,123.61,49.82,49.12,271.12,60.51,225,310356,1218.33,
221.03,139.36,1768.33,1246.52,208.11,182.8,176.66,42.25,118,130.99,175.28,71.35,118.47,29.25,123.02,51.02,49.61,272.75,60.27,222.17,311906,1245.94,
219.89,139.54,1739.84,1241.39,206.9,180.11,175,41.99,117.03,128.85,175.65,70.97,118.3,29.13,124.31,50.92,48.83,273.89,60.44,215.48,310250.01,1242.29,
218.82,137.73,1725.45,1225.09,207.45,177.1,165.98,40.89,117.72,128.6,174,71.48,118.45,29.35,124.57,50.78,48.84,269.13,60.3,215.26,311450,1225.95,
223.97,139.03,1735.91,1219,208.02,178.08,167.23,41.63,117.69,129.38,172.01,70.61,118.68,29.17,124.38,51.53,49.41,271.57,60.36,217.32,311832,1221.14,
