AAPL,MSFT,AMZN,GOOG,BRK.B,FB,BABA,TCEHY,JPM,JNJ,V,XOM,WMT,BAC,PG,INTC,CSCO,MA,VZ,UNH,BRK.A,GOOGL,
201.5,106.28,1797.17,1220.01,197.85,171.65,185.27,45.45,115.66,132.64,138.25,80.39,88.24,31.25,80.65,48.81,41.86,201.2,51.73,253.37,301200,1232.99,
207.39,107.57,1834.33,1226.15,198.06,176.37,182.6,44.37,116.15,131.25,138.92,79.91,88.76,31.28,82,49.48,42.53,202.01,51.98,256.08,301160,1241.13,
207.99,108.04,1823.29,1223.71,200.24,177.78,180.84,45.24,117.09,131.95,139.82,80.2,89.6,31.51,82.33,49.63,42.83,201.2,52.27,257.22,304671,1238.16,
209.07,108.13,1847.75,1224.77,206.06,185.69,178.62,45.14,117.12,132.02,139.71,80.18,89.67,31.52,82.52,49.3,43.3,201.54,52.48,256.76,311805.5,1237.67,
207.11,108.88,1862.48,1242.22,208.72,183.81,179.92,45.83,117.55,131.46,140.28,81.27,89.77,31.51,82.64,49.7,43.58,202.62,52.46,257.65,315600,1255.84,
207.25,109.49,1886.52,1245.61,208.94,185.18,177.52,46.41,117.79,131.17,140.68,80.73,90.05,31.8,82.35,49.96,43.84,202.86,52.7,258.81,315300,1261.33,
208.88,109.67,1898.52,1249.1,209.1,183.09,177.19,47.55,116.88,131.2,140.01,80.32,89.01,31.6,81.4,50.14,43.78,203.6,53.01,261.59,315100,1264.46,
207.53,109,1886.3,1237.61,206.63,180.26,180.01,47.05,115.73,130.75,139.73,79.42,90.18,31.19,81.43,48.85,43.78,202.65,52.47,260.36,312000,1252.51,
208.87,108.21,1896.2,1235.01,205.17,180.05,177.68,45.75,113.89,130.22,140.21,78.56,89.64,30.48,81.52,48.45,43.75,202.31,52.22,260.91,310230,1248.64,
209.75,109.56,1919.65,1242.1,205.83,181.11,172.53,44.2,114.65,129.5,140.76,78.31,90.85,30.79,81.31,48.12,44,203.88,52.87,263.48,310815,1258.14,
210.24,107.66,1882.62,1214.38,204.5,179.53,169.83,41.25,113.7,130.43,139.92,76.94,90.22,30.36,82.3,47.46,43.86,200.24,53.24,260.61,309050.01,1232.22,
213.32,107.64,1886.52,1206.49,207.56,174.7,171.99,42.69,114.77,132.48,140.65,78,98.64,30.72,83.69,47.17,45.16,203.6,54.27,263.1,313000,1224.06,
217.58,107.58,1882.22,1200.96,208.14,173.8,172.78,44.13,114.77,134.47,141.33,78.26,97.85,30.74,83.69,47.1,45.87,203.21,54.79,262.33,313465,1215.85,
215.46,106.87,1876.71,1207.77,208.46,172.5,176.29,44.68,114.62,136.88,140.94,78.81,96,30.87,83.64,46.5,46.22,204.75,54.65,262.4,314060,1221.95,
215.04,105.98,1883.42,1201.62,208.49,172.62,177.92,45.19,115.32,135.35,140.04,78.83,96.08,31.02,83.9,47.62,45.78,203.09,54.91,261.69,313725,1217.41,
215.05,107.06,1904.9,1207.33,207.33,173.64,177.85,46.11,114.97,134.61,141.14,79.96,95.67,30.98,83.39,47.05,45.99,204.31,54.14,260.74,312400,1221.75,
215.49,107.56,1902.9,1205.38,207.24,172.9,172.23,44.85,114.73,135.11,142.1,79.08,95.18,30.84,83.24,46.98,46.02,205.22,54.28,261.42,311982.5,1221.16,
216.16,108.4,1905.39,1220.65,207.98,174.65,174.23,45.82,114.68,135.95,144.2,79.62,94.95,30.89,83.36,47.66,46.32,209.4,54.78,264.28,312850,1236.75,
217.94,109.6,1927.68,1241.82,210.51,177.46,180.65,46.47,116.71,134.92,145.4,80.4,94.54,31.31,83.44,48.35,46.59,211.53,54.85,267.08,316200,1256.27,
219.7,110.26,1932.82,1231.15,210.77,176.26,178.19,46.38,116.14,134.32,145.2,80.28,96.07,31.27,83.48,48.57,46.95,212.63,54.65,268.51,317124,1245.86,
222.98,112.02,1998.1,1249.3,211.27,175.9,178.5,46.2,115.76,134.86,147.03,80.86,95.64,31.14,83.49,48.75,47.48,214.57,54.57,269,317505.01,1264.65,
225.03,111.95,2002.38,1239.12,209.75,177.64,174.6,42.98,115.19,134.95,146.74,80.51,96.1,31.01,83.41,48.24,47.15,213.8,54.75,268.39,317000,1254.44,
227.63,112.33,2012.71,1218.19,208.72,175.73,175.01,43.14,114.58,134.69,146.89,80.17,95.86,30.93,82.95,48.43,47.77,215.56,54.37,268.46,315800,1231.8,
