AAPL,MSFT,AMZN,GOOG,BRK.B,FB,BABA,TCEHY,JPM,JNJ,V,XOM,WMT,BAC,PG,INTC,CSCO,MA,VZ,UNH,BRK.A,GOOGL,
255.82,143.72,1791.44,1273.74,215.83,193.62,176.46,41.09,127.8,131.2,180.93,69.6,117.62,31.8,123.87,56.51,47.03,279.05,60.37,252.21,323400,1272.25,
257.5,144.55,1804.66,1291.37,217.98,194.72,179.69,41.97,128.82,130.23,178.95,71.67,117.57,32.4,119.07,57.61,47.48,276.33,59.87,251.25,326800,1289.61,
257.13,144.46,1801.71,1292.03,220.88,194.32,182,42.38,129.1,130.42,176.37,73.09,118.86,32.82,118.9,57.55,47.76,269,59.5,250.3,331500,1291.44,
257.24,144.06,1795.77,1291.8,222,191.55,184.16,42.5,129.3,130.96,176.77,71.49,119.5,32.79,120.32,57.6,48.27,269.86,60.13,250.52,332855,1291.01,
259.43,144.26,1788.2,1308.86,222.74,190.42,186.66,42.72,129.3,131.43,178.43,73.01,120.23,33.23,120.32,57.6,48.42,272.79,60.53,256.46,333860,1306.94,
260.14,145.96,1785.88,1311.37,221.31,190.84,187.16,41.79,130.38,133,178.97,70.77,119.44,33.26,119.7,58.27,48.83,274.89,59.35,256.97,331526,1309,
262.2,146.11,1771.65,1299.19,220.85,189.61,186.71,41.69,129.92,131.98,179.54,70.34,119.04,33.18,119.33,58.35,48.1,277,59.61,254.09,330986,1298.28,
261.96,147.07,1778,1298.8,220.89,194.47,186.97,42.2,129.16,131.35,179.74,69.37,119.12,33.09,119.27,58.2,48.37,277.14,59.32,255.25,331106,1297.21,
264.47,147.31,1753.11,1298,219.77,193.19,182.48,40.74,128.48,131.27,179.41,68.8,120.98,32.79,120.65,57.89,48.46,278.07,59.41,253.57,329402,1296.18,
262.64,148.06,1754.6,1311.46,219.36,193.15,182.8,40.88,128.6,130.96,179.75,68.5,120.65,32.7,120.5,57.81,44.91,279.63,59.34,255.83,329302,1309.15,
265.76,149.97,1739.49,1334.87,219.74,195.1,185.49,40.96,129.53,134.94,179.77,69.19,118.87,32.93,120.54,57.96,45.09,280.78,59.51,269.4,329405,1333.54,
267.1,150.34,1752.53,1320.7,219.35,197.4,184.61,41.91,130.62,134.83,179.66,68.52,120.25,32.96,121.89,58.25,45.15,280.86,59.44,272.93,329225,1319.84,
266.29,150.39,1752.79,1315.46,219.03,199.32,185.25,42.82,130.58,134.82,182.77,67.82,119.89,32.94,121.42,58.35,45.47,285.31,59.5,274.23,328601,1312.59,
263.19,149.62,1745.53,1303.05,217.48,197.51,182.35,42.45,129.63,135.94,181.66,68.03,119.13,32.69,122.29,57.9,45.08,285.38,59.48,275.56,326712,1301.86,
262.01,149.48,1734.71,1301.35,216.63,197.93,184.86,42.33,129.93,136.44,179.89,69.67,119.86,32.84,120.34,58.22,44.84,284.45,59.61,276.55,325102,1300.14,
261.78,149.59,1745.72,1295.34,217.96,198.82,186.78,42.6,130.79,138.07,179.47,69.37,119.36,33.18,120.29,57.61,44.85,282.57,59.75,276.84,326962,1293.67,
266.37,151.23,1773.84,1306.69,219.06,199.79,190.45,43.62,131.49,137.18,180.97,68.91,118.92,33.47,120.51,58.81,45.45,287.61,59.38,282.67,328301,1305.64,
264.29,152.03,1796.94,1313.55,218.9,198.97,194.7,42.99,131.67,137.17,182.55,68.74,119.19,33.35,122.26,58.9,45.31,289.38,59.89,281.4,328402,1313,
267.84,152.32,1818.51,1312.99,220.5,202,200.82,42.9,132.06,137.75,184.37,68.7,118.76,33.42,121.76,58.51,45.24,291.7,60.1,280.67,330684.81,1312.13,
267.25,151.38,1800.8,1304.96,220.3,201.64,200,42.15,131.76,137.49,184.51,68.13,119.09,33.32,122.06,58.05,45.31,292.23,60.24,279.87,330495.11,1304.09,
