AAPL,MSFT,AMZN,GOOG,BRK.B,FB,BABA,TCEHY,JPM,JNJ,V,XOM,WMT,BAC,PG,INTC,CSCO,MA,VZ,UNH,BRK.A,GOOGL,
222.22,105.92,1665.53,1070,205.86,151.75,151.25,37.18,108.98,140.82,140.83,80.67,100.58,27.81,89.59,48.22,45.65,199.71,56.05,260.93,308366,1085.98,
207.48,106.16,1665.53,1057.79,206.57,150.35,147.59,37.85,108.38,140.68,139.78,81.95,101.34,27.89,89.81,47.11,45.48,197.72,56.63,261.01,308411.01,1071.49,
201.59,107.51,1627.8,1040.09,216.24,148.68,144.64,37.82,109.09,142.2,139.8,81.64,102.91,28.06,91.2,47.97,46.14,197.98,57.21,261.01,323935,1055.73,
203.77,107.72,1642.81,1055.81,218.51,149.94,147.44,37.4,109.6,142.57,140.79,81.99,103.33,28.21,91.51,47.25,46.5,199.15,57.21,263.54,327050,1069.57,
209.95,111.96,1755.49,1093.39,221.24,151.53,152.5,38.65,111.48,144.75,144.78,83.03,104.32,28.54,91.29,48.72,47.9,208.24,57.65,274.63,331391.01,1108.24,
208.49,111.75,1754.91,1082.4,222.42,147.87,148.99,36.5,112.38,145.3,145.23,81.71,104.88,28.87,91.36,48.99,48.44,208.86,58.27,276.65,333200,1094.63,
204.47,109.57,1712.43,1066.15,219.63,144.96,144.85,34.82,111.29,145.34,143.93,80.87,105.56,28.52,92.41,48.11,47.11,205.62,58.46,276.55,329664.88,1077.02,
194.17,106.87,1636.85,1038.63,215.42,141.55,142.82,33.73,108.95,145.62,139.72,79.83,103.87,27.75,92.7,46.65,45.62,199.14,58.72,272.38,323040,1049.36,
192.23,106.94,1631.17,1036.05,217.92,142.16,146.98,35.1,109.59,144.68,139.72,78,102.94,27.76,93.47,47.39,45.12,198.17,58.66,269.22,326700,1047.97,
186.8,104.97,1599.01,1043.66,216.03,144.22,150.44,36.6,107.33,144.25,139.49,77.39,101.53,27.21,93.49,47.09,44.33,197.58,58.94,264.96,323700.05,1054.58,
191.41,107.28,1619.44,1064.71,217.38,143.85,156.22,37.63,110.07,144.5,141.84,78.19,99.54,27.9,93.83,48.11,46.77,200.71,59.08,264.94,326300,1071.05,
193.53,108.29,1593.41,1061.49,218.41,139.53,154.1,37.47,109.99,145.99,140.18,78.96,97.69,27.75,93.82,48.83,46.35,199.04,60.21,271.11,328350,1068.27,
185.86,104.62,1512.29,1020,217.94,131.55,149.53,36.48,110.83,147.73,134.76,79.22,96.78,27.75,93.29,48,45.75,189.28,60.62,266.05,326706,1027.42,
176.98,101.71,1495.46,1025.76,210.71,132.43,145.98,35.53,108.45,146.45,133.37,76.97,94.16,27.38,92.1,47.39,44.49,187.06,59.46,261.5,315970,1030.45,
176.78,103.11,1516.73,1037.61,210.86,134.82,149.41,37.15,107.64,141.99,134.42,77.56,94.17,27.27,91.41,47.03,44.89,187.66,59.16,260.55,316300.69,1043.43,
172.29,103.07,1502.06,1023.88,207.07,131.73,150.33,37.03,106.65,142.23,132.87,75.49,95.1,26.97,91.54,46.54,44.54,182.6,58.64,261.62,310340,1030.1,
174.62,106.47,1581.33,1048.62,210.63,136.38,156.01,38.3,109.26,141.37,135.94,76.98,95.15,27.56,91.94,47.45,45.57,191.85,59.17,266.16,316040,1055.94,
174.24,107.14,1581.42,1044.41,212.53,135,156.46,38.84,109.72,143.22,135.91,77.05,95.04,27.74,92.72,48.07,46.12,192.98,60.65,271.15,318696,1052.28,
180.94,111.12,1677.75,1086.23,217.5,136.76,159.34,41.02,110.94,146.44,141.38,78.45,97.46,28.43,93.01,48.86,47.29,202.28,60.06,280.95,325000,1091.79,
179.55,110.19,1673.57,1088.3,217.7,138.68,156.28,39.72,110.06,145.85,139.1,79.06,97.29,28.04,92.82,47.7,47.34,196.66,59.45,282.55,326481,1094.58,
178.58,110.89,1690.17,1094.43,218.24,140.61,160.86,40.08,111.19,146.9,141.71,79.5,97.65,28.4,94.51,49.31,47.87,201.07,60.3,281.36,326000,1109.65,
