AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
17.427,33.580,72.580,87.470,48.305,73.590,51.960,76.160,121.320,76.260,48.740,37.880,23.240,96.130,36.210,64.830,46.990,114.580,83.220,186.380,52.630,159.000,83.760,22.921,75.930,117.750,119.620,84.660,114.930,56.240
17.484,33.920,72.570,87.290,47.955,73.720,52.090,75.930,120.830,76.320,48.370,37.950,23.320,95.280,35.945,64.880,46.790,113.060,82.840,184.960,53.150,158.670,84.070,22.830,74.580,117.840,119.200,84.480,116.100,56.530
17.265,33.860,72.520,86.580,47.163,73.160,51.940,75.840,118.250,75.880,48.360,37.430,23.005,94.670,35.820,64.020,47.010,111.118,81.450,183.860,52.000,156.850,83.970,22.885,74.020,115.240,118.550,84.060,116.310,55.960
17.251,33.880,72.990,87.310,47.620,72.800,52.670,76.020,118.130,75.780,48.230,37.160,23.020,94.700,36.070,65.300,47.100,112.910,82.240,184.100,52.830,156.550,84.200,22.600,74.310,117.200,119.400,84.680,119.970,55.790
17.420,33.300,72.170,86.590,46.583,71.870,51.830,75.650,117.870,75.130,47.890,37.200,22.890,94.360,35.670,64.590,47.290,110.220,82.910,182.010,52.160,154.250,83.530,22.810,72.940,116.690,118.690,84.090,118.050,55.190
17.176,33.010,71.480,85.610,45.633,72.900,50.870,76.330,116.730,74.270,47.750,37.050,22.635,93.940,35.140,64.000,46.050,107.760,81.820,178.720,50.140,153.050,82.850,22.830,72.220,115.440,117.160,82.990,115.560,54.860
17.378,33.070,71.380,85.960,45.962,73.000,50.750,76.950,116.130,74.140,47.270,37.280,22.500,93.270,35.445,63.590,46.200,106.280,81.900,181.320,49.910,154.440,83.520,22.480,72.220,114.470,117.570,82.350,116.760,55.010
17.487,33.760,73.980,87.780,47.258,74.790,52.520,77.890,116.380,75.510,47.490,37.080,23.010,94.440,36.720,65.580,46.860,109.920,85.090,184.770,51.540,158.010,84.730,22.590,74.660,118.900,119.340,84.170,121.200,56.000
17.600,34.130,74.270,89.450,48.050,74.820,52.510,78.480,117.670,76.320,47.290,37.780,23.280,94.740,36.730,66.210,47.090,110.890,86.460,186.160,51.070,160.000,85.610,23.100,75.400,117.980,120.720,84.660,123.210,55.960
17.716,34.450,74.720,89.800,48.360,74.680,52.710,78.740,118.580,76.350,46.750,37.770,23.340,94.720,37.030,66.830,46.810,111.580,85.980,186.970,51.170,159.460,86.240,23.255,76.070,119.460,121.400,85.200,122.460,56.700
17.810,34.490,73.870,89.930,47.843,74.370,52.310,77.600,118.150,75.180,46.570,37.910,23.180,93.800,36.855,66.440,46.320,111.440,85.140,184.660,50.720,157.630,85.750,23.450,75.250,118.180,119.820,84.480,121.290,56.300
17.897,34.640,75.190,91.110,48.907,75.600,54.000,78.340,119.160,74.940,47.170,37.660,22.995,95.220,37.260,66.350,47.250,114.280,85.750,186.730,52.580,162.250,86.270,23.390,76.320,120.340,120.940,86.080,123.390,57.590
18.018,34.920,71.370,91.970,49.570,75.780,54.210,79.420,119.521,75.740,47.110,38.000,22.781,95.470,37.270,66.420,48.900,115.850,86.740,174.830,53.010,158.320,85.850,23.695,80.230,122.290,122.620,86.020,124.170,58.760
18.175,34.960,68.760,91.630,50.112,75.710,54.300,79.410,119.650,74.690,46.610,38.550,22.961,95.200,37.965,67.150,50.010,114.918,84.580,173.780,54.100,158.690,87.340,23.920,80.520,122.520,122.840,86.580,123.930,58.590
18.620,34.990,68.200,91.200,50.010,75.150,54.270,78.970,119.820,74.620,46.510,38.780,22.930,94.590,38.045,67.610,50.580,113.640,84.650,172.860,55.100,159.770,87.700,23.875,80.400,121.470,123.250,86.760,124.080,58.380
18.567,34.580,68.860,92.360,49.995,76.320,53.620,80.380,120.640,74.860,46.470,38.820,22.650,95.120,37.980,69.000,51.140,116.210,86.160,174.970,54.280,159.250,89.170,24.135,80.870,122.480,123.800,86.710,124.650,58.690
18.749,33.760,68.010,92.100,49.722,75.900,52.750,80.910,120.130,75.080,46.560,39.090,22.255,94.210,37.780,68.120,50.820,115.670,86.690,175.770,53.340,157.740,83.760,24.071,80.630,129.020,123.200,86.280,123.120,58.790
18.997,33.720,67.610,92.350,50.727,76.420,52.480,80.610,120.560,76.780,46.220,39.090,22.375,94.680,37.755,69.050,50.420,116.200,87.280,177.800,54.380,159.960,84.530,23.735,80.900,128.980,123.490,87.030,121.860,59.250
18.784,35.730,67.620,92.090,50.765,76.080,52.770,80.000,120.590,76.250,46.540,38.800,22.455,94.780,37.850,69.260,50.710,116.320,87.500,176.850,54.560,162.090,84.770,23.780,82.610,131.190,124.420,86.630,118.560,59.190
18.924,35.570,66.940,92.390,50.770,77.140,52.680,81.300,120.910,76.060,45.350,39.030,22.550,95.370,37.755,69.000,50.570,118.330,87.330,177.350,53.490,161.450,84.280,24.235,82.760,129.880,124.920,87.110,117.330,59.410
