AAPL,MSFT,AMZN,GOOG,BRK.B,FB,BABA,TCEHY,JPM,JNJ,V,XOM,WMT,BAC,PG,INTC,CSCO,MA,VZ,UNH,BRK.A,GOOGL,
106.05,56.58,767.74,772.88,143.93,124.31,84.34,23.91,63.8,125.4,78.26,85.86,73.78,14.33,86.41,34.85,30.73,95.07,54.5,143.51,215960,800.94,
104.48,56.58,760.58,771.07,143.31,123.09,83.8,23.71,63.65,124.85,78.28,87.04,73.13,14.13,86.76,34.56,30.62,95.25,54,143.17,214900,800.12,
105.79,56.97,754.64,773.18,143.63,122.51,83.67,23.54,64.66,123.9,78.71,87.49,72.94,14.48,85.97,34.25,30.72,95.08,53.9,142.88,215300,798.92,
105.87,57.39,760.77,771.61,143.12,124.36,84.75,23.69,64.56,123.86,79.48,87.48,73.3,14.48,86.05,34.58,30.8,95.91,53.93,142.71,214830,797.25,
107.48,57.96,765.98,782.22,145.65,125.15,84.59,23.93,66.3,124.24,80.14,87.56,73.76,15.05,85.78,34.98,31.04,96.88,53.64,142.99,218010,806.93,
108.37,58.06,766.56,781.76,145.56,125.26,85,24.24,66.1,123.65,79.95,88.59,73.34,15.13,85.76,35.04,31.01,96.78,53.59,142.13,218300,805.23,
108.81,58.2,768.31,784.26,147.22,125.06,85.24,24.32,65.87,123.43,80.06,88.7,73.54,15.19,85.99,34.92,30.94,96.7,53.66,141.82,220605.05,807.48,
108,58.02,768.56,784.68,146.69,124.88,87.33,24.16,65.28,123.36,79.68,86.41,73.95,14.81,86.31,34.53,30.85,96.29,53.81,142.19,220000,808.49,
107.93,58.3,771.24,784.85,147.74,124.9,91.77,24.45,65.46,123.77,80.12,86.72,73.8,14.88,86.73,34.68,30.95,96.53,53.86,142.63,221890,808.2,
108.18,57.94,772.56,783.22,147.72,124.88,98.25,24.17,65.32,123.22,80.02,87.85,73.89,14.91,87.04,34.57,30.87,96.12,53.65,142.88,221750,807.05,
109.48,58.12,768.49,782.44,147.78,123.9,97.17,24.68,65.72,122.31,80.91,87.81,73.32,15.02,87.02,34.91,31.19,96.44,53.61,141.62,221995,805.96,
109.38,57.44,764.04,777.14,147.24,123.3,96.66,25.1,65.71,120.33,80.81,87.92,72.89,15.17,86.58,35.21,31.12,95.62,52.76,141.08,220805,801.19,
109.22,57.56,764.63,779.91,149.08,124.37,97,26.21,65.89,121.31,80.84,88.11,72.93,15.15,86.96,35.02,30.72,95.59,53.17,141.71,223889.98,805.42,
109.08,57.6,764.46,777.5,148.81,123.91,97,26.44,65.95,120.72,80.27,88.91,74.3,15.16,87.44,34.97,30.48,95.27,52.87,142.17,223200,802.75,
109.36,57.62,757.31,775.42,148.75,123.56,96.86,26.17,65.86,119.92,80.47,87.8,72.81,15.22,87.31,35.24,30.52,95.22,52.45,142.04,223040,799.65,
108.51,57.67,759.48,772.15,148.45,124.15,95.65,26.22,65.8,119.13,81.06,87.99,72.7,15.18,86.85,35.36,30.63,95.79,52.55,142.09,222446,796.95,
108.85,57.89,762.45,772.08,148.77,124.37,95.79,26.17,65.77,119.44,80.8,87.72,71.97,15.35,87.4,35.4,30.98,96.29,52.63,142.01,223500,796.59,
108.03,57.95,757.25,769.64,148.41,123.48,93.88,25.83,65.95,118.71,80.29,88.02,72.23,15.4,87.31,35.15,31.06,95.53,52.53,139.87,222824,793.6,
107.57,58.17,759.22,769.41,148.64,123.89,93.94,25.72,66.07,118.57,80.32,87.46,71.22,15.53,87.9,35.09,31.29,95.59,52.75,137.3,222999,791.3,
106.94,58.03,769,769.54,147.91,124.96,95.06,25.82,66.22,119.04,80.57,87.27,71.14,15.79,87.58,35.26,31.35,96.47,52.07,136.62,222040,793.22,
106.82,58.1,771.29,772.15,149.3,126.54,94.88,26.01,66.95,119.92,80.87,87.84,71.4,15.84,88.3,35.55,31.58,96.78,52.5,137.27,223400.05,795.82,
106,57.89,767.58,769.09,150.23,125.84,96,26.44,67.5,119.47,81.17,87.52,71.31,16.19,87.54,35.7,31.54,97.09,52.27,136.87,224850,791.92,
106.1,57.46,769.16,767.05,150.49,126.12,97.19,25.89,67.5,119.34,80.9,87.14,71.44,16.14,87.31,35.89,31.44,96.63,52.33,136.05,225760,789.85,
