AAPL,MSFT,AMZN,GOOG,BRK.B,FB,BABA,TCEHY,JPM,JNJ,V,XOM,WMT,BAC,PG,INTC,CSCO,MA,VZ,UNH,BRK.A,GOOGL,
228.36,111.71,2039.51,1197,210.05,171.16,170.44,42.07,115.15,133.72,147.8,80.29,95.36,31.14,82.7,47.96,47.73,216.82,53.19,268.51,317250,1211.31,
226.87,108.49,1994.82,1186.48,212.26,167.18,164.23,40.42,114.59,135.86,142.67,81.36,96.62,31.18,83.29,47.72,47.27,211.16,53.82,267.64,319920,1199.1,
223.1,108.74,1958.31,1171.44,212.88,162.53,159.87,40.51,114.1,136.87,144.5,80.46,96.45,30.85,82.65,47.26,47.28,212.77,54.29,269.65,320035,1183.99,
221.3,108.21,1952.07,1164.83,214.04,163.04,162.37,40.45,114.32,137.32,143.2,81.83,95.83,30.86,81.91,46.45,47.05,211.09,54,268.28,321700.01,1177.59,
218.33,109.38,1939.01,1164.64,215.11,164.18,156.36,39.28,113.71,137.21,144.08,81.71,96.9,30.82,82.38,46.3,47.07,211.67,54.12,259.73,322560,1175.06,
223.85,111.24,1987.15,1177.36,215.1,165.94,157.46,39.99,114.43,138.51,145.49,82.86,96.64,30.85,82.01,44.93,47.03,213.45,54.72,261.04,323242,1189.99,
221.07,111.71,1990,1162.82,214.59,162,161.46,39.83,113.08,139.36,146.57,83.13,95.97,30.43,83.11,44.93,46.89,214.03,54.97,262.67,322340,1171.6,
226.41,112.91,1989.87,1175.33,214.89,161.36,165.53,41.95,113.52,139.89,147.63,82.32,95.12,30.14,83.45,45.57,47.24,217.22,54.94,265.49,321575,1182.14,
223.84,113.37,1970.19,1172.53,216.37,162.32,164.74,41.35,113.5,139.49,147.84,82.92,94.59,30.37,83.61,45.54,47.4,217.96,54.55,265.31,324999,1177.98,
217.88,112.14,1908.03,1156.05,216.29,160.58,158.89,40.43,113.84,139.96,146.18,83.41,94.82,30.28,84.25,45.42,47.11,216.47,54.7,263.87,324575,1159.83,
218.24,113.21,1941.05,1161.22,218.3,160.3,156.65,41.04,114.3,140.54,147.63,83.63,95.43,30.21,84,46.1,47.46,220.05,54.39,263.29,327436,1167.11,
218.37,111.7,1926.42,1171.09,220.95,163.06,162.63,41.83,117.62,140.46,147.42,84.63,95.24,31,84,46.15,47.28,218.19,53.5,265.33,332000,1174.27,
220.03,113.57,1944.3,1186.87,221.68,166.02,165.88,41.99,118.63,141.98,149.24,84.82,95.75,31.19,85.36,47.2,47.73,221.39,53.95,266.39,333415,1191.57,
217.66,114.26,1915.01,1166.09,220.52,162.93,164.63,42.77,117.85,142.88,150.05,85.17,95.9,31.03,85.82,46.66,48.56,221.9,54.42,266.67,331336,1172.12,
220.79,114.67,1934.36,1173.37,218.13,165.41,163.16,41.79,116.72,140.47,149.11,86.6,94.92,30.74,84.27,46.91,48.44,221.35,53.54,267.36,327840,1179.56,
222.19,114.45,1974.55,1184.65,218.05,164.91,164.25,42.18,116.39,138.64,149.58,86.5,95.1,30.67,83.12,45.91,48.47,222.12,53.05,263.51,328499.99,1193.89,
220.42,113.98,1974.85,1180.49,216.11,166.95,165.4,42.03,115.02,138.16,149.27,85.78,94.59,30.13,83.26,45.7,48.41,222.26,53.14,262.91,324286,1194.06,
224.95,114.41,2012.98,1194.64,216.7,168.84,166.32,41.54,114.52,138.22,150.02,85.77,94.13,29.94,82.86,45.88,48.33,222.31,53.59,264.65,324731,1207.36,
225.74,114.37,2003,1193.47,214.11,164.46,164.76,40.84,112.84,138.17,150.09,85.02,93.91,29.46,83.23,47.29,48.65,222.61,53.39,266.04,320000.05,1207.08,
