AAPL,MSFT,AMZN,GOOG,BRK.B,FB,BABA,TCEHY,JPM,JNJ,V,XOM,WMT,BAC,PG,INTC,CSCO,MA,VZ,UNH,BRK.A,GOOGL,
208.43,138.06,1855.32,1209.01,201.71,192.73,165.65,45.68,112.94,130.29,179.17,72.46,109.38,29.49,116.73,49.5,55.39,274.16,55.26,249.25,303660,1211.78,
204.02,136.9,1823.24,1193.99,202.67,189.02,161,44.89,112.93,131.07,177.42,71.75,109.4,29.38,116.44,48.68,53.25,269.45,55.59,250.05,306000,1196.32,
193.34,132.21,1765.13,1152.32,197.73,181.73,153.67,42.33,109.57,130.16,168.86,70.28,105.82,28.08,113.08,46.97,51.37,256.84,55.22,245.06,297785,1154.75,
197,134.69,1787.83,1169.95,200.55,184.51,157.43,42.79,110.43,130.77,172.48,70.96,107.27,28.42,114.28,46.96,52.6,264.68,55.05,248.28,302325,1171.08,
199.04,135.28,1793.4,1173.99,198.21,185.15,159.17,43.4,108.03,130.21,175.32,70.5,108.2,27.89,115.52,46.73,52.34,269.31,55.09,246.45,299182.25,1175.91,
203.43,138.89,1832.89,1204.8,200.52,190.16,162.22,43.84,109.86,131.68,179.9,72.38,108.52,28.38,117.44,47.17,53.16,278.04,55.82,247.62,301905,1206.19,
200.99,137.71,1807.58,1188.01,199.05,187.85,159.12,42.99,109.74,132.04,179.05,70.84,107.28,28.33,116.78,45.98,52.43,274.95,55.78,248.63,300435,1188.9,
200.48,135.79,1784.92,1174.71,197.2,185.37,159.31,42.77,107.68,131.93,176.34,69.63,105.12,27.64,116.03,45.6,51.54,270,55.69,243.2,297515,1174.5,
208.97,138.6,1824.34,1197.27,198.78,188.45,164.03,43.36,109.34,133.42,176.34,70.49,107.41,27.72,117.25,46.84,52.72,274.53,56.37,249.22,299510,1196.73,
202.75,133.98,1762.96,1164.29,195.81,179.71,162.06,41.48,104.8,130.26,173.51,67.65,106.2,26.42,115.79,45.87,50.61,267.15,55.72,243.2,295000,1164.25,
201.74,133.68,1776.12,1167.26,198.31,182.59,166.97,41.78,105.2,130.54,176.27,67.25,112.69,26.25,117.39,45.7,46.25,271.89,56.3,244.25,298066.9,1169.32,
206.5,136.13,1792.57,1177.6,199.72,183.7,174.6,41.89,107.72,131.36,178.23,68.3,112.99,27.03,119.18,46.5,46.96,274.36,56.65,245.69,300555,1179.21,
210.35,138.41,1816.12,1198.45,200.94,186.17,178.28,42.74,108.69,132.25,179.74,69.45,113.81,27.27,120.24,47.23,48.5,278.07,57,244.71,301414.01,1200.44,
210.36,137.26,1801.38,1182.69,198.15,183.81,177.21,42.22,107.31,130.6,179.24,69.03,112.05,26.72,118.9,46.6,47.93,277.04,56.27,240.16,297505,1183.53,
212.64,138.79,1823.54,1191.25,199.24,183.55,175.24,42.5,107.61,131.53,180.94,69.72,112.02,26.93,119.2,47.15,48.77,282.01,56.59,240.35,299305,1191.58,
212.46,137.78,1805.6,1189.53,201.01,182.04,171.91,42.1,108.72,131.27,180.09,69.57,111.91,27.19,119.42,46.78,48.18,280.77,56.78,232.94,302260,1191.52,
202.64,133.39,1749.62,1151.29,197.16,177.75,164.54,41.36,106.02,127.73,175.23,67.49,110.83,26.47,117.32,44.96,46.61,271.89,55.92,230.66,296922,1153.58,
206.49,135.45,1768.87,1168.89,200.2,180.36,165.9,41.26,106.87,127.8,177.59,67.85,111.99,26.78,119.32,45.56,47.1,276.43,56.71,231.08,300899,1171.18,
204.16,135.74,1761.83,1167.84,198.35,181.3,166.2,41.24,105.74,129.64,178.38,67.19,112.42,26.47,120.55,45.79,46.79,276.64,57.18,222.93,298420,1170.82,
205.53,135.56,1764.25,1171.02,200.45,181.76,167.48,40.58,106.8,128.68,178.67,67.68,112.72,26.85,121.4,45.79,46.87,278.24,57.95,227.35,300990,1173.75,
209.01,138.12,1786.4,1192.85,203.2,185.57,172.81,40.9,109.22,128.24,181.17,68.43,114.08,27.33,121.18,46.87,47.27,281.38,57.94,230.62,305039.94,1194.24,
208.74,137.86,1776.29,1188.1,203.41,185.67,175.03,41.27,109.86,128.36,180.82,68.48,114.26,27.51,120.23,47.41,46.81,281.37,58.16,234,303078,1190.53,
