AAPL,MSFT,AMZN,GOOG,BRK.B,FB,BABA,TCEHY,JPM,JNJ,V,XOM,WMT,BAC,PG,INTC,CSCO,MA,VZ,UNH,BRK.A,GOOGL,
128.75,63.58,832.35,795.7,163.61,133.23,101.57,26.74,84.95,113.23,82.44,82.94,66.23,22.89,87.33,36.52,30.5,105,48.39,162.71,245430,815.24,
128.53,63.17,839.95,798.53,163,130.84,100.84,26.66,84.59,113.57,82.3,83.45,66.7,22.72,87.76,36.68,31.18,105.14,48.28,160.76,244330,818.26,
129.08,63.68,810.2,801.49,163.94,130.98,100.39,26.57,87.18,113.64,86.08,83.54,66.5,23.29,87.41,36.52,31.32,106.58,48.58,161.87,245646,820.13,
130.29,63.64,807.64,801.34,163.42,132.06,100.9,26.67,86.77,113.4,85.83,83.31,66.4,23.12,87.4,36.27,31.3,106.59,48.03,160.51,244825.33,821.62,
131.53,63.43,812.5,806.97,162.93,131.84,100.83,26.36,86.72,113.48,85.78,82.77,66.89,22.9,88.01,36.35,31.45,106.6,48.04,160.53,244260,829.23,
132.04,63.34,819.71,808.38,162.87,134.2,103.57,26.31,85.96,113.4,85.09,81.48,67.81,22.67,88.33,36.38,31.27,106.72,48.37,160.31,244151,829.88,
132.42,64.06,821.36,809.56,164.04,134.14,103.34,26.48,87.2,114.08,85.58,81.84,69.08,23.12,88.67,35.46,31.5,107.3,48.81,160.44,246000,830.06,
132.12,64,827.46,813.67,164.01,134.19,102.36,26.28,87,115.24,85.9,82.52,68.02,23.08,87.97,35.34,31.51,107.27,48.98,160.75,246000,834.85,
133.29,64.72,836.53,819.24,165.85,134.05,103.1,26.33,88.15,115.88,86.44,83,67.77,23.4,88.31,35.8,31.97,108.28,48.55,161.99,248340.05,838.96,
135.02,64.57,836.39,820.45,166.95,133.85,101.59,26.25,89.56,116.36,86.85,82.82,68.66,24.06,87.86,35.93,32.31,108.88,48.27,163.13,250419,840.03,
135.51,64.53,842.7,818.98,167.28,133.44,101.55,26.73,90.59,117.2,87.54,83.16,68.69,24.58,91.12,36.05,32.82,109.66,48.08,164.29,250990,837.32,
135.35,64.52,844.14,824.16,167.74,133.84,100.82,27.23,90.53,118.08,87.41,82.3,68.87,24.58,90.79,36.41,33.6,109.3,48.46,163.65,251500,842.17,
135.72,64.62,845.07,828.07,168.57,133.53,100.52,27.33,90.23,118.86,87.46,81.76,69.37,24.52,91.09,36.48,33.74,109.42,49.19,157.62,252838,846.55,
136.7,64.49,856.44,831.66,168.92,133.72,102.12,27.37,91.01,119.66,87.92,81.89,71.45,24.78,91.67,36.52,34.13,110.16,49.43,160.57,253690,849.27,
137.11,64.36,855.61,830.76,169.61,136.12,104.2,27.48,91.06,119.52,87.8,80.93,71.71,24.79,91.44,36.07,34.09,109.44,49.67,160.57,254151,851.36,
136.53,64.62,852.19,831.33,170.15,135.36,102.46,27.5,91.13,121.7,88.18,81.78,71.31,24.58,91.13,36.18,34.04,110.74,50.31,162.6,254900,851,
136.66,64.62,845.24,828.64,170.22,135.44,102.95,27.11,90.33,122.73,88.43,81.08,72.39,24.23,91.05,36.53,34.32,111,50.6,163.06,255040,847.81,
136.93,64.23,848.64,829.28,170.63,136.41,103.6,27.08,90.43,122.4,88,81.54,71.74,24.57,90.89,36.51,34.26,110.57,49.94,165.38,255795,849.67,
136.99,63.98,845.04,823.21,171.42,135.54,102.9,26.56,90.62,122.21,87.94,81.32,70.93,24.68,91.07,36.2,34.18,110.46,49.63,165.38,257100,844.93,
