AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,PEP,CSCO,DIS,IBM,MCD,AMGN,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,HON,NKE,WBA
193.12680053710938,410.3736572265625,489.6100158691406,144.30484008789062,268.42864990234375,65.15096282958984,197.24549865722656,160.7210235595703,152.45384216308594,322.27667236328125,124.72339630126953,61.10251235961914,165.71780395507812,45.28987503051758,101.84675598144531,160.42236328125,255.2294158935547,297.81304931640625,235.2434539794922,447.8537292480469,326.0634765625,30.099063873291016,234.23085021972656,184.57000732421875,98.2156982421875,206.67721557617188,79.49856567382812,198.29200744628906,93.03267669677734,15.090672492980957
193.44532775878906,412.904296875,497.5333557128906,144.36343383789062,270.45391845703125,65.92303466796875,194.64578247070312,163.02471923828125,151.1661376953125,322.5223083496094,125.00506591796875,62.08317565917969,168.2921600341797,46.03742218017578,102.40172576904297,160.93678283691406,258.1477355957031,297.76458740234375,233.4936981201172,448.168701171875,322.33404541015625,29.8407039642334,234.5967254638672,188.6199951171875,97.08349609375,205.98941040039062,79.2126235961914,202.9638214111328,93.36775207519531,15.270776748657227
194.95823669433594,420.78387451171875,495.2006530761719,142.57598876953125,272.5188903808594,66.40804290771484,192.78884887695312,162.08763122558594,150.05267333984375,324.48736572265625,125.72374725341797,62.06376266479492,167.90505981445312,44.678245544433594,100.58817291259766,162.4606475830078,255.4652557373047,297.7742919921875,235.15399169921875,454.44879150390625,324.1839904785156,30.585975646972656,232.0653533935547,189.85000610351562,97.52652740478516,204.78085327148438,79.48870086669922,204.96180725097656,92.9538345336914,15.109631538391113
193.57470703125,421.2899475097656,494.01953125,143.0155029296875,275.0405578613281,66.46743774414062,192.44677734375,164.4498748779297,150.97247314453125,325.31268310546875,126.76295471191406,62.28708267211914,167.62437438964844,44.88212203979492,100.30076599121094,163.25653076171875,256.18255615234375,296.1371154785156,241.3477325439453,450.9248962402344,323.04254150390625,30.22824478149414,230.74032592773438,191.4199981689453,96.69953918457031,206.05819702148438,79.12389373779297,204.15867614746094,94.33356475830078,15.033798217773438
195.97349548339844,420.6250915527344,482.96630859375,143.66018676757812,276.6587829589844,65.2103500366211,195.4178924560547,163.07354736328125,151.11770629882812,321.3138427734375,126.90864562988281,62.05405044555664,166.8391571044922,44.50349807739258,100.62781524658203,165.01332092285156,251.75103759765625,295.488037109375,240.4430389404297,447.7848815917969,323.68212890625,30.546226501464844,230.06796264648438,190.24000549316406,99.29866790771484,209.24179077148438,78.88726043701172,204.4818878173828,95.15155029296875,15.014841079711914
192.22103881835938,424.614501953125,487.20843505859375,143.70901489257812,273.0549621582031,66.27936553955078,195.08560180664062,163.3566131591797,151.75672912597656,326.74713134765625,127.70503234863281,61.74333953857422,161.8253936767578,44.51320266723633,101.81703186035156,165.37246704101562,249.39280700683594,295.1974182128906,240.43309020996094,446.44610595703125,324.3414001464844,30.71515464782715,229.84051513671875,190.1199951171875,99.10176849365234,210.32797241210938,78.75908660888672,206.40155029296875,94.60950469970703,15.109631538391113
206.1857147216797,429.38787841796875,488.40924072265625,143.3476104736328,272.68768310546875,66.05171203613281,189.95457458496094,163.48350524902344,151.5146942138672,329.8518981933594,128.04495239257812,61.70450210571289,161.01580810546875,44.43553924560547,99.96382904052734,164.3436279296875,249.85462951660156,291.30303955078125,239.58804321289062,437.3114929199219,322.07818603515625,30.7250919342041,222.01898193359375,185.5,99.75154876708984,206.78302001953125,78.54217529296875,205.16748046875,94.48139190673828,15.100152969360352
212.07818603515625,437.7041320800781,485.3088073730469,142.0290069580078,268.3690490722656,65.63597869873047,187.188720703125,161.23838806152344,149.3168487548828,338.1247863769531,126.45217895507812,61.05396270751953,159.80625915527344,44.2899055480957,99.89445495605469,164.03302001953125,250.0511474609375,291.671142578125,234.42823791503906,441.6721496582031,323.4754943847656,30.56610107421875,221.53443908691406,182.6699981689453,99.64324951171875,204.6599884033203,79.39996337890625,204.20767211914062,92.32310485839844,14.73046875
213.24273681640625,438.2201843261719,489.47222900390625,142.0680694580078,269.2327880859375,66.02201843261719,189.27044677734375,162.43902587890625,147.980712890625,341.79937744140625,125.64606475830078,61.1607666015625,159.3185272216797,44.19282150268555,99.19083404541016,164.1494903564453,249.2847137451172,289.17181396484375,227.6976318359375,439.3589172363281,321.14337158203125,30.26799201965332,219.70513916015625,180.6999969482422,99.9681396484375,204.47238159179688,78.95628356933594,204.33497619628906,92.81586456298828,14.645156860351562
211.50088500976562,439.2026672363281,489.29510498046875,142.15597534179688,268.7066345214844,66.33875274658203,189.38772583007812,162.80996704101562,147.7193145751953,340.7775573730469,125.75287628173828,61.204795837402344,159.7867431640625,44.34815979003906,99.07191467285156,164.23684692382812,249.16680908203125,289.28802490234375,230.5906982421875,439.4671936035156,316.3315734863281,30.258056640625,222.30572509765625,177.27000427246094,99.33805084228516,203.26768493652344,78.54217529296875,204.23704528808594,92.03730773925781,14.739948272705078
215.6614227294922,444.9585266113281,483.5720520019531,142.5564422607422,269.2129211425781,66.73468780517578,190.56053161621094,163.50302124023438,148.31959533691406,343.3910827636719,124.57069396972656,61.273292541503906,162.05950927734375,44.35786437988281,100.60798645019531,164.51832580566406,249.0980224609375,293.80242919921875,229.13919067382812,443.12890625,317.2466735839844,30.784713745117188,225.71714782714844,178.38999938964844,98.97378540039062,205.5190887451172,79.29151153564453,207.5866241455078,93.62399291992188,14.360784530639648
213.29248046875,442.9439697265625,475.48663330078125,142.263427734375,271.6452331542969,66.9128646850586,192.53472900390625,164.53773498535156,148.4551544189453,347.6846618652344,125.04943084716797,61.283077239990234,162.39117431640625,44.62970733642578,100.58817291259766,165.53746032714844,246.4253692626953,296.427734375,230.46144104003906,450.2653503417969,319.9429016113281,30.436920166015625,226.74554443359375,174.99000549316406,99.2100601196289,205.89430236816406,79.5873031616211,208.48768615722656,93.40717315673828,15.270776748657227
208.7039337158203,442.3088684082031,478.9165344238281,144.34388732910156,274.8221740722656,67.3187026977539,194.16690063476562,163.66897583007812,151.659912109375,347.2621765136719,126.69082641601562,60.84275817871094,162.58624267578125,45.35783386230469,100.92510986328125,168.8084259033203,249.38299560546875,300.20587158203125,240.39334106445312,450.87567138671875,323.8691101074219,30.426984786987305,227.63546752929688,176.3000030517578,100.08628845214844,209.31089782714844,78.74922943115234,209.7315673828125,94.18573760986328,15.043277740478516
206.524169921875,446.3577880859375,477.00885009765625,145.2913360595703,273.2337341308594,67.21971893310547,191.85061645507812,164.24488830566406,150.3431396484375,349.5809326171875,127.71671295166016,61.420066833496094,163.1715087890625,45.91122055053711,101.35124206542969,167.39134216308594,254.875732421875,298.5299377441406,243.63436889648438,443.12890625,322.5997314453125,30.894020080566406,227.80355834960938,176.55999755859375,100.80498504638672,207.1681365966797,78.70979309082031,210.6619873046875,95.77241516113281,15.138069152832031
207.17112731933594,444.26385498046875,484.31341552734375,145.65272521972656,274.3058776855469,68.19965362548828,194.3721466064453,164.43035888671875,154.24501037597656,344.7469482421875,129.90525817871094,62.594261169433594,163.9518585205078,45.901512145996094,101.06385803222656,169.8663787841797,255.84849548339844,308.20770263671875,238.5441436767578,454.8523864746094,324.7251892089844,30.37729835510254,228.88136291503906,179.10000610351562,101.39569091796875,208.44192504882812,79.94224548339844,211.44552612304688,95.76255798339844,15.081193923950195
208.0968017578125,447.5188903808594,478.8967590332031,143.7676239013672,271.5558776855469,66.73468780517578,193.5804901123047,162.86856079101562,153.42205810546875,332.406494140625,129.8661651611328,62.4670524597168,163.2397918701172,45.99859619140625,101.2818832397461,167.52723693847656,252.9006805419922,309.3314514160156,240.3535614013672,450.2161560058594,322.166748046875,30.546226501464844,228.0111846923828,175.10000610351562,100.47025299072266,206.10166931152344,79.33094787597656,210.03515625,93.37761688232422,14.882133483886719
212.25733947753906,448.71966552734375,478.4421081542969,143.40621948242188,271.6253967285156,67.59585571289062,192.95498657226562,163.4542236328125,150.99183654785156,335.84527587890625,128.47879028320312,62.67253875732422,162.64479064941406,45.49375534057617,101.2620620727539,166.81866455078125,253.34283447265625,303.0442810058594,241.73545837402344,448.7199401855469,321.5074768066406,30.347488403320312,228.10020446777344,178.5,99.8795394897461,203.1590576171875,78.906982421875,209.03614807128906,92.6976089477539,14.844218254089355
213.1033935546875,449.4044494628906,480.8143005371094,142.40994262695312,264.666015625,67.19001007080078,194.65554809570312,162.64401245117188,151.35009765625,335.5210266113281,126.83739471435547,62.53554916381836,162.1765594482422,46.06655502319336,101.25215148925781,165.82864379882812,253.6769256591797,303.8871154785156,251.3790740966797,438.97503662109375,322.2257995605469,30.397172927856445,225.84568786621094,182.50999450683594,101.57290649414062,204.3538818359375,78.8576889038086,209.9666290283203,92.82572174072266,11.554981231689453
209.6395721435547,443.54931640625,503.3703918457031,142.76156616210938,260.5757141113281,67.02174377441406,197.67552185058594,160.98460388183594,151.4468994140625,338.22296142578125,120.95570373535156,62.28114318847656,160.87921142578125,46.12479782104492,98.39802551269531,167.86691284179688,250.40487670898438,302.68585205078125,255.60433959960938,445.2353820800781,327.775634765625,30.774776458740234,228.96047973632812,182.00999450683594,100.60808563232422,200.78915405273438,79.36052703857422,209.14389038085938,74.2783203125,11.469670295715332
