AAPL,MSFT,AMZN,GOOG,BRK.B,FB,BABA,TCEHY,JPM,JNJ,V,XOM,WMT,BAC,PG,INTC,CSCO,MA,VZ,UNH,BRK.A,GOOGL,
224.59,137.07,1735.65,1205.1,206.71,175.81,165.15,41.48,115.55,129.99,174.29,68.95,117.85,28.44,123.85,50.76,47.74,270.94,59.85,217.21,310005,1206,
218.96,134.65,1713.23,1176.63,203.1,174.6,165.77,41.09,113.25,132,169.83,67.15,116.12,27.84,121.08,49.39,46.56,264.48,58.91,216.75,305090,1177.92,
220.82,136.28,1724.42,1187.83,204.98,179.38,169.48,41.68,112.19,131.19,172.87,67.98,116.31,27.81,121.74,50.03,47.06,268.29,59.01,215.36,307250,1189.43,
227.01,138.12,1739.65,1209,208.08,180.45,170.34,41.42,114.62,133.66,175.98,68.97,118.16,28.37,124,50.92,47.52,274.06,59.9,219.8,312524,1210.96,
227.06,137.12,1732.66,1207.68,207.24,179.68,168.32,41,114.37,133.16,174.9,68.02,117.23,28.31,122.84,50.62,47.77,272.19,60.25,221.24,310720,1208.25,
224.4,135.67,1705.51,1189.13,204.09,177.75,161.93,40.66,111.82,131.84,172.42,66.7,117.58,27.63,120.93,49.73,46.39,267.07,59.72,220.11,306538.99,1190.13,
227.03,138.24,1721.99,1202.31,206.69,179.85,165.19,40.56,112.63,129.22,174.88,67.44,118.93,27.89,121.98,50.48,46.84,272.24,59.22,222.08,310000.01,1202.4,
230.09,139.1,1720.26,1208.67,206.86,180.03,166.07,40.93,114.21,129.06,174.88,68.25,119.61,28.45,121.94,51.11,46.15,273.83,59.83,223.73,309974,1209.47,
236.21,139.68,1731.92,1215.45,208.08,184.19,172.94,41.61,116.14,131.33,177.06,68.98,120.24,28.91,121.09,52.09,46.56,275.91,59.93,222.07,312500,1215.71,
235.87,139.55,1736.43,1217.14,207.91,183.28,171.16,41.49,116.45,130.72,177.36,69.18,119.17,29.14,120.05,51.64,46.05,276.38,59.6,220.59,311640,1217.77,
235.32,141.57,1767.38,1243.01,209.38,188.89,175.29,42.09,119.96,132.84,178.75,69.42,119.53,29.73,117.2,52.65,46.36,278.56,60.55,238.59,314250,1242.24,
234.37,140.41,1777.43,1243.64,209.29,189.55,177.12,41.88,119.68,135.17,177.87,68.23,119.42,30.17,117.53,52.45,46.79,278.27,60.29,236.99,313850,1243,
235.28,139.69,1787.48,1253.07,208.62,190.39,176.85,42.05,120.35,136.17,177.94,68.14,119.84,30.26,116.63,51.86,47.03,276.51,60.41,243.67,313200,1252.8,
236.41,137.41,1757.51,1245.49,208.76,185.85,169.13,41.65,120.56,127.7,175.71,67.61,119.14,30.35,117.47,51.36,46.71,270.63,61.05,245.34,313270,1244.41,
240.51,138.43,1785.66,1246.15,211.49,189.76,173.52,41.55,123.55,128.02,176.43,68.74,119.74,31.02,119.08,52.13,47.39,274.3,60.75,243.92,317040,1244.28,
239.96,136.37,1765.73,1242.8,210.62,182.34,169.89,41.29,124.79,129.2,170.86,69.09,119.58,31.2,122.18,52.01,47.55,261.26,60.77,249.48,316180,1241.2,
243.18,137.24,1762.17,1259.13,210.96,186.15,169.92,40.59,125.12,129.9,171.32,69.75,119.35,31.42,123,51.72,47.05,260.85,60.88,247.8,316560,1257.63,
243.58,139.94,1780.78,1260.99,210.26,186.38,172.55,40.39,125.03,127.5,176.16,69.09,119.1,31.36,124.79,52.23,46.41,268.75,60.58,244.51,315475,1259.11,
246.58,140.73,1761.33,1265.13,211.8,187.89,174.31,40.62,126.03,128.35,177.85,69.25,119.04,31.72,123.25,56.46,46.9,270.19,60.37,244.91,317495,1264.3,
249.05,144.19,1777.08,1290,212.86,189.4,178.68,41.1,126.51,129.18,179.84,68.64,119.22,31.84,123.48,56.76,47.17,275.93,60.18,247.05,319055.1,1288.98,
243.29,142.83,1762.71,1262.62,213.01,189.31,176.89,40.15,126.43,129.12,177.63,68.44,117.15,32.07,123.6,56.34,47.24,274.29,60.19,252.29,319423,1260.66,
243.26,144.61,1779.99,1261.29,213.25,188.25,177.53,40.37,125.73,132.84,179.25,67.72,118.1,31.62,124.94,56.6,47.56,277.15,60.82,254.8,320000,1260.7,
248.76,143.37,1776.66,1260.11,212.58,191.65,176.67,40.5,124.92,132.04,178.86,67.57,117.26,31.27,124.51,56.53,47.51,276.81,60.47,252.7,318939,1258.8,
