AAPL,MSFT,AMZN,GOOG,BRK.B,FB,BABA,TCEHY,JPM,JNJ,V,XOM,WMT,BAC,PG,INTC,CSCO,MA,VZ,UNH,BRK.A,GOOGL,
111.49,59.8,785.41,783.61,143.63,129.5,101.15,26.44,68.97,115.34,81.62,83.65,69.3,16.61,86.85,34.52,30.48,104.96,47.66,139.43,215370,805.48,
111.59,59.43,765.56,768.7,143.19,127.17,98.51,26.17,68.68,114.86,80.58,83.45,69.45,16.48,86.74,34.6,30.39,104,46.94,138.98,214900,788.42,
109.83,59.21,767.03,762.13,143.64,120,97.75,25.94,68.38,115.03,80.65,83.66,69.63,16.48,86.6,33.93,30.32,103.78,46.87,137.83,215001,782.19,
108.84,58.71,755.05,762.02,142.95,120.75,97.57,25.49,67.76,115.11,80.36,83.57,69.16,16.55,85.08,33.61,30.19,103.03,47.08,137.71,214545,781.1,
110.41,60.42,784.93,782.52,146.91,122.15,99.35,26.46,69.88,116.66,82.51,85.45,69.78,17.01,86.56,34.69,30.94,105.96,47.46,141.93,220303,802.03,
111.06,60.47,787.75,790.51,147.79,124.22,99.85,26.65,70.03,117.05,82.88,85.31,69.79,17,87.46,34.74,31,105.7,47.65,142.9,221484.8,811.98,
110.88,60.17,771.88,785.31,151.28,123.18,96.67,26.25,73.25,120.31,83.24,86.25,71.1,17.97,85.93,34.75,31.36,106.19,47.86,141.9,227134.98,805.59,
107.79,58.7,742.38,762.56,156.06,120.8,94.34,26.3,76.65,119.54,81.87,87.05,71.39,18.76,82.96,34.5,31,104.5,46.69,146.13,233750,780.29,
108.43,59.02,739.01,754.02,156.92,119.02,92.99,25.35,76.69,118.47,81.88,85.67,71.23,19.02,83.58,34.61,31.36,104.62,46.69,146.42,234860,771.75,
105.71,58.12,719.07,736.08,157.93,115.08,89.77,24.58,79.51,116.6,78.38,85.28,70.49,20.08,83,34.48,31.37,101.14,46.18,152.28,236650,753.22,
107.11,58.87,743.24,758.49,157.46,117.2,91,25.25,79.36,116.32,78.57,86.82,71.42,20.16,83.62,34.91,31.7,102.48,47.37,152.23,236000,775.16,
109.99,59.65,746.49,764.48,157.08,116.34,92.86,24.98,77.4,116.36,80.08,85.75,71.39,19.75,83.19,34.84,31.57,104,47.93,151.5,235470,779.98,
109.95,60.64,756.4,771.23,158.39,117.79,94.07,25.1,78.02,116.57,81.07,85.23,69.19,20.08,83.07,35.02,30.05,104.45,47.84,150.77,237550,786.16,
110.06,60.35,760.16,760.54,157.75,117.02,93.39,25.23,77.71,115.36,80.82,85.28,68.54,20,82,34.95,30.18,104.78,48.07,149.45,236391,775.97,
111.73,60.86,780,769.2,158.71,121.77,93.41,25.11,78.05,115,81.69,86.49,69.37,20.33,82.64,34.98,30.05,105.94,48.31,150.41,237500,784.8,
111.8,61.12,785.33,768.27,158.66,121.47,93.21,25.28,78.53,112.74,79.93,86.68,70.12,20.3,82.76,35.48,29.89,105.93,49.49,152.26,237801,785,
111.23,60.4,780.12,760.99,158.11,120.84,93.03,24.84,78.86,113.07,79.57,86.92,70.83,20.56,82.68,35.2,29.71,104.56,50.23,153.54,237070,779,
111.79,60.53,780.37,761.68,158.18,120.38,93.01,24.8,78.83,114.13,80.13,87.12,71.23,20.86,83.46,35.44,30.09,105.73,50.67,152.81,237085,780.23,
111.57,60.61,766.77,768.24,156.97,120.41,93.76,25,78.32,113.13,79.08,86.47,71.19,20.3,83.07,35.51,29.92,103.36,51.12,152.11,235400,785.79,
111.46,61.09,762.52,770.84,157.68,120.87,94.99,25,78.92,112.48,79.15,85.9,71.37,20.29,82.89,35.31,29.83,103.82,50.96,157.59,236391,789.44,
110.52,60.26,750.57,758.04,157.44,118.42,94.02,24.94,80.17,111.3,77.32,87.3,70.43,21.12,82.46,34.7,29.82,102.2,49.9,158.32,237000,775.88,
