AAPL,MSFT,AMZN,GOOG,BRK.B,FB,BABA,TCEHY,JPM,JNJ,V,XOM,WMT,BAC,PG,INTC,CSCO,MA,VZ,UNH,BRK.A,GOOGL,
109.58,44.61,520.72,611.29,129.88,90.95,58.87,17.15,61.42,93.17,69.99,74.06,64.27,15.55,71.95,30,25.73,90.73,42.96,116.61,195739,642,
110.38,45.57,532.54,626.91,129.83,92.07,63.2,17.78,60.81,93.93,70.67,75.88,64.98,15.38,72.42,30.51,25.76,92.07,42.84,118.83,195500,656.99,
110.78,46.63,543.68,641.47,132.38,94.01,63.93,18.25,62.02,94.76,72.23,76.81,65.87,15.69,73.22,31.21,26.85,94.33,44,119.65,198561,671.68,
111.31,46.75,537.48,645.44,131.19,92.8,63.92,18.1,62.05,93.42,72.08,77.89,65.68,15.69,73.4,31.74,27.23,93.92,44.06,116.05,196720,671.64,
110.78,46.8,541.94,642.36,132.68,92.4,66.28,18.45,62.13,94.98,73.22,79.2,66.36,15.75,73.72,32.32,27.54,95.18,43.85,116.43,199000,670,
109.5,47.45,533.16,639.16,133.75,92.47,67.7,18.68,62.13,95.08,73.9,80.03,66.88,15.75,74.4,32.52,27.91,95.87,44.23,116.08,200616,667,
112.12,47.11,539.8,643.61,133.03,93.24,68.71,18.58,61.93,95.37,73.98,79.26,66.69,15.58,74.48,32.14,27.91,95.82,44.16,119.27,199650,671.24,
111.6,47,550.19,646.67,133.4,94.26,70.3,18.58,61.72,95.99,74.99,79.3,66.93,15.52,74.33,32.21,27.96,96.64,44.3,122.51,200000,676.43,
111.79,46.89,548.9,652.3,132.19,94.12,69.68,18.39,61.55,95.45,75,79.16,66.73,15.52,74.11,32.04,27.85,95.93,44.36,123.99,198578,683.17,
110.21,46.68,544.83,651.16,131.18,94.07,68.54,18.38,59.99,94.53,74.2,80.16,60.03,15.64,74.21,32.8,27.82,95.03,43.99,122.07,196898.99,680.41,
111.86,47.01,562.44,661.74,133.8,95.96,71.78,18.89,61.89,97.15,75.34,81.48,59.33,16.19,74.27,32.75,28.15,97.16,44.67,120.17,200499,693.02,
111.04,47.51,570.76,662.2,133.81,97.54,71.99,19.06,62.43,98.24,76,82.48,58.89,16.12,74.9,33.04,28.25,97.64,44.7,119.98,200469,695.32,
111.73,47.62,573.15,666.1,133.62,98.47,72.65,19.01,62.22,97.94,76.99,80.99,58.85,16.14,75.16,33.59,28.25,97.74,44.7,120.73,200695,699.95,
113.77,47.77,560.88,650.28,134.16,97,71.79,19.19,62.52,97.59,76.28,80.83,58.75,16.2,74.43,33.44,28.5,97.67,45.24,120.42,201480,680,
113.76,47.2,555.77,642.61,133.22,97.11,69.48,19.08,62.06,97.63,75.46,80.21,58.64,15.9,73.59,33.37,28.28,96.6,44.86,118.11,199900,671.8,
115.5,48.03,563.91,651.79,137.29,99.67,70.99,19.22,63.19,99.53,76.42,82.89,58.9,16.16,74.85,34.4,29.01,98.02,45.89,113.81,206020,681.14,
119.08,52.87,599.03,702,137.78,102.19,75.62,19.73,63.87,100.31,77.07,82.98,58.3,16.52,77.03,34.9,29.35,99.79,46.16,115.92,206584,719.33,
115.28,54.25,608.61,712.78,137,103.77,76.35,19.23,63.9,99.94,78.18,81.22,58.02,16.51,77.49,34.59,28.95,99.63,46.36,116.53,205380,731.12,
114.55,53.69,611.01,708.49,135.63,103.7,79.44,19.26,63.64,100.19,77.52,81.09,57.48,16.4,77.29,34.47,29.05,98.43,46.17,119.37,203280,732.82,
119.27,53.98,617.1,712.95,138.16,104.2,82.35,19.38,65.5,100.48,78.87,82.28,57.64,17.28,76.51,34.71,29.36,100.09,46.48,119.78,206940,736.92,
120.53,53.36,626.55,716.92,137.89,104.88,82.22,18.99,65.21,101.37,78.51,82.23,57.96,17.09,77.02,34.03,29.14,100.59,46.4,119.71,206816.92,744.85,
119.5,52.64,625.9,710.81,136.02,101.97,83.83,18.87,64.25,101.03,77.58,82.74,57.24,16.78,76.38,33.86,28.85,98.99,46.88,117.78,204596,737.39,
