AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
18.573,35.525,68.630,93.370,49.790,77.070,52.510,81.150,118.010,76.990,45.230,39.570,22.565,97.240,38.030,69.010,50.490,118.688,86.910,179.230,53.960,162.050,83.590,24.470,82.160,133.030,125.900,86.400,116.850,60.520
18.812,35.940,68.950,93.030,49.105,77.330,52.040,81.330,118.100,77.000,45.720,39.610,22.580,97.310,38.185,68.810,51.080,117.280,86.310,180.270,55.580,163.160,83.890,24.325,81.930,132.790,126.320,86.600,115.200,60.150
18.766,36.640,68.720,92.810,49.343,77.420,51.950,81.430,118.450,76.650,45.360,39.510,23.065,97.410,38.600,68.850,50.100,115.140,86.340,177.850,55.690,161.950,84.050,24.255,81.900,133.570,126.120,86.460,116.160,60.300
18.604,38.180,70.290,93.040,49.755,78.160,52.100,82.810,121.140,76.420,45.960,39.500,23.280,97.900,38.380,69.000,50.610,113.325,86.720,179.190,55.230,163.520,84.220,24.030,82.120,133.090,127.130,87.490,117.780,59.840
18.303,37.500,69.760,92.690,49.025,77.510,51.650,82.320,119.910,75.690,45.820,40.050,23.110,97.200,37.850,67.150,50.170,111.030,85.460,180.000,54.350,159.640,83.650,24.245,80.920,131.510,126.410,87.220,116.010,59.200
18.591,37.780,70.500,94.050,49.572,77.960,53.960,82.510,121.190,75.480,46.800,39.830,23.510,97.010,38.560,68.580,50.200,113.210,87.440,179.990,55.490,163.170,84.240,24.059,81.780,133.490,127.990,87.800,119.010,59.700
18.537,37.590,70.500,94.290,49.818,79.010,54.100,82.260,121.080,75.370,47.000,40.050,23.445,97.090,38.580,68.340,49.960,113.170,87.420,182.880,56.120,163.840,84.150,24.090,81.400,132.530,127.950,87.970,118.980,59.450
18.572,37.360,69.950,93.560,49.568,78.710,53.970,82.800,120.000,76.180,47.590,39.870,23.730,97.660,38.435,67.770,50.160,112.710,86.590,183.070,56.710,162.890,83.850,24.169,81.030,132.330,128.360,86.440,118.020,59.480
18.594,38.155,71.010,93.340,49.945,78.900,54.140,83.500,120.090,77.600,47.340,39.880,23.995,98.110,38.925,68.970,49.990,113.530,87.510,183.550,57.210,162.940,84.200,24.430,81.440,133.170,128.590,87.220,118.800,60.590
18.863,38.021,71.440,93.920,50.038,79.080,54.400,84.320,119.560,78.940,47.820,40.120,21.365,97.560,39.320,70.020,50.270,115.410,88.670,182.210,56.990,163.200,83.760,24.600,81.890,135.090,129.790,88.250,120.300,60.120
18.750,37.841,71.870,94.390,50.500,79.220,54.870,84.840,120.060,80.030,48.070,40.210,21.535,96.920,39.610,70.000,50.310,114.980,88.620,183.190,57.310,164.400,83.740,24.385,82.800,136.080,129.850,88.670,120.690,60.280
18.522,37.200,71.680,94.300,49.975,79.220,55.740,84.570,120.560,79.670,48.010,40.220,21.290,97.650,39.290,69.500,50.760,116.030,88.680,184.470,55.510,165.680,84.040,24.520,82.340,138.360,130.130,88.180,119.610,60.120
18.555,36.740,71.610,94.860,49.347,79.250,56.150,84.340,122.060,80.380,48.070,40.170,21.420,97.980,38.905,69.120,50.780,115.460,87.860,185.250,52.740,166.600,83.670,24.600,82.460,136.980,130.050,88.090,119.100,58.590
18.393,37.080,71.980,95.150,49.530,78.900,56.100,84.690,122.000,79.750,48.130,40.140,21.230,97.540,38.920,69.230,50.400,115.560,87.220,185.190,53.610,165.000,82.680,24.700,82.250,132.450,129.180,87.930,117.780,59.400
18.612,37.400,72.910,95.200,50.403,78.860,57.220,84.670,123.460,79.830,48.620,40.060,21.470,97.700,39.045,69.940,50.380,112.250,87.940,184.130,54.440,167.070,82.120,24.560,83.950,132.930,130.350,89.220,118.890,60.250
18.564,37.570,73.740,95.250,50.530,79.810,57.460,84.950,124.030,79.180,48.940,40.430,21.460,98.270,39.435,70.200,50.220,113.030,88.800,181.300,54.690,168.100,82.880,25.230,83.850,135.970,131.020,90.520,118.980,60.500
18.705,37.640,74.070,95.630,50.483,80.430,57.650,85.410,123.740,79.750,49.660,40.430,21.270,98.920,39.565,69.740,50.010,113.960,88.590,178.940,52.750,169.480,84.400,23.870,84.590,133.000,131.230,90.790,117.030,59.890
19.050,37.350,74.520,95.060,50.880,80.680,57.170,84.640,122.780,80.350,49.580,40.370,21.210,98.200,39.800,71.180,50.050,113.670,88.530,177.310,52.300,168.040,84.360,23.750,85.090,134.780,132.150,90.790,116.370,59.540
19.499,37.600,74.360,94.980,50.998,80.930,57.480,84.280,122.420,80.660,49.830,40.250,21.270,97.060,39.665,70.770,49.930,113.820,88.870,178.970,52.710,168.220,84.670,23.650,85.590,134.720,133.500,90.990,117.300,59.210
19.499,37.600,74.360,94.980,50.998,80.930,57.480,84.280,122.420,80.660,49.830,40.250,21.270,97.060,39.665,70.770,49.930,113.820,88.870,178.970,52.710,168.220,84.670,23.650,85.590,134.720,133.500,90.990,117.300,59.210
19.860,38.130,74.480,94.660,50.865,81.010,57.220,84.220,122.440,80.670,49.830,40.190,21.250,97.370,39.570,70.540,49.620,114.080,88.510,179.680,52.090,168.940,84.600,23.900,85.800,134.250,133.510,90.740,117.180,59.200
