AAPL,MSFT,AMZN,GOOG,BRK.B,FB,BABA,TCEHY,JPM,JNJ,V,XOM,WMT,BAC,PG,INTC,CSCO,MA,VZ,UNH,BRK.A,GOOGL,
184.82,112.09,1772.36,1106.43,220.81,141.09,163.74,41.46,112.24,146.21,145,81.22,98.75,28.54,93.32,50.13,48.74,209.86,58.16,286.33,330921,1116.36,
176.69,108.52,1668.4,1050.82,210.12,137.93,158.34,40.6,107.23,146.03,138.64,79.43,95.81,26.99,93.31,47.75,47.35,200.49,58.09,278.55,315000,1062.47,
174.72,109.19,1699.19,1068.73,207.96,139.63,155.83,39.41,105.19,145.91,141.05,78.39,94.77,26.28,93.55,48.37,48.39,202.99,58.08,276.85,311999.9,1078.08,
168.49,104.82,1629.13,1036.58,204.88,137.42,153.06,39.68,103.29,145.43,137.11,77.64,93.19,25.43,92.45,46.24,46.44,196.5,57.68,269.18,307674,1046.58,
169.6,107.59,1641.03,1039.55,203.26,141.85,151.43,39.15,101.36,145.26,137.88,76.54,93.94,24.76,93.03,47.21,46.86,198.06,58.27,266.53,304600,1053.18,
168.63,108.59,1643.24,1051.75,202.28,142.08,151.83,40.03,100.37,146.5,136.81,76.68,93.85,24.58,93.91,47.38,47.09,197.74,58.85,267.22,303226,1061.65,
169.1,109.08,1663.54,1063.68,202.48,144.5,151.5,40.5,101.02,147.1,137.8,76.02,93.11,24.52,94.03,47.83,47.42,200.29,57.25,270.64,303600,1073.73,
170.95,109.45,1658.38,1061.9,202.42,145.01,151.48,40.19,101.12,147.84,137.54,76.98,92.96,24.4,96.49,48.29,47.47,198.96,57.09,272.15,303750,1073.54,
165.48,106.03,1591.91,1042.1,200,144.06,149,39.45,100.29,133,135.09,75.58,91.85,24.48,96.64,47.86,45.82,195.33,57.08,265.02,300320,1051.71,
163.94,102.89,1520.91,1016.53,197.92,140.19,143.98,38.26,99.01,129.14,131.4,74.04,90.77,24.47,92.77,47.08,44.2,190.45,55.95,258.07,297000,1025.65,
166.07,103.97,1551.48,1028.71,196.52,143.66,140.82,38.41,98.54,130.42,132.66,72,91.08,24.47,92.49,47.74,44.06,191.61,55.65,252.97,294500,1043.41,
160.89,103.69,1495.08,1023.01,195.17,133.24,137.14,37.9,97.29,127.61,131.26,70.78,90.55,24.18,91.76,45.57,43.14,187.12,55.86,250.31,293040.01,1035.46,
156.83,101.51,1460.83,1009.41,193.58,133.4,135.11,38.24,96.45,128.27,128.76,68.63,87.28,24.11,90.98,45.54,42.49,182.71,55.07,242.44,290100,1023.58,
150.73,98.23,1377.45,979.54,192.1,124.95,132,39.54,94.17,128.09,124.26,68.12,87.13,23.37,90.97,44.84,41.85,175.19,54.92,238.34,288000.05,991.25,
146.83,94.13,1343.96,976.22,187.76,124.06,131.89,38.9,92.14,122.84,121.73,65.51,85.82,22.73,87.36,43.59,40.28,174.65,53.05,232.94,282640,984.67,
157.17,100.56,1470.9,1039.46,197.57,134.18,138,39.98,95.96,126.71,130.23,68.64,90.41,24.11,90.09,46.19,42.47,186.43,54.44,243.35,294850.05,1047.85,
156.15,101.18,1461.64,1043.88,200.12,134.52,138.45,39.84,97.04,127.41,132.01,68.94,91.59,24.37,92.02,46.36,42.91,188.69,55.15,245.97,298500,1052.9,
156.23,100.39,1478.02,1037.08,202.08,133.2,139.09,39.42,96.83,127.27,130.94,68.17,92.13,24.39,91.18,46.75,42.77,186.16,55.27,246.24,302600,1046.68,
157.74,101.57,1501.97,1035.61,204.18,131.09,137.07,39.47,97.62,129.05,131.94,68.19,93.15,24.64,91.92,46.93,43.33,188.65,56.22,249.12,306000,1044.96,
