AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
77.165,174.380,274.020,150.170,200.810,114.270,133.370,125.110,106.280,231.540,87.340,58.400,46.530,215.180,99.270,141.320,58.050,216.880,171.320,146.270,185.420,239.010,129.770,64.420,131.000,316.000,156.590,133.610,51.810,50.950
79.713,180.120,280.840,151.600,203.560,115.270,135.290,125.660,106.850,235.000,88.360,58.580,47.620,214.620,101.380,144.730,58.290,221.810,175.210,149.110,188.340,241.940,133.510,65.460,131.850,317.940,157.240,132.580,52.700,52.340
80.362,179.900,295.730,153.990,202.810,116.810,137.590,126.810,110.280,238.110,85.830,58.840,48.450,214.370,100.540,141.370,59.130,231.940,176.900,156.330,185.490,244.300,137.440,67.340,133.600,329.550,162.330,136.780,54.080,52.980
81.302,183.630,292.460,153.530,203.040,116.310,137.610,127.140,109.490,238.840,85.680,58.850,48.690,212.870,100.270,142.700,59.440,231.450,176.350,156.760,186.730,241.820,137.250,67.090,133.250,341.430,162.890,136.500,53.810,53.490
80.007,183.890,289.220,151.890,202.740,116.450,137.170,126.080,108.940,237.300,85.080,58.990,47.970,211.610,99.440,141.020,59.940,229.330,175.280,153.410,185.720,238.000,133.370,66.020,131.820,336.750,160.080,136.010,52.550,53.240
80.388,188.700,287.030,151.860,205.990,115.250,137.740,126.170,109.790,240.610,85.660,59.190,48.870,213.210,100.020,142.590,60.240,227.420,176.950,154.430,189.120,237.360,134.320,66.390,132.240,344.670,160.150,136.220,51.780,53.420
79.903,184.440,290.790,151.990,203.940,115.400,138.000,124.160,111.210,241.640,85.250,59.750,49.130,215.730,100.020,141.010,58.690,228.960,179.150,153.480,189.110,236.460,136.190,67.410,132.630,344.420,162.450,137.380,52.690,52.990
81.800,184.710,303.480,151.090,207.440,115.850,138.000,123.450,112.040,241.590,83.250,59.590,49.930,217.460,103.000,141.850,58.230,227.000,181.180,155.310,189.460,238.650,139.590,67.460,133.240,347.450,163.800,135.710,53.550,54.470
81.218,183.710,302.200,150.090,207.400,117.440,137.880,124.960,111.660,242.360,81.970,59.410,47.320,217.420,103.370,140.900,58.650,223.040,180.120,154.310,188.640,238.350,139.720,67.440,134.460,342.820,159.760,136.880,53.270,53.570
81.237,185.350,298.780,150.130,210.290,117.890,137.460,126.140,110.080,245.030,82.650,59.610,46.970,217.090,103.540,139.540,58.510,223.480,180.810,150.700,189.950,237.080,137.990,67.270,135.870,340.490,161.010,137.760,53.100,52.850
81.237,185.350,298.780,150.130,210.290,117.890,137.460,126.140,110.080,245.030,82.650,59.610,46.970,217.090,103.540,139.540,58.510,223.480,180.810,150.700,189.950,237.080,137.990,67.270,135.870,340.490,161.010,137.760,53.100,52.850
79.750,187.230,302.140,149.140,211.200,119.630,135.640,124.870,110.240,243.940,82.460,59.950,46.590,216.150,102.000,139.140,57.910,221.690,179.420,151.100,191.090,233.210,136.580,66.140,135.600,338.880,158.880,135.880,53.440,51.860
80.905,187.280,305.310,148.940,213.310,117.680,137.490,125.440,110.740,243.640,82.000,59.530,46.290,215.630,102.460,141.300,58.220,222.960,180.860,150.860,192.870,237.330,136.860,67.110,136.930,338.300,159.340,134.510,53.500,52.070
80.075,184.420,302.130,148.370,211.450,117.690,137.490,126.580,109.810,247.020,82.490,59.770,46.850,215.080,102.530,140.370,58.090,222.140,180.700,151.220,193.360,232.730,136.930,65.450,136.580,336.280,158.560,133.980,52.550,51.870
78.263,178.590,301.430,149.930,208.810,118.580,135.810,126.700,109.010,245.340,82.340,59.720,46.295,215.870,100.250,138.970,58.200,222.790,179.880,149.840,189.500,230.620,137.210,64.340,134.900,330.380,156.930,135.160,52.430,51.450
74.545,170.890,277.790,145.910,198.790,116.320,132.160,123.300,104.710,239.700,81.330,60.130,44.000,213.520,95.910,133.010,57.990,217.880,175.270,146.430,185.940,224.540,132.170,61.760,128.190,317.900,152.550,134.120,50.450,49.030
72.020,168.070,263.390,144.650,188.400,114.390,126.260,121.430,100.710,237.380,80.270,58.650,42.740,212.100,92.900,128.190,57.120,210.380,167.800,141.710,181.270,217.610,129.000,59.730,120.900,304.140,146.850,130.790,47.470,47.510
73.162,170.170,263.000,143.680,187.210,113.780,126.640,120.160,98.040,235.280,79.940,57.820,42.160,210.100,92.000,123.360,57.140,214.540,167.180,139.750,178.870,215.780,128.250,59.650,118.500,305.590,148.960,128.560,47.260,47.670
68.380,158.180,253.920,139.120,180.010,110.400,121.370,113.500,94.130,224.730,78.080,57.600,40.040,201.000,88.550,118.040,55.060,203.500,159.550,133.110,172.150,205.690,123.270,55.830,112.810,287.760,150.160,124.080,45.070,46.240
68.340,162.010,254.960,134.480,181.760,107.680,116.110,113.230,93.340,217.840,76.560,54.930,39.930,194.170,89.380,117.650,54.160,199.730,162.170,130.150,170.400,200.770,124.240,55.520,109.930,275.110,149.240,119.810,42.900,45.760
