AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
25.133,52.580,121.670,107.220,74.640,66.460,59.200,81.230,86.130,125.700,51.750,43.130,26.830,118.850,62.920,97.650,51.460,148.390,105.870,134.370,70.020,154.650,69.090,29.590,56.800,119.960,159.590,110.130,150.210,80.350
25.188,52.950,121.270,107.040,74.300,66.210,59.760,82.550,87.140,125.590,52.270,43.690,26.900,118.480,62.220,97.000,52.120,147.490,106.490,136.300,70.430,154.200,69.380,30.370,57.120,119.650,159.410,110.200,148.860,79.460
25.375,52.350,121.820,106.650,73.910,66.140,59.960,82.840,87.530,126.800,52.100,43.770,26.870,116.690,61.470,98.820,51.890,145.840,107.980,137.800,70.800,155.330,71.750,30.540,58.090,119.610,159.380,109.800,148.800,79.920
25.753,52.030,121.800,106.500,73.900,66.780,60.050,83.490,87.930,125.560,52.080,43.960,26.800,117.180,61.260,98.480,51.810,145.980,108.150,137.800,71.060,156.840,72.840,30.580,58.290,121.070,160.070,110.400,150.870,79.450
25.468,51.030,121.760,106.740,71.940,67.890,59.940,83.100,90.670,126.170,52.640,44.110,27.140,117.150,59.250,99.390,52.210,147.310,107.470,140.150,70.490,155.350,74.770,30.630,59.000,122.900,160.570,110.410,149.280,79.150
25.258,51.650,121.660,106.220,70.620,68.040,58.780,83.060,88.740,126.720,52.450,44.010,27.050,118.420,59.810,97.820,52.460,144.630,107.580,139.070,69.820,151.600,71.730,30.940,59.430,122.350,160.200,110.850,146.490,80.390
25.280,52.840,121.100,106.840,70.680,67.530,59.120,82.960,92.820,126.030,52.360,44.320,27.610,119.640,58.330,97.660,52.340,140.900,108.930,140.410,71.040,149.910,71.870,30.560,59.050,122.860,160.090,111.330,147.180,81.600
25.293,52.050,122.090,107.140,70.220,67.410,58.610,82.280,93.940,125.890,53.040,44.810,27.380,119.980,58.880,97.040,52.320,141.030,108.360,140.190,70.700,151.020,71.360,30.865,58.750,122.940,159.890,111.530,147.390,80.660
25.565,53.070,125.100,107.710,71.630,67.170,59.340,81.750,94.580,128.460,53.200,45.230,27.860,121.550,60.080,97.940,52.530,144.570,109.030,142.360,71.630,153.940,72.800,31.250,59.460,124.630,161.880,113.640,151.860,81.410
25.630,53.170,125.220,107.660,71.490,67.360,59.120,81.170,94.260,128.840,53.080,45.200,27.700,122.900,60.810,98.810,52.540,144.620,108.510,142.780,72.220,153.490,72.730,31.760,59.570,126.340,161.810,112.820,150.840,81.520
26.145,53.590,124.850,107.760,71.910,68.090,59.200,81.310,94.270,129.710,52.420,45.290,27.660,123.430,61.400,98.240,52.670,143.210,108.680,142.960,71.700,152.030,72.440,31.430,59.230,126.360,162.410,113.920,150.570,81.320
26.492,54.350,124.900,107.410,72.370,67.990,58.920,81.340,95.400,130.450,51.940,45.240,27.880,123.520,61.860,98.440,53.210,143.980,109.230,144.790,72.730,150.540,74.340,31.650,59.700,127.570,162.890,114.680,151.980,82.100
26.450,54.660,124.530,106.740,73.140,67.450,58.750,82.750,96.890,130.880,51.530,45.050,28.190,123.160,63.180,99.600,53.630,144.130,111.020,147.040,72.720,152.910,75.900,31.690,60.080,130.700,163.750,115.830,154.200,83.300
26.480,53.490,126.720,107.500,73.780,66.950,60.480,83.150,97.690,131.350,52.250,45.770,28.330,124.080,62.990,99.200,53.240,145.510,112.100,147.090,72.650,157.600,75.470,31.980,61.220,133.960,165.330,115.760,154.980,83.940
26.477,53.860,126.740,107.280,73.770,67.970,60.460,83.320,96.440,131.010,52.800,45.600,28.190,123.810,64.720,98.460,53.440,147.010,112.680,148.630,72.250,156.290,75.890,32.680,61.210,135.860,164.840,116.030,154.620,83.550
26.680,54.070,128.020,107.380,72.960,67.870,60.240,82.740,95.500,130.590,53.030,45.670,28.280,123.820,64.900,97.580,53.210,150.620,112.980,148.100,72.850,154.200,75.550,32.340,60.610,135.120,164.910,116.060,153.750,82.800
26.532,53.970,129.790,108.500,73.910,67.460,59.940,82.820,93.590,130.220,53.080,45.500,27.830,124.190,62.440,96.830,52.910,148.760,112.210,145.400,71.780,154.080,73.680,32.320,60.630,132.860,164.270,115.890,153.540,82.340
26.418,54.210,128.590,108.310,74.140,68.000,59.480,82.890,94.850,130.460,53.070,45.460,27.960,123.290,61.650,97.220,53.560,149.240,111.320,147.950,72.440,153.000,75.290,32.000,60.470,132.120,164.460,115.390,153.960,82.330
26.418,54.210,128.590,108.310,74.140,68.000,59.480,82.890,94.850,130.460,53.070,45.460,27.960,123.290,61.650,97.220,53.560,149.240,111.320,147.950,72.440,153.000,75.290,32.000,60.470,132.120,164.460,115.390,153.960,82.330
26.297,53.540,128.920,108.230,74.080,68.120,59.400,82.620,94.680,131.080,52.830,45.580,27.900,123.170,61.340,98.090,53.400,148.370,111.600,148.400,71.950,153.840,75.320,31.880,60.280,131.290,166.280,116.250,154.680,82.790
26.920,54.710,129.830,109.140,75.380,68.030,59.030,82.800,95.320,132.470,53.320,45.800,28.100,123.970,61.490,98.160,54.050,149.490,111.900,149.330,72.300,155.030,76.010,31.900,60.600,130.880,164.390,116.410,153.360,83.020
27.390,55.050,129.680,108.980,76.780,68.800,59.710,82.680,95.250,133.420,53.220,46.480,28.460,125.830,62.040,98.910,54.040,149.480,112.170,148.410,74.300,156.500,76.510,32.380,60.290,128.580,166.750,117.430,154.440,83.630
27.247,55.230,128.900,108.200,76.480,68.490,59.220,82.310,95.400,133.430,52.910,46.580,28.470,125.680,61.470,99.310,54.080,149.930,112.050,151.450,73.830,156.980,76.540,32.710,61.400,126.940,166.630,116.710,152.580,84.240
