AAPL,MSFT,AMZN,GOOG,BRK.B,FB,BABA,TCEHY,JPM,JNJ,V,XOM,WMT,BAC,PG,INTC,CSCO,MA,VZ,UNH,BRK.A,GOOGL,
109.99,55.57,598.5,749.91,143.79,116.06,78.73,20.56,59.87,109.19,77.59,82.96,69.06,13.56,83.53,32.45,28.69,95.87,54.01,129.92,215740,769.67,
111.12,55.43,593.19,745.29,143.22,112.55,79.08,20.48,59.2,108.59,77.83,83.16,69.1,13.51,83.21,32,28.14,95.05,54.42,129.49,215060,765.12,
109.81,54.56,586.14,737.8,141.2,112.22,77.32,19.99,58.36,108.95,76.97,82.21,68.64,13.19,83.16,31.9,27.58,94.35,54.09,127.04,212340,758.57,
110.96,55.12,602.08,745.69,141.7,113.71,78.68,20.67,58.81,109.42,78.21,83.31,69.04,13.27,83.81,32.08,28,94.75,53.52,128.03,212990,768.07,
108.54,54.46,591.43,740.28,140.81,113.64,77.61,20.62,57.32,109.27,77.58,82.37,68.22,12.85,83.24,31.55,27.6,93.51,52,126.87,211400.5,760.12,
108.66,54.42,594.6,739.15,141.06,110.63,77.47,20.52,57.74,109.1,78.03,83.21,68.06,12.88,83.2,31.63,27.69,93.79,52.18,125.68,211705,759.47,
109.02,54.31,595.93,736.1,140.99,108.99,77.71,20.52,58.2,108.97,77.82,83.32,67.4,12.97,82.73,31.67,27.62,93.47,51.61,126.33,211660,757.54,
110.44,54.65,603.17,743.09,142.4,110.61,77.86,20.77,59.28,109.6,78.52,84.35,68.8,13.27,82.83,31.86,27.64,93.86,51.95,126.8,213700,764.32,
112.04,55.35,614.82,751.72,144.04,110.51,79.64,21.37,61.79,109.87,79.71,84.83,69.15,13.79,82.46,32.13,28.23,95.75,51.29,127.76,216130,771.91,
112.1,55.36,620.75,753.2,143.72,110.84,79.61,21.3,62.59,109.84,80.33,85.43,68.8,14.14,82.01,31.8,28.25,96.17,51.36,127.98,215600,775.39,
109.85,55.65,625.89,759,143.45,109.64,78.97,21.17,61.87,110.18,80.08,84.97,69.06,14,82.3,31.46,27.9,96.68,51.35,127.33,215110,780,
107.48,56.46,635.35,766.61,144.38,110.45,79.01,21.52,62.27,110.93,81.45,85.78,69.86,14.17,82.83,31.65,28.19,97.67,51.73,127.81,216650,787.68,
106.91,56.39,627.9,753.93,145.95,112.29,79.46,21.39,63.32,112.68,80.75,86.21,69.77,14.45,83.28,31.6,28.33,97.24,52.08,130.5,219000,776.25,
107.13,55.59,632.99,752.67,146.09,112.42,81.21,21.08,64.24,113.58,81.15,86.8,69.21,14.93,81.55,32,28.44,97.9,51.75,133.93,218928,774.92,
105.97,55.78,631,759.14,144.86,113.44,80.78,20.8,63.6,113.57,80.79,86.79,68.47,14.9,80.8,31.97,28.24,97.54,50.03,132.96,217460,780,
105.68,51.78,620.5,718.77,146.11,110.56,79.89,20.82,63.97,113.32,79.11,87.53,68.72,15.11,80.95,31.64,28.15,97.45,50.55,134.13,219038,737.77,
105.08,52.11,626.2,723.15,146.18,110.1,78.84,20.47,63.6,113.51,78.14,87.33,69.47,14.96,81.41,31.39,28.23,96.98,50.76,133.78,219278,742.21,
104.35,51.44,616.88,708.14,147.02,108.76,78.61,20.77,63.93,112.91,78.53,87.63,69.3,15.09,79.55,31.4,28.45,97.27,50.44,134.24,220340,725.37,
97.82,50.94,606.57,705.84,147.6,108.89,77.65,20.61,64.11,112.77,78.76,88.46,69.42,15.02,79.89,31.75,28.64,98.38,51.69,132.8,221430,721.46,
94.83,49.9,602,691.02,146.07,116.73,76.4,20.6,63.6,112.48,77.68,88.03,68.91,14.79,79.76,31.11,27.96,97.18,51.02,132.07,219120,705.06,
93.74,49.87,659.59,693.01,145.48,117.58,76.94,20.3,63.2,112.08,77.24,88.4,66.87,14.56,80.12,30.28,27.49,96.99,50.94,131.68,219000,707.88,
