AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
52.630,127.880,231.950,141.950,162.790,101.360,115.160,104.930,117.810,198.800,78.720,49.060,55.580,194.170,85.900,136.380,56.520,176.140,170.940,140.560,162.150,204.730,138.150,50.760,117.020,376.800,186.070,143.080,111.930,53.680
52.288,126.210,232.450,141.280,161.120,101.150,115.410,105.560,116.380,201.010,79.520,48.590,54.940,194.610,85.270,134.140,56.990,176.500,171.380,139.590,161.830,204.990,135.170,50.550,117.250,375.800,184.750,142.700,104.010,53.790
52.938,128.900,231.950,142.010,162.040,102.080,116.120,106.080,117.270,200.560,80.000,48.390,54.940,197.520,85.700,134.330,57.240,177.310,173.540,140.250,163.340,207.520,139.060,51.750,119.350,376.460,185.220,143.350,104.670,54.080
52.120,128.150,240.500,142.090,162.280,102.460,115.090,105.680,118.400,199.630,79.480,48.720,54.590,198.900,83.570,135.000,56.910,177.060,172.610,140.380,162.500,206.430,136.760,51.220,119.340,371.600,183.040,143.430,100.860,53.920
50.715,125.520,238.050,139.970,160.210,101.300,113.210,104.700,118.270,194.770,77.900,48.470,53.450,198.040,82.540,133.440,56.630,173.870,169.850,137.640,156.900,202.630,133.670,50.480,118.220,357.230,179.120,141.710,96.420,52.940
50.725,125.510,239.150,139.790,160.760,100.300,112.610,105.070,117.500,195.170,78.180,48.000,53.470,198.030,82.770,134.990,56.380,172.150,170.360,138.000,156.860,200.950,131.950,49.240,117.490,359.750,178.590,141.530,95.040,53.500
50.180,125.500,237.970,138.730,159.810,99.540,112.520,104.240,121.190,194.580,78.330,47.850,52.920,197.730,82.980,133.590,56.480,172.870,170.390,135.340,156.310,201.630,131.200,46.620,117.260,354.130,175.280,141.830,92.970,53.560
49.295,127.130,240.590,139.050,160.710,101.910,112.510,106.010,121.990,194.580,78.190,47.400,53.360,199.990,83.950,134.040,56.910,171.850,171.630,135.320,159.940,202.050,131.340,46.200,118.460,354.670,175.860,143.960,94.440,53.420
46.430,123.350,239.550,137.200,157.330,99.890,109.450,106.110,120.440,190.340,77.170,48.190,51.300,199.030,82.530,131.340,56.750,167.600,166.820,131.420,153.150,194.970,125.300,44.760,115.900,337.370,174.070,143.410,90.720,52.120
47.165,124.730,236.430,136.820,160.210,100.290,110.320,105.600,121.640,191.620,77.420,48.050,52.020,198.010,83.670,133.200,56.550,167.810,168.160,133.310,158.070,196.280,127.470,45.170,117.010,343.040,175.210,145.710,92.280,52.580
47.730,126.020,236.080,136.910,162.790,99.880,109.900,106.700,122.140,191.760,77.550,48.690,52.440,199.070,84.010,134.680,56.810,169.870,169.380,134.400,155.060,196.400,127.300,45.620,117.660,345.640,174.120,146.520,90.300,52.740
47.520,128.930,236.790,138.210,164.870,101.310,111.310,108.110,120.800,192.380,79.130,49.180,55.930,199.990,84.280,135.500,57.380,169.920,170.790,135.880,158.480,199.140,126.610,45.530,119.840,353.810,171.810,147.410,92.400,52.500
47.250,128.070,241.380,138.610,164.090,100.860,110.770,107.450,120.520,192.580,78.720,49.580,56.350,199.220,84.570,135.040,58.090,169.910,169.950,134.320,154.570,197.430,122.760,44.890,119.070,355.020,169.090,147.490,92.910,52.270
45.773,126.220,245.990,138.420,163.470,101.520,111.350,107.330,120.840,190.950,78.880,49.200,56.010,198.990,82.850,133.910,59.010,168.390,168.620,135.120,155.980,197.240,122.430,43.560,119.840,352.790,166.250,148.170,93.090,52.260
46.650,126.900,249.940,138.120,163.860,101.120,111.730,106.370,121.340,191.450,79.500,48.850,56.520,199.840,83.640,134.090,59.500,169.690,169.600,136.450,155.780,199.110,124.950,44.460,120.550,358.750,167.300,147.470,95.970,52.760
45.695,127.670,249.340,138.760,164.240,102.230,110.820,106.720,120.570,188.910,80.980,48.600,55.690,199.960,83.200,133.850,59.250,171.300,169.310,136.350,157.640,195.520,123.560,44.000,120.010,352.780,169.740,147.960,95.160,52.940
44.915,126.180,246.500,139.790,161.510,101.860,108.640,106.760,117.870,192.000,81.020,49.650,54.190,198.970,82.640,132.730,58.870,172.110,166.440,132.390,153.710,191.970,122.260,44.530,118.430,350.550,165.870,146.940,92.820,51.610
44.742,126.240,247.630,138.850,162.640,102.670,109.710,106.690,118.710,193.590,81.170,49.850,54.370,197.770,82.160,132.790,59.320,171.280,166.680,132.280,154.510,193.000,122.900,44.570,119.510,354.900,166.090,147.940,93.240,51.770
44.742,126.240,247.630,138.850,162.640,102.670,109.710,106.690,118.710,193.590,81.170,49.850,54.370,197.770,82.160,132.790,59.320,171.280,166.680,132.280,154.510,193.000,122.900,44.570,119.510,354.900,166.090,147.940,93.240,51.770
44.557,126.160,242.060,137.070,163.710,102.420,108.520,104.460,118.310,191.550,80.260,49.610,53.930,196.670,81.200,132.620,58.730,168.850,165.260,130.460,155.190,189.440,121.590,43.570,118.170,354.880,163.350,146.280,92.310,51.690
44.345,124.940,242.400,131.330,162.730,102.120,108.220,104.190,116.770,189.990,79.360,49.100,53.180,196.020,78.870,131.570,58.180,169.180,164.370,129.690,152.890,188.050,121.480,44.230,117.010,348.800,161.400,145.070,93.270,51.130
44.575,125.730,243.500,132.110,162.760,102.190,107.060,105.330,115.380,191.080,79.680,48.610,53.570,199.240,79.260,132.200,56.830,169.040,165.450,129.570,155.660,187.370,121.840,44.730,116.740,349.870,160.580,145.730,93.510,50.550
43.767,123.680,241.800,131.150,161.330,101.440,105.960,102.910,113.850,189.850,79.210,49.250,52.030,198.270,77.140,132.040,54.350,166.700,164.310,126.990,151.410,182.490,119.810,44.040,114.710,341.610,159.750,145.570,91.560,49.340
