AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
173.970,346.070,531.600,148.690,238.580,164.870,138.940,149.610,143.980,286.630,102.850,56.440,52.190,261.970,100.880,81.070,35.400,260.840,183.990,145.400,203.910,307.160,231.830,37.290,146.450,189.380,90.560,169.280,66.920,20.630
177.570,348.320,536.130,150.240,243.250,165.520,141.420,151.440,148.760,294.530,102.850,57.090,52.750,266.850,105.080,83.290,35.900,266.590,186.430,147.010,208.110,313.760,239.120,37.700,150.850,192.010,92.310,168.950,68.130,21.500
176.650,352.800,530.900,151.340,243.600,164.660,143.000,150.070,147.610,295.610,103.380,56.740,53.010,267.870,107.060,85.070,36.020,269.860,188.990,147.900,207.470,327.620,240.750,38.140,152.760,195.050,93.860,168.410,69.670,22.110
179.230,356.530,533.460,151.700,243.490,164.880,144.080,150.940,147.000,294.570,104.340,56.970,53.290,268.910,107.250,84.020,35.640,272.830,187.500,148.970,207.420,323.910,238.280,37.950,152.990,192.950,93.520,169.550,69.540,21.770
181.820,360.530,537.830,150.900,244.770,165.650,144.010,150.590,144.410,294.770,104.000,57.180,53.130,268.670,109.360,84.590,35.940,271.110,186.610,148.830,211.840,323.950,234.920,38.770,152.980,191.410,93.150,169.990,68.430,21.650
182.890,363.200,536.730,150.350,243.910,164.300,144.720,150.010,142.400,295.920,104.400,57.090,53.000,267.490,109.390,84.500,35.770,273.260,184.620,148.030,211.470,324.560,234.820,37.920,153.010,191.830,92.320,168.560,68.410,21.000
182.410,360.690,539.000,147.420,241.640,163.920,144.290,150.350,141.940,287.870,102.380,56.660,52.000,266.910,107.000,90.340,35.620,264.060,183.680,146.620,210.010,320.780,234.150,37.800,152.370,193.330,91.700,168.590,67.830,20.450
186.400,369.670,541.210,147.250,245.250,166.190,146.430,151.410,142.950,291.590,101.390,56.720,52.590,267.790,106.110,88.270,35.710,267.310,186.710,149.020,213.630,325.510,239.680,38.860,154.380,196.650,92.810,169.960,68.740,20.760
184.800,366.680,542.570,147.630,244.670,167.680,145.780,152.460,144.000,288.070,102.470,56.930,52.230,269.200,104.200,89.440,35.820,266.690,186.510,148.100,215.280,326.910,241.670,38.230,154.340,204.540,92.690,171.000,68.530,20.170
187.440,370.270,540.460,147.660,246.940,167.650,148.440,152.120,145.050,303.630,102.170,57.100,53.170,271.490,105.750,91.070,35.880,270.020,190.240,150.410,221.180,338.720,247.860,39.410,156.910,207.470,94.970,168.700,70.380,21.090
188.010,369.670,538.410,148.800,248.110,169.780,149.740,151.420,145.560,308.190,101.350,57.210,53.280,270.390,107.820,93.930,36.000,273.030,189.550,152.580,219.420,337.600,251.090,40.610,159.430,208.710,96.820,169.540,70.870,21.550
189.710,376.170,539.820,150.100,248.570,156.040,151.450,152.830,141.770,306.440,101.990,57.150,48.040,276.120,107.610,94.510,36.180,269.000,190.710,153.060,221.450,336.670,248.210,43.350,159.050,206.600,95.710,171.690,70.590,20.750
189.690,369.850,536.290,149.790,249.560,155.350,152.820,151.070,144.460,307.270,101.750,57.260,47.755,275.750,105.960,94.150,36.230,265.390,191.210,152.890,221.220,339.190,253.070,43.810,162.560,208.040,95.340,171.820,71.220,21.220
191.450,377.440,535.100,149.910,249.970,155.300,153.290,150.270,144.380,308.190,102.680,57.400,48.270,279.030,106.320,95.030,36.730,265.350,191.800,154.350,225.130,339.450,250.450,44.740,163.850,217.710,94.980,172.100,71.360,21.030
190.640,373.070,539.590,151.120,252.230,155.860,152.970,149.610,144.040,305.340,102.210,58.030,47.800,280.470,106.550,94.450,37.250,262.820,191.240,153.910,224.320,334.970,249.410,43.640,162.290,218.270,93.990,175.060,70.850,20.980
191.310,377.850,543.760,150.820,253.720,154.670,153.330,151.020,144.330,309.200,101.680,58.420,48.080,281.930,107.920,95.070,37.350,264.590,192.310,155.130,223.840,338.640,246.010,43.670,163.790,219.910,95.370,176.080,71.310,20.690
191.310,377.850,543.760,150.820,253.720,154.670,153.330,151.020,144.330,309.200,101.680,58.420,48.080,281.930,107.920,95.070,37.350,264.590,192.310,155.130,223.840,338.640,246.010,43.670,163.790,219.910,95.370,176.080,71.310,20.690
189.970,377.430,547.100,152.500,254.300,156.060,153.540,151.380,144.900,310.700,101.870,58.570,48.360,282.540,107.640,96.060,37.410,265.460,193.410,155.180,224.380,339.150,247.360,43.960,164.420,220.000,95.950,177.540,71.520,20.850
189.790,378.610,543.590,151.280,254.140,156.770,153.190,151.240,144.360,310.920,101.430,58.460,47.930,281.840,107.960,95.170,37.350,264.270,192.970,155.570,224.790,337.710,247.390,44.080,164.040,219.300,97.070,178.610,71.220,20.110
190.400,382.700,540.530,151.630,252.940,158.640,153.540,152.290,145.510,313.340,100.180,58.580,47.850,282.090,108.750,92.500,37.470,265.520,194.270,155.650,224.920,337.650,247.500,44.230,165.660,222.370,98.510,176.840,71.290,19.980
189.370,378.850,534.980,152.110,254.230,156.080,154.320,151.130,143.910,311.020,101.130,58.230,48.050,280.380,110.370,92.500,37.760,266.600,194.260,156.410,230.350,340.260,249.450,44.940,167.430,224.430,98.470,177.440,71.440,19.980
189.950,378.910,552.970,154.660,256.680,155.690,156.080,153.520,143.600,313.490,102.480,58.440,48.380,281.840,110.270,92.690,38.330,269.640,195.920,158.560,251.900,341.540,250.720,44.700,170.770,231.630,99.070,180.620,71.540,19.940
