AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
42.275,95.000,236.850,126.010,127.510,87.410,108.780,71.960,124.860,184.630,57.980,43.210,44.830,163.440,68.100,100.060,48.820,169.280,144.510,145.000,123.110,236.670,144.420,53.330,98.580,329.540,195.020,131.090,189.180,65.420
44.142,93.510,233.460,123.500,126.380,86.340,107.920,70.940,125.490,185.910,57.300,42.590,43.860,160.680,68.260,99.620,47.750,169.430,142.980,142.450,122.820,234.050,143.860,52.310,97.630,324.190,194.500,128.320,190.470,63.650
44.222,94.070,234.150,123.030,127.180,86.230,107.240,71.360,126.010,183.190,57.530,42.060,44.440,160.080,66.900,98.760,47.840,166.390,143.360,141.990,124.410,233.410,143.780,52.280,97.140,330.690,195.680,127.310,190.410,62.230
45.958,95.160,235.900,124.190,128.160,87.530,108.430,72.430,125.530,185.030,57.750,41.890,45.300,165.030,68.100,101.150,48.190,167.980,143.890,143.910,125.120,234.940,146.370,52.780,98.350,334.430,199.360,129.710,193.410,63.810
46.290,96.220,233.780,123.590,129.260,85.470,109.370,71.980,124.940,183.560,57.380,42.360,45.730,165.000,69.340,102.480,47.730,168.060,144.160,143.220,126.970,237.200,149.820,53.330,98.580,340.430,200.260,128.990,194.760,62.300
46.513,95.810,232.030,122.610,129.900,85.740,110.990,71.440,126.570,185.040,56.760,42.140,45.710,164.770,68.460,101.790,47.020,168.490,144.230,143.000,128.750,237.000,149.930,53.630,99.740,338.370,201.740,128.660,192.690,62.360
46.840,96.940,229.210,123.510,130.840,83.060,113.410,72.370,128.720,186.360,57.950,41.810,46.040,164.240,67.950,99.970,46.380,169.640,145.690,142.610,129.730,241.730,152.610,54.340,100.500,344.500,203.420,129.750,198.090,62.940
47.510,97.910,233.710,125.350,131.000,82.690,114.290,73.150,128.820,187.160,58.060,41.780,46.300,165.070,67.920,101.680,47.200,170.770,147.300,144.240,130.620,243.440,153.970,54.980,101.380,344.070,205.030,130.880,200.850,63.810
47.148,97.700,238.280,127.240,131.820,83.380,113.860,73.370,129.840,190.310,59.690,42.180,45.930,165.390,68.430,102.070,48.620,173.890,147.360,144.140,130.630,242.920,154.860,54.670,101.420,342.460,205.160,131.250,200.790,64.090
47.038,98.030,242.900,126.060,131.210,84.390,113.900,73.280,130.390,191.080,59.680,42.140,45.700,164.720,68.840,102.440,48.490,175.960,147.300,144.300,127.690,243.910,155.280,54.900,101.290,344.590,205.760,130.000,202.590,65.100
46.610,97.320,239.500,125.130,131.100,84.520,113.030,72.950,129.740,187.980,59.200,42.040,45.480,163.060,69.500,102.920,47.790,172.340,147.350,143.740,128.130,241.560,152.590,53.920,100.740,342.120,202.410,129.860,201.450,64.610
47.045,97.150,241.720,125.350,130.890,86.130,113.340,73.530,129.560,186.380,59.750,41.720,45.160,162.870,71.340,105.040,47.860,173.800,147.550,144.630,128.770,240.960,153.800,54.640,100.590,340.970,200.210,130.150,204.090,65.740
46.748,96.180,242.960,123.850,129.930,84.490,112.960,73.960,129.460,185.330,59.070,41.550,43.460,161.310,70.940,104.340,47.850,174.650,147.120,144.500,126.050,239.100,153.690,54.810,101.220,344.140,200.360,130.720,204.480,65.990
46.578,96.360,244.640,124.240,129.930,83.640,111.130,73.450,127.860,187.420,59.140,42.300,43.210,160.980,71.320,103.930,47.740,176.300,148.340,144.080,126.960,237.000,155.710,53.500,100.990,351.230,198.960,129.850,202.710,64.340
