AAPL,MSFT,AMZN,GOOG,BRK.B,FB,BABA,TCEHY,JPM,JNJ,V,XOM,WMT,BAC,PG,INTC,CSCO,MA,VZ,UNH,BRK.A,GOOGL,
129.09,43.88,385.66,569.78,147.08,79.75,84,17.55,61.77,103.22,69.57,88.04,83.96,16.01,85.41,34.06,30.19,92.02,49.47,114.4,220365,575.02,
129.36,43.28,384.61,572.07,145.93,79.6,81.58,17.35,61.97,102.34,68.83,87.62,83.37,16.04,85.16,34.1,29.54,90.97,49.55,112.86,219000,578.79,
128.54,43.06,382.72,571.8,144.92,80.9,85.49,17.12,62.13,101.65,68.44,87.18,82.58,15.84,84.35,34.12,29.33,91.71,49.07,113.82,217612,578.33,
126.41,43.11,387.83,573.76,146.06,81.21,86.1,16.99,62,102.52,68.53,86.74,83.57,16,84.63,33.73,29.3,92.81,48.92,114.79,219500,581.43,
126.6,42.36,380.09,566.13,145.28,80.01,84.4,16.75,60.89,100.11,67.33,85.63,82.59,16.22,82.66,33.19,28.93,90.79,48.29,112.88,218810.99,572.9,
127.14,42.85,378.56,567.29,146.13,79.44,82.53,17.06,61.5,100.66,67.86,85.16,82.88,16.17,83.09,32.72,29.36,91.12,48.23,114.9,220499.9,574.1,
124.51,42.03,369.51,553.49,143.19,77.55,82.97,16.73,59.96,99.53,66.3,84.26,82.07,15.79,81.54,31.7,28.66,88.84,47.51,112.46,217400,559.85,
122.24,41.98,366.37,549.67,143.44,77.57,81.99,16.84,60.24,98.32,66.19,84.02,80.69,16.11,81.39,32.33,28.26,86.97,47.68,112.72,217500,555.69,
124.45,41.02,374.24,553.99,145.67,78.93,81.92,17.05,61.37,99.83,67.4,84.22,81.9,16.09,82.09,30.8,28.24,89.25,48.73,114.88,219898,561.17,
123.59,41.38,370.58,545.82,143.97,78.05,81.86,17.1,61,99.21,66.26,83.87,81.9,16.09,81.83,30.93,27.94,87.75,48.84,115.25,217118,553,
124.95,41.56,373.35,552.99,145.98,78.07,84,17.55,61.85,101.06,67.26,84.76,83.29,16.13,83.56,30.83,28.3,88.71,49.27,118.52,219502,561.64,
127.04,41.7,371.92,549.33,144.75,79.36,84.5,17.65,61.61,99.89,66.13,84.08,82.62,16.09,82.85,30.59,28.15,87.97,48.95,117.6,218599.95,557.61,
128.47,42.5,375.14,557.97,146,80.91,84.59,17.28,61.75,101.46,66.92,86.07,82.53,15.98,83.75,30.89,28.15,88.88,49.54,119.96,219699,566.16,
127.5,42.29,373.24,556.46,144.88,82.75,85.74,18.66,61.2,101.69,66.81,84.41,81.52,15.61,83.38,30.74,28.26,89.02,49.3,120.76,218000,563.67,
125.9,42.88,378.49,558.83,145.53,83.8,85.2,18.58,61.75,102.4,67.41,84.54,83.24,15.84,84.74,31.31,28.44,89.82,49.56,119.14,218300,564.95,
127.21,42.86,375.11,557.28,145.56,84.43,84.25,19,61.14,102.98,67.08,85.43,83.31,15.72,84.86,31.2,28.41,89.33,49.64,119.04,218646,565.37,
126.69,42.9,374.09,568.63,144.29,85.31,83.63,18.45,60.46,101.96,67.1,84.52,83.05,15.61,83.92,30.79,28,89.49,49.41,118.12,217005,577.54,
123.38,41.46,370.96,557.26,143.56,82.92,83.75,18.17,59.61,100.34,65.73,84.86,81.32,15.41,83.01,29.89,27.46,87.37,48.73,116.54,217000,567,
124.24,41.21,367.35,553.65,143.03,83.01,84.17,18.15,59.54,100.14,65.59,84.32,81.89,15.42,82.15,30.08,27.09,87.93,48.42,116.25,216240,563.64,
123.25,40.97,370.56,546.84,143.89,83.3,84.58,18.67,59.55,100.34,65.54,83.58,81.35,15.31,82.31,32,27.13,87.25,48.56,118.01,217000.1,557.55,
126.37,40.96,374.59,550.52,145.98,83.2,83.9,18.76,60.96,101.55,65.66,85.63,82.53,15.52,82.72,31.46,27.65,87.67,49.12,121,219700,561.14,
124.43,40.66,372.1,546.5,144.32,82.22,83.24,18.97,60.58,100.6,65.41,85,82.25,15.39,81.94,31.27,27.53,86.39,48.63,118.29,217500,554.7,
