AAPL,MSFT,AMZN,GOOG,BRK.B,FB,BABA,TCEHY,JPM,JNJ,V,XOM,WMT,BAC,PG,INTC,CSCO,MA,VZ,UNH,BRK.A,GOOGL,
167.78,94.26,1390,1167.7,217.25,193.09,192.22,57.91,116.87,140.02,125.72,89.07,105.52,32.5,85.85,47.65,41.7,172.93,54.3,235.22,325900,1181.59,
160.5,91.78,1429.95,1111.9,209.12,190.28,187.31,55.8,114.28,137.68,120.91,84.53,104.48,31.95,84.25,46.15,40.93,170.55,52.98,231.88,314339.9,1119.2,
156.49,88,1390,1055.8,196.8,181.26,180.53,54,108.8,130.39,116.27,79.72,100.09,30.26,81.06,44.52,38.78,164.59,50.5,220.02,295600,1062.39,
163.03,91.33,1442.84,1080.6,201.24,185.31,185.17,55.21,112.11,131.83,119.97,78.35,100.9,31.2,82.38,44.91,40.17,169.28,50.83,225.18,303000,1084.43,
159.54,89.61,1416.78,1048.58,200.37,180.18,180.3,53.4,112.87,131.42,119.65,76.94,102.85,31.25,81.84,45.2,40.34,168.73,51.01,225.82,301000,1055.41,
155.15,85.01,1350.5,1001.52,191.42,171.58,173.7,51.3,107.88,126.36,113.86,76.07,100.02,29.74,80.22,42.75,38.77,160.62,49.04,216.46,288000,1007.71,
156.41,88.18,1339.6,1037.78,196.02,176.11,176.67,52.2,110.04,129.53,116.32,75.78,99.37,30.33,79.92,43.95,39.53,165.2,49.88,220.96,294140.01,1046.27,
162.71,89.13,1386.23,1051.94,198.89,176.41,177.44,53.55,111.74,130.27,118.47,76.42,99.55,31.12,81.33,44.83,40.6,168.19,50.11,225.69,298940,1054.56,
164.34,89.83,1414.51,1052.1,197.99,173.15,179.25,54.8,112.43,129.96,118.35,76.3,100.98,31.18,81.5,44.46,41.23,170.12,50.08,226.64,297500,1054.14,
167.37,90.81,1451.05,1069.7,200.54,179.52,186.76,56.58,115.03,129.67,120.83,76.46,101.7,32,80.68,45.38,42.09,172.52,49.51,228.78,301005,1072.7,
172.99,92.66,1461.76,1089.52,203.9,179.96,187.45,58.62,115.51,131.23,122.28,76.21,103.23,32.21,82.41,45.92,44.08,174.69,49.74,226.02,305998.99,1091.36,
172.43,92,1448.69,1094.8,203.79,177.36,183.68,58.22,114.68,133.15,121.85,76.54,104.78,31.97,82.6,45.56,44.33,175.65,50.15,229.37,306000,1095.5,
171.85,92.72,1468.35,1102.46,203.05,176.01,187.19,57.47,114.71,130.87,122.01,75.75,94.11,31.93,81.34,46.32,44.06,175.35,48.92,226.66,304904,1103.59,
171.07,91.49,1482.92,1111.34,201.02,177.91,188.82,58.1,115.19,129.91,120.43,74.89,91.52,31.87,80.24,45.94,43.31,172.32,47.96,225.13,301530,1113.75,
172.5,91.73,1485.34,1106.63,200.73,178.99,188.75,57.63,114.98,129.91,120.38,75.86,92.77,31.69,80.84,45.8,42.94,172.95,47.87,227.09,301404,1109.9,
175.5,94.06,1500,1126.79,202.76,183.29,193.29,58.55,117.31,132.02,122.93,77.53,92.89,32.03,81.05,47.73,44,175.76,48.29,230.16,304020.01,1128.09,
178.97,95.42,1521.95,1143.75,210.62,184.93,194.19,58.56,118.77,132.07,124.59,78.84,93.12,32.42,81.63,49.11,45.36,177.87,49.09,234.06,316126,1143.7,
178.39,94.2,1511.98,1118.29,209.66,181.46,188.26,56.15,117.36,131.67,123.37,77.5,91.52,32.33,80.54,49.91,45.04,175.93,48.04,232.52,314345,1117.51,
178.12,93.77,1512.45,1104.73,207.2,178.32,186.14,54.89,115.5,129.88,122.94,75.74,90.01,32.1,78.52,49.29,44.78,175.76,47.74,226.16,310250,1103.92,
