AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
38.295,70.100,179.580,128.780,95.400,79.810,83.060,88.130,104.270,155.150,65.260,45.470,31.820,152.390,52.300,108.210,46.510,156.240,133.450,152.670,90.050,215.010,105.650,36.120,78.280,187.320,204.350,125.400,188.280,82.180
38.862,71.760,179.390,130.080,96.150,79.620,82.640,88.590,103.110,155.350,65.470,45.790,31.980,153.740,52.980,107.180,46.440,159.150,134.030,152.050,90.860,213.310,105.950,36.320,78.490,190.230,206.700,125.150,189.150,83.100
38.483,72.280,179.370,130.360,96.550,80.260,82.790,88.740,103.190,154.790,65.070,45.890,31.760,152.790,53.010,106.520,46.370,160.220,133.490,152.410,91.380,213.990,105.200,36.340,78.970,188.950,206.220,125.380,189.630,83.380
38.612,72.520,180.820,130.830,95.790,78.930,82.960,88.800,104.170,154.200,64.670,45.990,31.560,151.230,52.480,105.500,46.440,159.530,132.740,152.370,91.100,214.530,104.550,36.130,78.850,186.750,205.410,124.030,191.190,81.450
38.843,72.390,183.210,130.750,96.090,79.150,83.910,88.770,103.770,154.960,64.060,45.980,31.610,151.940,53.230,105.920,46.500,161.660,132.720,150.980,91.390,215.780,103.510,36.260,79.810,188.100,205.010,123.500,191.940,81.460
38.748,71.950,181.690,130.550,96.090,78.930,84.950,87.850,104.000,153.500,63.200,45.510,31.610,151.430,53.200,104.320,46.190,162.650,133.550,152.100,91.250,218.760,105.010,36.480,79.950,189.930,205.940,123.780,191.910,81.470
37.245,70.320,181.460,131.530,94.560,79.420,86.960,88.160,106.400,152.960,64.390,45.130,31.370,151.480,53.460,105.620,46.720,164.060,133.790,154.100,87.270,222.440,105.920,35.710,80.310,190.030,206.930,125.230,194.220,80.990
36.355,69.780,179.250,131.820,93.500,79.240,86.980,88.240,108.040,152.180,64.390,45.320,31.250,148.470,54.030,107.040,47.190,164.880,133.260,155.180,86.180,221.910,106.070,35.730,80.170,190.000,207.390,125.670,192.030,81.810
36.648,70.650,181.050,132.020,95.080,79.520,87.270,88.060,108.130,153.990,63.270,45.330,31.700,149.820,54.310,106.560,46.460,164.430,134.390,154.250,87.270,224.200,105.750,35.880,80.590,191.090,209.110,126.100,195.780,81.800
36.290,70.270,182.360,132.770,95.320,79.900,87.090,88.440,106.600,156.760,63.370,45.030,31.600,150.680,54.660,106.140,46.690,165.100,134.240,153.810,87.170,226.510,104.710,35.530,80.840,192.380,210.010,127.960,193.590,82.880
36.072,69.900,180.380,133.040,94.170,78.910,86.570,89.380,106.330,156.770,63.190,45.300,31.580,151.170,52.900,105.980,46.640,164.110,134.470,154.220,86.270,223.230,106.400,35.310,80.700,195.450,211.290,129.020,192.300,82.560
35.568,70.000,181.630,134.350,94.170,75.240,86.180,89.660,108.350,156.640,62.970,45.250,31.630,151.990,51.100,105.510,46.630,162.420,134.630,155.380,86.000,221.810,107.600,35.210,81.450,196.440,213.240,129.440,193.170,78.440
36.585,70.870,183.020,134.070,94.790,75.500,88.070,89.860,107.460,158.810,63.680,45.310,31.990,153.140,52.020,105.370,46.570,165.090,135.840,154.840,87.540,226.130,107.490,35.510,81.880,199.080,213.360,128.270,195.660,79.810
36.252,69.910,183.270,134.220,94.380,75.540,87.520,89.630,106.480,157.670,64.530,45.380,31.850,154.070,51.560,103.940,45.940,166.290,134.910,154.950,86.920,225.100,107.040,34.860,82.510,198.330,213.360,128.750,195.300,78.300
36.468,70.270,184.920,134.910,94.540,76.240,87.120,89.400,104.490,156.590,65.460,45.610,31.840,153.730,52.590,104.800,45.410,171.350,134.250,153.790,87.560,222.490,103.470,34.580,82.210,199.170,212.860,128.580,191.040,78.120
36.407,70.260,186.500,136.050,93.950,75.520,87.020,89.030,104.450,155.480,66.020,45.220,31.850,154.800,52.400,104.220,45.420,173.820,134.070,154.400,88.470,219.770,103.840,34.360,82.250,199.440,212.220,128.310,191.490,76.370
36.570,71.210,185.250,136.430,95.580,74.840,86.860,89.420,105.000,151.310,66.160,45.070,32.090,154.640,52.850,104.360,45.390,172.500,133.990,154.110,88.620,217.190,104.110,34.190,82.220,202.230,212.900,127.660,190.410,76.340
36.455,70.530,185.120,136.340,95.220,75.500,87.240,89.360,104.140,151.420,65.920,45.250,32.240,153.960,53.280,105.570,45.750,173.670,134.260,155.230,88.110,220.440,104.250,34.070,82.960,199.980,212.610,127.950,190.710,77.530
35.932,69.210,184.600,135.010,94.900,76.010,88.050,88.610,104.070,152.240,65.540,45.430,31.760,153.720,52.950,105.410,44.840,170.850,132.930,154.750,87.680,220.280,103.930,33.650,83.080,198.890,209.780,127.380,189.270,77.260
36.458,69.800,185.700,133.820,96.230,76.510,89.820,88.370,104.280,153.230,65.160,45.050,32.080,154.300,53.360,106.860,44.840,174.070,133.970,155.320,88.090,223.220,106.450,34.200,83.970,199.620,210.620,127.780,189.750,77.090
35.920,68.490,185.270,132.640,94.420,75.930,91.150,86.990,104.120,152.160,64.340,45.320,31.410,153.130,53.170,105.710,44.410,172.590,132.320,154.130,86.800,224.410,105.640,33.540,83.630,197.460,207.850,126.390,188.130,78.370
36.005,68.930,185.420,132.290,93.780,75.680,91.400,87.150,104.330,153.400,64.090,44.830,31.300,153.160,59.000,106.250,44.660,172.230,133.290,153.830,86.600,221.900,107.460,33.740,84.240,197.750,208.190,126.530,189.210,78.310
