AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
29.657,41.280,107.290,100.830,63.835,85.710,55.470,85.120,106.060,104.430,60.880,41.170,26.830,92.510,45.960,91.930,46.980,152.500,99.770,154.660,57.280,175.490,80.840,33.040,82.130,146.260,164.420,104.580,135.660,74.890
29.663,41.600,107.810,102.460,64.948,86.190,56.720,85.950,109.530,107.240,61.020,41.590,27.120,93.920,46.675,94.100,47.830,152.230,101.270,158.470,58.610,180.240,83.920,33.650,83.730,147.340,165.940,106.040,140.670,74.790
29.890,41.840,107.920,101.360,66.222,86.650,56.380,85.790,108.350,108.410,59.050,41.630,26.690,94.050,46.270,101.280,47.800,151.450,100.750,156.960,58.990,178.780,81.950,33.700,83.610,147.220,164.810,106.730,138.660,74.670
29.985,42.450,108.820,102.460,67.950,87.280,56.770,86.700,109.310,108.990,59.170,41.680,27.260,94.340,46.670,102.640,47.860,153.360,102.340,157.910,59.260,180.770,83.570,33.600,84.730,148.600,166.550,107.410,143.400,74.790
29.733,42.410,107.600,101.100,66.855,87.330,57.890,85.610,109.610,109.040,58.790,41.790,27.240,93.990,45.895,102.020,49.330,151.400,101.750,156.720,59.170,183.430,83.210,33.940,85.010,148.000,166.070,107.200,145.200,76.150
29.930,42.360,106.490,99.780,66.365,85.910,57.820,85.050,110.430,108.340,58.330,41.450,27.120,92.720,45.585,101.730,49.090,150.010,101.590,155.750,57.980,182.220,84.670,33.295,84.980,147.580,164.840,105.770,144.780,76.400
30.505,42.600,108.970,100.350,66.138,87.290,58.460,85.390,110.180,110.670,58.850,41.230,27.490,94.020,46.375,101.920,49.510,152.570,102.440,158.560,58.790,184.560,83.900,32.930,85.840,148.040,165.820,106.520,145.500,76.690
31.220,42.380,109.850,100.380,66.498,86.340,58.370,85.640,109.980,110.310,58.740,42.400,26.930,94.210,45.655,101.870,49.810,153.110,102.430,158.200,58.800,187.650,83.410,33.700,86.010,147.920,164.480,107.770,144.240,79.530
31.615,43.090,109.840,98.440,67.728,85.890,59.570,86.030,110.860,112.160,58.880,42.370,29.460,95.090,46.000,103.580,49.520,153.180,103.500,158.520,61.260,189.780,83.530,33.550,80.480,148.090,165.910,108.040,147.450,79.960
31.770,43.870,109.440,99.620,67.407,85.810,59.670,85.900,112.780,111.890,58.810,42.170,29.430,95.650,46.020,104.170,49.310,153.480,104.380,160.400,62.850,189.000,85.130,34.125,78.080,149.730,165.940,108.000,148.320,78.730
31.770,43.870,109.440,99.620,67.407,85.810,59.670,85.900,112.780,111.890,58.810,42.170,29.430,95.650,46.020,104.170,49.310,153.480,104.380,160.400,62.850,189.000,85.130,34.125,78.080,149.730,165.940,108.000,148.320,78.730
31.957,43.580,109.760,100.440,67.718,85.960,60.100,85.490,112.400,112.000,58.790,41.990,29.310,94.350,45.930,104.120,49.180,154.240,104.000,160.960,62.070,190.020,85.380,34.360,79.080,149.920,166.920,108.000,148.710,78.000
32.179,43.530,109.770,99.960,67.280,86.290,59.370,86.260,110.440,111.990,58.800,41.810,29.490,94.580,46.810,103.860,48.940,155.780,104.620,162.190,63.000,188.670,84.800,34.735,79.780,151.170,167.400,107.980,148.230,77.790
32.112,43.500,110.030,100.700,67.275,83.520,59.230,85.210,108.350,110.940,58.300,41.730,29.310,94.190,46.850,103.890,48.910,156.050,104.700,163.890,62.810,189.110,83.300,34.265,78.400,153.750,167.090,107.990,149.040,77.100
32.374,43.855,112.620,100.260,68.250,84.300,59.800,84.870,108.600,112.240,58.350,42.110,29.610,94.190,47.465,104.550,48.970,157.660,105.360,163.650,63.740,191.510,84.440,34.210,79.830,158.310,168.120,107.820,148.590,77.130
33.250,44.150,116.400,100.180,68.252,84.600,59.350,85.390,107.860,112.280,58.300,41.970,29.630,94.310,47.505,104.990,48.770,158.420,104.380,162.910,62.580,190.310,83.490,34.410,80.300,154.740,168.810,107.080,148.470,78.590
33.042,44.090,115.430,100.700,68.118,84.570,60.820,85.500,107.960,116.750,58.360,41.850,29.630,94.980,47.710,104.670,49.220,157.370,104.300,164.830,61.930,192.220,84.500,33.760,80.860,154.380,169.120,107.550,149.430,80.390
32.197,43.990,114.050,101.210,68.252,83.570,61.140,85.460,108.580,116.310,58.490,42.130,29.490,98.660,48.410,105.570,49.200,158.080,104.390,162.810,62.870,191.720,85.150,34.410,82.170,153.010,168.890,106.910,149.550,80.010
32.604,44.055,113.660,102.800,68.438,83.800,61.580,85.170,107.060,115.380,58.960,42.050,29.910,99.510,48.495,104.560,49.370,158.970,103.640,160.870,70.240,192.200,83.800,33.945,83.250,151.730,169.610,107.820,147.750,81.650
32.115,43.850,113.630,102.510,67.828,83.930,61.280,85.130,106.680,114.750,58.540,42.460,29.510,98.900,48.560,104.080,49.450,157.720,102.780,161.940,69.380,189.790,82.900,33.650,81.590,150.850,168.650,107.440,147.720,83.080
