AAPL,MSFT,AMZN,GOOG,BRK.B,FB,BABA,TCEHY,JPM,JNJ,V,XOM,WMT,BAC,PG,INTC,CSCO,MA,VZ,UNH,BRK.A,GOOGL,
150.05,72.58,996.19,930.83,176.29,169.86,154.73,40.41,93.03,132.51,100.87,80.17,80.5,24.45,91.1,36.35,31.65,129.49,48.89,192.23,264321.01,946.56,
157.14,72.26,995.89,930.39,177.85,169.3,151.91,39.78,93.11,132.16,101.28,80.6,80.53,24.59,91.04,36.64,31.52,130.61,48.21,193,266730,947.64,
155.57,72.15,986.92,923.65,178.99,168.59,153.32,39.42,92.5,133.35,100.59,80.49,80.87,24.37,90.86,36.49,31.56,129.89,48.61,194.77,268370.2,940.3,
156.39,72.68,987.58,927.96,179.92,169.62,153.33,39.84,93.66,133.18,100.89,80.21,80.48,24.97,90.67,36.3,31.8,129.82,48.91,194.88,270000,945.79,
158.81,72.4,992.27,929.36,178.04,171.98,158.84,41.08,94.02,132.86,101.49,80.16,81.28,24.96,91.44,36.43,31.84,130.38,48.86,194.78,266985,945.75,
160.08,72.79,989.84,926.79,176.43,171.23,157.5,42.12,93.68,132.27,101.28,79.96,81.59,24.9,91.58,36.41,31.67,129.84,48.6,194.9,264566,944.19,
161.06,72.47,982.01,922.9,178.06,171.18,157.49,42.31,93.53,133.23,100.97,80.21,81.61,24.74,91.92,36.59,31.62,129.72,48.22,194.83,267030,940.08,
155.32,71.41,956.92,907.24,176.36,167.4,151.77,40.61,92.19,133.09,99.49,78.97,80.66,24.12,91.74,36.14,31,127.67,48.02,192.57,264601,923.59,
157.48,72.5,967.99,914.39,175.34,168.08,151.7,40.01,91.42,133.1,100.09,78.21,80.4,23.86,91.34,35.87,31.47,128.55,48.06,193.02,263000,930.09,
159.85,73.59,983.3,922.67,177.29,170.75,154.61,41.64,92.49,133.48,101.87,78.23,80.7,24.42,91.65,36.34,31.84,131.09,48.78,193.71,266369.99,938.93,
161.6,73.22,982.74,922.22,177.47,171,157.75,40.86,92.73,133.38,102.63,78.04,80.77,24.47,92.2,36,32.09,131.58,48.48,194.5,266795,938.08,
160.95,73.65,978.18,926.96,178.54,170,159.5,43.36,92.09,134.17,103.32,77.47,80.98,24.19,92.44,35.81,32.34,132.37,48.41,193.77,267856,944.27,
157.86,72.4,960.57,910.98,177.16,166.91,163.92,41.99,90.65,133.04,102.16,76.26,79.7,23.64,92.07,35.17,31.04,130.88,47.89,192.7,267075,927.66,
157.5,72.49,958.47,910.67,177.56,167.41,167.5,41.89,90.74,132.63,102.51,76.64,79.31,23.62,92.47,35.01,30.37,131.14,47.69,190.82,267377,926.18,
157.21,72.15,953.29,906.66,178.34,167.78,169.25,41.98,90.63,133.45,103.22,76.38,79.71,23.38,92.86,34.92,30.68,131.94,48.14,192.03,268540,920.87,
159.78,73.16,966.9,924.69,180.45,169.64,174.46,42.3,91.56,134.7,104.07,76.74,80.02,23.83,92.79,34.65,31.27,133.8,48.35,194.79,270960,940.4,
159.98,72.72,958,927,179.98,168.71,175.8,42.87,91.67,132.8,103.18,76.61,79.96,23.76,92.44,34.66,30.92,133.07,48.28,194.24,270430,942.58,
159.27,72.69,952.45,921.28,178.43,167.74,175,42.21,91.52,132.89,103.22,76.33,78.34,23.84,92.27,34.71,31.24,132.96,48.31,194.75,268565.05,936.89,
159.86,72.82,945.26,915.89,179.6,166.32,171.74,42.06,91.89,131.68,103.35,76.72,78.63,23.77,92.51,34.67,31.44,132.75,48.68,194.36,269761,930.5,
161.47,72.83,946.02,913.81,178.7,167.24,168.3,41.42,91.6,131.74,103.78,76.47,78.03,23.72,92.47,34.65,31.54,133.85,48.61,195.09,268035,928.13,
162.91,73.05,954.06,921.29,178.62,168.05,167.41,41.13,91.1,132.21,103.77,76.45,78.77,23.58,92.32,34.73,31.48,133.84,48.51,196.73,268090,935.75,
163.35,74.01,967.59,929.57,180.35,169.92,171.25,41.93,91.31,131.07,103.73,76.1,78.54,23.87,91.87,34.89,31.99,133.8,48.12,195.88,270420,943.63,
164,74.77,980.6,939.33,181.16,171.97,171.74,42.33,90.89,132.37,103.52,76.33,78.07,23.89,92.27,35.07,32.21,133.3,47.97,198.9,271450,955.24,
