AAPL,MSFT,AMZN,GOOG,BRK.B,FB,BABA,TCEHY,JPM,JNJ,V,XOM,WMT,BAC,PG,INTC,CSCO,MA,VZ,UNH,BRK.A,GOOGL,
201.55,135.68,1922.19,1097.95,214.62,193,175.05,46.48,113.68,139.36,173.94,76.56,110.62,29.42,110.49,48.05,54.74,266.77,56.66,242.64,321891,1100,
202.73,136.58,1934.31,1111.25,214.54,195,175.45,46.21,113.8,140.03,175.28,75.72,111.6,29.15,111.48,48.12,55.81,270.57,58.13,243.97,321515,1112.6,
204.41,137.46,1939,1121.58,215.16,197.2,174.67,46.16,112.82,142.14,176.87,76.44,112.32,29.05,114.08,48.52,56.48,273.08,58.13,245.21,322900,1122.99,
204.23,137.06,1942.91,1131.59,215.25,196.4,173.3,45.65,113.49,140.57,176.66,76.13,111.98,29.26,113.15,48.08,56.6,272.14,58.31,246.99,323149,1132.67,
200.02,136.96,1952.32,1116.35,215.13,195.76,168.45,44.84,112.87,140.97,176.19,76.48,112.72,29.2,114.05,47.82,56.19,271.23,57.89,247.84,322451,1116.79,
201.24,136.46,1988.3,1124.83,214.75,199.21,168.8,45.02,113.35,141.41,177.73,76.43,112.88,29.35,112.91,47.75,56.34,273.34,56.41,246,322200,1124.29,
203.23,137.85,2017.41,1140.48,214.03,202.73,166.93,45.56,113.02,141.21,179.31,77.51,112.98,29.02,113.75,48.21,57.13,275.38,57,247.48,320591,1140.91,
201.75,138.4,2001.07,1144.21,213.17,201.23,166.55,45.35,114.1,140.11,180.74,77.57,113.92,29.36,114.38,48.6,57.3,278.32,56.92,261.16,319837,1144.08,
203.3,138.9,2011,1144.9,214.1,204.87,169.07,45.42,115.3,134.3,180.33,77.63,114.6,29.45,114.99,49.92,57.95,279.54,57.19,265.9,321093,1145.34,
205.21,138.9,2020.99,1150.34,213.54,203.91,173.5,46.1,113.9,134.71,180.57,77.08,114.98,29.22,115.48,50.12,58.05,279.37,57.58,265.96,320300,1150.51,
204.5,137.08,2009.9,1153.58,212.88,203.84,174.19,46.1,115.12,132.5,179.31,75.93,114.76,28.99,115.89,49.17,57.62,276.62,57.41,264.66,319273,1153.46,
203.35,136.27,1992.03,1146.35,207.45,201.8,174.82,45.97,113.99,131.86,179.15,75.48,114.6,29.19,115.94,49.39,57.21,275.28,57.22,266.65,311600,1146.74,
205.66,136.42,1977.9,1146.33,207.98,200.78,172.8,45.55,114.67,132.07,180.53,74.84,114.72,29.48,115.44,49.94,57.74,276.78,57.21,260.6,312003,1147.24,
202.59,136.62,1964.52,1130.1,205.97,198.36,172.99,45.73,113.54,130.31,179.24,74.99,113.9,29.4,115.01,50.27,57.36,275.6,56.59,256.65,309217.5,1131.55,
207.22,138.43,1985.63,1138.07,204.84,202.32,174,45.51,114.27,128.64,180.57,75.07,112.82,29.57,115.3,51.35,57.73,278.61,55.5,255.32,307135,1139.21,
208.84,139.29,1994.49,1146.21,206.46,202.36,178.09,46.16,116.36,128.84,180.9,75.37,112.09,30.25,113.85,51.75,57.71,278.97,55.48,255.01,309340,1148.05,
208.67,140.72,2000.81,1137.81,207.97,204.66,178.67,46.9,116.83,129.78,183.33,75.36,112,30.67,112.6,52.92,57.23,280.25,55.97,251.13,312000,1139.73,
207.02,140.19,1973.82,1132.12,207.9,200.71,177.29,47.17,115.71,131.12,181.59,74.93,112.22,30.34,112.77,52.16,56.62,279.35,56.36,248.7,310750,1135.94,
207.74,141.34,1943.05,1250.41,209.9,199.75,178.74,47.36,116.22,130.73,183.69,74.81,113.02,30.77,114.73,51.59,56.53,282.07,57.08,252.94,315000,1245.22,
209.68,141.03,1912.45,1239.41,208.61,195.94,177.02,47.53,115.85,133.02,183.21,75.34,112.27,30.52,116,52.51,56.93,281.44,57.37,253.82,313529,1241.84,
208.78,140.35,1898.53,1225.14,207.81,197.04,174.1,47.17,115.59,132.08,181.53,75.35,112.06,30.89,120.41,51.7,56.47,278.16,56.63,254.93,312430,1228,
213.04,136.27,1866.78,1216.68,205.43,194.23,173.11,46.5,116,130.22,178,74.36,110.38,30.68,118.04,50.55,55.4,272.27,55.27,249.01,308666,1218.2,
